,classes,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,stalk-shape,veil-color,ring-number,population,latitude,longitude
4323,1,3,2,3,8.21,2,-1,0,2,1,-2.0,57.69615947,-96.18223034
4324,1,3,2,3,2.38,2,-1,0,2,1,3.0,57.96158957,-97.67604223
4325,1,3,2,3,5.43,2,-1,0,2,1,12.0,57.67872546,-97.35665137
4326,0,2,2,4,-1.16,2,-1,0,2,1,0.0,57.67998038,-97.38506022
4327,1,3,2,9,7.13,2,-1,0,2,1,1.0,57.66232022,-98.24615629
4328,1,2,0,9,6.13,2,-1,0,2,1,-8.0,57.51267794,-97.24558076
4329,1,2,2,0,10.12,2,-1,1,2,1,-2.0,57.61467519,-97.68144386
4330,1,3,2,9,5.91,2,-1,0,2,1,-1.0,57.09589083,-99.51990485
4331,1,4,2,0,0.19,2,-1,0,2,1,9.0,57.1599623,-97.7539104
4332,1,3,0,9,-3.13,2,-1,0,2,1,-3.0,57.81175659,-99.26886302
4333,1,2,2,3,12.48,2,-1,0,2,1,-2.0,57.42031499,-98.15755971
4334,1,2,2,3,6.64,2,-1,0,2,1,5.0,57.60955894,-99.2701192
4335,1,3,2,3,5.57,2,-1,0,2,1,3.0,57.69739638,-99.07171508
4336,1,2,0,9,6.3,2,-1,0,2,1,4.0,57.80965809,-99.70263702
4337,1,2,0,3,3.96,2,-1,0,2,1,1.0,57.56175812,-98.6125756
4338,1,2,2,3,18.48,2,-1,0,2,1,-4.0,57.01777195,-98.64937446
4339,1,2,2,3,0.35,2,-1,0,2,1,0.0,57.82883685,-97.69517726
4340,1,2,2,3,1.67,2,-1,0,2,1,0.0,58.14946644,-99.14973703
4341,0,3,2,0,-8.46,2,-1,1,2,1,3.0,57.46107481,-97.94323211
4342,1,3,0,9,13.08,2,-1,0,2,1,0.0,57.47467497,-95.96843652
4343,1,2,2,9,3.1,2,-1,0,2,1,9.0,57.39642459,-97.35699478
4344,1,3,0,9,2.46,2,-1,0,2,1,-2.0,57.685548,-98.59492333
4345,1,2,0,9,-1.76,2,-1,0,2,1,-1.0,57.541569,-99.06940682
4346,1,3,0,3,7.24,2,-1,0,2,1,3.0,57.41871149,-98.8517622
4347,1,3,0,3,-2.82,2,-1,0,2,1,-4.0,57.58963017,-99.50732226
4348,1,2,2,9,1.87,2,-1,0,2,1,1.0,57.4792529,-98.39654312
4349,1,3,3,1,0.57,2,-1,1,2,1,10.0,57.79617768,-99.0803463
4350,1,2,2,3,2.39,2,-1,0,2,1,3.0,57.59124116,-100.3710161
4351,1,2,2,9,-0.38,2,-1,1,2,1,-1.0,57.57512469,-95.95199842
4352,1,3,0,3,5.71,2,-1,0,2,1,1.0,57.48863957,-97.51970704
4353,1,3,2,3,10.82,2,-1,0,2,1,0.0,57.63152399,-99.21003548
4354,1,3,0,9,3.75,2,-1,0,2,1,0.0,57.61267796,-96.88753147
4355,1,3,2,3,-3.29,2,-1,0,2,1,4.0,57.90180261,-98.92924468
4356,1,2,2,3,2.21,2,-1,0,2,1,-2.0,57.77154188,-99.358708
4357,0,2,3,7,-5.1,2,-1,0,2,2,10.0,57.67511065,-97.8715706
4358,1,3,0,3,2.81,2,-1,0,2,1,3.0,57.73028841,-99.09903967
4359,1,3,0,9,1.79,2,-1,0,2,1,-7.0,57.49312743,-98.22851619
4360,1,3,2,3,8.55,2,-1,0,2,1,3.0,57.74766571,-98.87979937
4361,1,2,2,9,-1.75,2,-1,0,2,1,-3.0,57.69532745,-96.88566519
4362,1,3,2,3,4.9,2,-1,0,2,1,4.0,57.31763115,-98.44280227
4363,1,2,0,9,12.35,2,-1,0,2,1,-2.0,57.63633071,-97.89211546
4364,1,0,2,8,8.45,2,0,0,2,1,14.0,57.69648834,-96.82977459
4365,1,3,3,1,15.58,2,-1,1,2,1,8.0,57.53932262,-98.25737238
4366,1,2,2,9,1.48,2,-1,0,2,1,3.0,57.7434058,-97.82169067
4367,1,3,2,3,6.04,2,-1,0,2,1,8.0,57.46946198,-99.10536501
4368,1,3,2,3,4.3,2,-1,0,2,1,10.0,57.6099809,-97.47069145
4369,1,3,2,9,-2.87,2,-1,0,2,1,-3.0,57.41044123,-96.32797228
4370,1,3,0,3,3.07,2,-1,0,2,1,2.0,57.59469427,-96.75589515
4371,1,2,2,9,4.86,2,-1,0,2,1,-5.0,57.516464,-97.5615387
4372,1,2,0,9,3.53,2,-1,0,2,1,4.0,57.40441645,-97.26482508
4373,1,3,0,3,-0.36,2,-1,0,2,1,-3.0,57.34969073,-98.20789634
4374,1,2,3,8,3.99,2,-1,1,2,1,4.0,57.64458128,-97.87173247
4375,0,3,2,3,3.66,2,-1,1,2,1,4.0,57.70954333,-97.14468045
4376,1,2,2,0,7.5,2,-1,1,2,1,8.0,57.87562276,-97.08059307
4377,1,3,2,3,3.5,2,-1,0,2,1,-1.0,57.76647438,-98.03015043
4378,1,3,0,3,13.4,2,-1,0,2,1,-1.0,57.44268923,-96.59369102
4379,0,3,2,7,-3.99,2,-1,1,2,1,1.0,57.44707401,-98.07643624
4380,0,2,2,1,4.61,2,-1,0,2,2,14.0,57.46968649,-97.49679233
4381,1,2,2,9,11.29,2,-1,0,2,1,-2.0,58.00115646,-100.4182297
4382,1,2,2,9,10.21,2,-1,0,2,1,5.0,57.35885371,-97.56638194
4383,1,2,2,9,4.27,2,-1,0,2,1,9.0,57.39160536,-95.71419523
4384,1,2,2,9,7.24,2,-1,0,2,1,1.0,57.41708286,-97.37700654
4385,1,3,0,9,1.09,2,-1,0,2,1,5.0,57.75204234,-97.48409854
4386,1,3,2,3,3.3,2,-1,0,2,1,3.0,57.3518118,-97.38108513
4387,1,2,0,3,6.79,2,-1,0,2,1,1.0,57.45598788,-98.13342718
4388,1,3,2,9,-2.62,2,-1,0,2,1,4.0,57.73633998,-97.86853983
4389,1,2,2,3,5.04,2,-1,0,2,1,6.0,57.60026505,-98.03195181
4390,1,2,2,9,4.65,2,-1,0,2,1,-4.0,57.59670749,-98.0078183
4391,1,3,2,3,-0.49,2,-1,0,2,1,7.0,57.07469781,-96.66825387
4392,1,3,2,9,5.15,2,-1,0,2,1,-3.0,57.52292398,-99.50526908
4393,1,2,2,3,4.11,2,-1,0,2,1,-2.0,57.52702631,-99.82948742
4394,1,3,2,3,10.96,2,-1,0,2,1,-2.0,57.0632595,-97.4059085
4395,1,3,2,3,6.4,2,-1,0,2,1,2.0,57.58691131,-97.45738186
4396,0,2,2,6,-4.15,2,-1,0,2,1,-5.0,57.39347342,-98.27621152
4397,1,2,0,3,2.79,2,-1,0,2,1,4.0,57.71766793,-98.61370777
4398,1,3,0,9,8.77,2,-1,0,2,1,-2.0,57.35135617,-97.93273187
4399,1,3,0,9,9.11,2,-1,0,2,1,-1.0,57.38423069,-97.7128757
4400,1,2,0,9,7.78,2,-1,0,2,1,10.0,57.59576886,-99.93242641
4401,1,3,0,9,9.47,2,-1,0,2,1,-5.0,57.54847851,-95.55253377
4402,1,3,0,3,4.49,2,-1,0,2,1,2.0,57.21355239,-97.61282926
4403,1,3,2,3,5.08,2,-1,0,2,1,1.0,57.37234685,-98.1111552
4404,1,3,0,3,4.86,2,-1,0,2,1,6.0,57.67746965,-98.39799286
4405,1,3,0,9,2.6,2,-1,0,2,1,5.0,57.53707557,-99.48285806
4406,1,3,2,9,5.91,2,-1,0,2,1,13.0,57.60556788,-98.80064078
4407,1,3,0,3,4.93,2,-1,0,2,1,0.0,57.20707263,-99.16919749
4408,1,3,2,3,7.2,2,-1,0,2,1,0.0,57.62110435,-99.51408237
4409,1,3,0,9,4.28,2,-1,0,2,1,2.0,57.81160078,-98.52959405
4410,0,3,0,7,-1.11,2,-1,1,2,1,-5.0,57.8044837,-98.00715094
4411,1,3,3,1,8.61,2,-1,1,2,1,6.0,57.71634822,-98.4870209
4412,1,3,2,3,5.74,2,-1,0,2,1,2.0,57.87230967,-97.73195656
4413,1,3,0,3,2.93,2,-1,0,2,1,2.0,57.8951707,-96.70818726
4414,1,2,2,9,-0.04,2,-1,0,2,1,7.0,57.41574701,-97.18319384
4415,1,3,0,9,5.17,2,-1,0,2,1,-7.0,57.49925187,-98.66310189
4416,1,3,2,9,4.98,2,-1,0,2,1,3.0,57.78040232,-98.26509356
4417,0,3,2,0,6.25,2,-1,1,2,1,9.0,57.20228527,-98.56878974
4418,1,3,2,9,9.67,2,-1,0,2,1,1.0,57.73543565,-97.70337993
4419,0,2,3,1,9.44,2,-1,0,2,2,4.54,57.74668697,-98.46444553
4420,1,2,2,9,6.0,2,-1,0,2,1,5.0,57.33677637,-98.39785855
4421,1,2,0,9,6.32,2,-1,0,2,1,-2.0,57.33733741,-98.63167845
4422,1,2,2,9,3.92,2,-1,0,2,1,3.0,57.62520058,-97.31407564
4423,1,3,2,3,7.1,2,-1,0,2,1,5.0,57.74936473,-97.49867484
4424,0,3,0,7,-3.01,2,-1,1,2,1,-3.0,10.0,-96.56388343
4425,1,3,0,9,2.88,2,-1,0,2,1,5.0,57.55264771,-98.30446334
4426,1,3,0,9,-1.2,2,-1,0,2,1,-1.0,57.81835371,-98.51565642
4427,1,2,2,9,7.92,2,-1,0,2,1,-1.0,57.3947411,-95.7776494
4428,1,2,0,9,11.87,2,-1,0,2,1,3.0,57.91878559,-98.21578646
4429,1,2,2,0,-2.28,2,-1,1,2,1,0.0,57.46247189,-97.46850392
4430,1,3,0,9,2.12,2,-1,0,2,1,5.0,57.85247913,-98.25977642
4431,1,2,2,9,-2.23,2,-1,0,2,1,2.0,57.91569156,-98.3282914
4432,1,3,0,9,4.98,2,-1,0,2,1,-2.0,57.55891214,-98.10459524
4433,1,3,0,9,7.87,2,-1,0,2,1,0.0,57.48857789,-98.91748494
4434,1,3,2,3,4.18,2,-1,0,2,1,3.0,57.63066139,-98.22755821
4435,1,3,2,3,-1.64,2,-1,0,2,1,3.0,57.44176477,-98.36056056
4436,1,3,2,3,6.78,2,-1,0,2,1,1.0,57.33356454,-98.64084829
4437,1,3,0,3,3.52,2,-1,0,2,1,3.0,57.88250207,-98.70187331
4438,1,2,3,3,2.15,2,-1,0,2,1,6.0,57.81707948,-98.53218162
4439,1,2,2,9,0.8,2,-1,0,2,1,-2.0,57.8176775,-97.1603824
4440,1,3,3,3,6.24,2,-1,1,2,1,4.0,57.22758118,-96.47724882
4441,1,2,2,3,9.9,2,-1,0,2,1,1.0,57.80022802,-98.42030128
4442,1,2,2,9,5.44,2,-1,0,2,1,1.0,57.71993584,-99.01422882
4443,1,2,2,9,10.62,2,-1,0,2,1,1.0,57.57328146,-97.70445735
4444,0,3,2,3,3.81,2,-1,1,2,1,0.0,57.67581977,-96.76589133
4445,1,3,0,3,-2.19,2,-1,0,2,1,-1.0,57.10573898,-97.60108606
4446,1,3,2,9,3.94,2,-1,0,2,1,-1.0,57.5808297,-98.49792454
4447,1,3,2,3,4.82,2,-1,0,2,1,-9.0,57.5937819,-98.73953141
4448,1,2,2,9,8.27,2,-1,0,2,1,1.0,58.03998908,-98.66894181
4449,1,2,2,3,1.63,2,-1,0,2,1,-5.0,57.49500615,-98.7379626
4450,1,2,0,9,3.34,2,-1,0,2,1,8.0,57.33319638,-97.1962168
4451,0,3,2,0,4.4,2,-1,1,2,1,8.0,57.78106478,-96.14155948
4452,1,2,2,3,-1.03,2,-1,0,2,1,1.0,57.33959148,-98.04012474
4453,1,3,0,9,5.02,2,-1,0,2,1,7.0,57.55118058,-100.7125035
4454,1,2,2,3,4.81,2,-1,0,2,1,2.0,57.76486238,-99.8761912
4455,1,2,2,9,10.15,2,-1,0,2,1,-7.0,57.54272759,-97.46084096
4456,1,3,0,3,2.19,2,-1,0,2,1,1.0,57.76983555,-98.55278934
4457,1,3,0,3,5.96,2,-1,0,2,1,-9.0,58.05668953,-99.19524876
4458,1,2,2,9,-4.07,2,-1,0,2,1,2.0,57.77752421,-97.68553722
4459,0,4,2,1,4.43,2,-1,0,2,2,8.0,57.39001914,-98.80762512
4460,1,2,2,9,8.47,2,-1,0,2,1,-6.0,57.84072949,-98.99353146
4461,1,2,2,0,4.84,2,-1,1,2,1,6.0,57.56068824,-99.31575727
4462,1,3,2,3,8.21,2,-1,0,2,1,3.0,57.34506106,-99.08826923
4463,1,2,2,3,2.71,2,-1,0,2,1,9.0,57.51801172,-99.35639963
4464,1,3,2,9,13.93,2,-1,0,2,1,6.0,57.72226249,-97.68923837
4465,1,3,2,3,3.4,2,-1,0,2,1,-1.0,57.35828549,-100.0963227
4466,1,3,0,3,11.23,2,-1,0,2,1,3.0,57.39567132,-97.50947559
4467,1,3,2,9,7.16,2,-1,0,2,1,5.0,57.74816946,-98.53082542
4468,1,2,0,9,3.65,2,-1,0,2,1,-1.0,57.68836279,-98.67816231
4469,1,2,3,8,6.44,2,-1,1,2,1,6.0,57.61155755,-97.42741498
4470,1,2,2,0,1.46,2,-1,0,2,1,-6.0,58.29780427,-98.76388934
4471,1,3,0,9,4.25,2,-1,0,2,1,1.0,57.83321261,-96.6350523
4472,1,2,0,9,4.35,2,-1,0,2,1,1.0,10.0,-98.64412253
4473,1,2,2,9,-0.42,2,-1,0,2,1,6.0,58.28475873,-101.0455529
4474,1,3,2,0,9.11,2,-1,0,2,1,4.54,57.89356998,-98.87425798
4475,1,2,2,9,8.87,2,-1,0,2,1,0.0,57.72196597,-98.05787377
4476,1,2,2,9,3.56,2,-1,0,2,1,7.0,57.87326682,-96.83412318
4477,1,3,2,3,6.67,2,-1,0,2,1,1.0,57.44431362,-98.03797621
4478,1,3,0,9,14.12,2,-1,0,2,1,9.0,57.88684211,-99.04509762
4479,1,3,0,3,6.58,2,-1,0,2,1,8.0,57.41205692,-96.36403311
4480,0,3,2,0,3.02,2,-1,1,2,1,0.0,57.56738268,-99.4343348
4481,1,2,2,9,7.46,2,-1,0,2,1,-1.0,57.84189881,-97.47862201
4482,1,2,2,3,6.64,2,-1,0,2,1,-5.0,57.88332052,-97.96570605
4483,1,3,2,3,6.79,2,-1,0,2,1,7.0,57.99932197,-98.14668036
4484,1,3,2,3,0.98,2,-1,0,2,1,-2.0,57.45593543,-100.4079811
4485,1,2,2,9,6.96,2,-1,0,2,1,1.0,57.07993029,-97.79292311
4486,1,3,0,3,7.86,2,-1,0,2,1,6.0,57.6085503,-97.73739467
4487,1,2,2,3,6.85,2,-1,0,2,1,-2.0,57.02824104,-97.62322396
4488,1,2,2,9,2.49,2,-1,0,2,1,0.0,57.17100187,-98.63605273
4489,1,2,0,9,9.78,2,-1,0,2,1,-8.0,57.7531724,-97.86657555
4490,1,3,0,9,0.71,2,-1,0,2,1,6.0,57.72155646,-97.74070442
4491,0,3,0,2,-1.87,2,0,0,2,1,6.0,58.0057549,-98.48569121
4492,1,3,2,3,-4.54,2,-1,0,2,1,4.0,57.57181341,-99.72769703
4493,1,2,2,3,-0.65,2,-1,0,2,1,-5.0,57.60115463,-99.80114403
4494,1,3,0,9,8.37,2,-1,0,2,1,4.0,57.63728456,-97.05355639
4495,1,3,0,9,5.69,2,-1,0,2,1,-2.0,57.49807608,-98.96098045
4496,1,2,3,3,-0.82,2,-1,1,2,1,-3.0,57.14648583,-98.82112501
4497,0,3,3,0,1.27,2,-1,0,2,2,15.0,57.34038036,-97.51763777
4498,1,2,2,0,-0.07,2,-1,1,2,1,5.0,57.34774538,-97.52996446
4499,1,2,3,3,-1.47,2,0,0,2,1,3.0,57.55275821,-100.2834427
4500,1,2,0,9,8.6,2,-1,0,2,1,1.0,57.52787806,-99.20985951
4501,1,3,2,3,5.73,2,-1,0,2,1,5.0,57.51094631,-96.82193914
4502,1,3,2,3,4.32,2,-1,0,2,1,1.0,57.68071726,-99.76617544
4503,1,2,2,9,5.6,2,-1,0,2,1,3.0,57.06052532,-98.33085784
4504,1,2,2,9,8.42,2,-1,0,2,1,5.0,57.39509608,-97.44149128
4505,1,2,2,3,-3.54,2,-1,0,2,1,4.0,57.59287229,-98.39798453
4506,1,3,2,3,7.62,2,-1,0,2,1,0.0,57.33370225,-98.06886659
4507,1,3,2,0,8.56,2,-1,0,2,1,4.0,57.0692886,-100.1507386
4508,1,3,0,9,9.7,2,-1,0,2,1,-1.0,57.7193526,-98.76975214
4509,1,2,0,9,3.88,2,-1,0,2,1,1.0,57.68311448,-100.414977
4510,1,3,0,9,5.38,2,-1,0,2,1,6.0,57.78793968,-100.6592473
4511,1,3,0,3,8.24,2,-1,0,2,1,2.0,57.40295558,-95.92679684
4512,1,3,0,9,1.91,2,-1,0,2,1,0.0,57.09570302,-99.34076333
4513,1,3,2,9,7.07,2,-1,0,2,1,2.0,57.8200214,-97.65671068
4514,1,3,0,9,1.81,2,-1,0,2,1,-1.0,58.08603661,-97.51236373
4515,1,3,0,9,8.42,2,-1,0,2,1,1.0,57.46088724,-97.62970354
4516,1,2,2,3,4.8,2,-1,0,2,1,5.0,57.67505675,-99.22968264
4517,1,2,2,3,2.1,2,-1,0,2,1,3.0,57.91375,-99.85830101
4518,1,2,2,3,9.33,2,-1,0,2,1,5.0,57.48576835,-98.99956193
4519,0,2,3,1,-3.47,2,-1,0,2,2,15.0,57.61237414,-99.34889701
4520,1,3,0,3,6.54,2,-1,0,2,1,2.0,56.94319866,-98.38164898
4521,1,2,0,9,4.67,2,-1,0,2,1,1.0,57.50565632,-97.68012974
4522,1,2,2,0,2.01,2,-1,1,2,1,2.0,57.57264887,-96.59070496
4523,1,2,2,3,5.01,2,-1,0,2,1,-1.0,57.59844854,-98.48790202
4524,1,3,2,3,5.83,2,-1,0,2,1,-3.0,57.5094954,-98.33485288
4525,1,3,2,3,4.78,2,-1,0,2,1,-1.0,57.25970371,-98.47552615
4526,1,3,0,9,4.96,2,-1,0,2,1,1.0,57.51649402,-96.92189969
4527,1,2,2,9,16.31,2,-1,0,2,1,-3.0,57.44725411,-97.40773719
4528,1,2,0,9,16.88,2,-1,0,2,1,1.0,57.47600349,-98.82853823
4529,1,3,0,3,0.06,2,-1,0,2,1,-1.0,57.26057602,-97.18042259
4530,1,2,2,3,6.16,2,-1,0,2,1,4.0,56.89492529,-99.10498031
4531,1,3,0,9,5.14,2,-1,0,2,1,-7.0,57.72683369,-97.06388668
4532,1,2,0,9,5.09,2,-1,0,2,1,5.0,57.38736516,-98.19601251
4533,0,2,2,6,5.57,2,-1,0,2,1,4.0,57.8837253,-97.24445535
4534,0,3,2,1,-4.15,2,-1,0,2,2,19.0,57.59701628,-98.52484616
4535,1,3,2,9,9.86,2,-1,0,2,1,-2.0,57.57762314,-98.70996505
4536,1,2,2,9,-3.15,2,-1,0,2,1,-2.0,56.83815106,-98.28810379
4537,1,2,2,3,2.9,2,-1,0,2,1,5.0,57.50238588,-99.28095022
4538,1,3,0,3,3.1,2,-1,0,2,1,-8.0,57.59603004,-98.82847706
4539,1,3,2,3,7.73,2,-1,0,2,1,2.0,57.80668919,-98.87274004
4540,1,3,0,3,9.78,2,-1,0,2,1,8.0,56.85584324,-99.35055313
4541,1,3,2,3,-1.7,2,-1,0,2,1,3.0,57.42393373,-98.5846086
4542,1,2,0,9,7.05,2,-1,0,2,1,0.0,57.62712312,-98.40079671
4543,1,3,0,9,6.32,2,-1,0,2,1,0.0,57.56706474,-98.92252796
4544,1,3,0,3,7.82,2,-1,0,2,1,-2.0,57.37873467,-98.9050417
4545,1,3,2,9,-1.5,2,-1,0,2,1,1.0,57.80966236,-99.68215394
4546,1,3,2,9,6.93,2,-1,0,2,1,-4.0,57.83430809,-98.48718477
4547,1,3,0,3,-3.47,2,-1,0,2,1,8.0,57.95593364,-97.30386493
4548,1,3,3,1,5.05,2,-1,1,2,1,13.0,57.64424567,-96.96849827
4549,1,3,3,8,-3.46,2,-1,0,2,2,8.0,57.15777782,-98.05164271
4550,1,2,2,9,-3.79,2,-1,0,2,1,0.0,57.38684183,-100.324426
4551,1,3,0,9,2.44,2,-1,0,2,1,-2.0,57.66524318,-99.48240184
4552,1,3,2,3,4.13,2,-1,0,2,1,6.0,57.64165868,-98.00415541
4553,1,2,2,9,7.84,2,-1,0,2,1,1.0,57.76679873,-97.0970593
4554,1,2,0,9,8.28,2,-1,0,2,1,1.0,57.19934498,-97.52321919
4555,1,2,0,9,2.15,2,-1,0,2,1,4.54,57.67675264,-98.35075308
4556,0,3,0,3,-2.21,2,-1,1,2,1,1.0,57.22630652,-98.30118003
4557,0,2,2,6,2.24,2,-1,0,2,1,3.0,57.13794353,-97.94142652
4558,1,2,2,3,6.14,2,-1,0,2,1,1.0,57.28938981,-97.7085754
4559,1,3,0,9,-4.72,2,-1,0,2,1,5.0,57.974715,-99.28326768
4560,1,2,2,9,9.66,2,-1,0,2,1,3.0,57.7829373,-98.56473213
4561,1,3,2,3,4.94,2,-1,0,2,1,6.0,57.4347881,-99.51213738
4562,1,2,2,9,4.26,2,-1,0,2,1,-6.0,57.80550359,-99.17569506
4563,1,2,0,9,2.05,2,-1,0,2,1,2.0,57.23253901,-98.22164854
4564,1,2,2,9,9.63,2,-1,0,2,1,6.0,57.49190714,-98.21500859
4565,1,3,0,0,-0.74,2,-1,0,2,1,-3.0,57.49244042,-98.69696366
4566,1,2,2,3,9.76,2,-1,0,2,1,4.54,57.49743933,-99.46189845
4567,1,3,2,3,9.67,2,-1,0,2,1,3.0,57.83840907,-99.19267231
4568,1,3,2,3,2.57,2,-1,0,2,1,9.0,57.54076175,-98.10755783
4569,1,2,0,9,8.43,2,-1,0,2,1,3.0,57.98421393,-97.66659209
4570,0,3,0,7,-1.34,2,-1,1,2,1,6.0,57.5779388,-99.42573733
4571,1,2,2,9,2.71,2,-1,0,2,1,4.0,57.21924788,-95.77458236
4572,1,3,0,3,3.95,2,-1,0,2,1,3.0,57.44865318,-98.7604295
4573,1,2,2,0,4.91,2,-1,0,2,1,1.0,57.20651156,-98.95687141
4574,1,3,2,3,3.53,2,-1,0,2,1,2.0,57.46785884,-99.53137285
4575,1,3,0,3,4.91,2,-1,0,2,1,-2.0,57.40632596,-96.05137647
4576,1,3,0,3,8.89,2,-1,0,2,1,4.0,57.60071806,-98.51568089
4577,1,3,0,3,1.21,2,-1,0,2,1,5.0,57.40028071,-98.00819518
4578,1,3,2,3,7.68,2,-1,0,2,1,12.0,57.12370209,-98.83984038
4579,1,3,0,9,8.49,2,-1,0,2,1,0.0,57.30460968,-98.65463585
4580,1,2,0,9,6.82,2,-1,0,2,1,-3.0,57.62129941,-96.76600725
4581,1,2,2,3,5.11,2,-1,0,2,1,1.0,57.74050884,-97.94341199
4582,1,2,2,3,-0.97,2,-1,0,2,1,5.0,10.0,-98.57042222
4583,1,2,0,8,9.12,2,-1,0,2,1,5.0,10.0,-97.66295274
4584,1,3,0,3,0.95,2,-1,0,2,1,2.0,57.77072563,-97.98196479
4585,1,2,0,9,1.19,2,-1,0,2,1,8.0,57.54874345,-98.48887575
4586,1,3,2,3,11.27,2,-1,0,2,1,5.0,57.36336741,-98.49096179
4587,1,2,0,9,-0.69,2,-1,0,2,1,-1.0,57.50548924,-97.75378133
4588,1,3,2,3,-3.97,2,-1,0,2,1,10.0,57.25945545,-97.6657885
4589,1,3,2,3,5.2,2,-1,0,2,1,6.0,57.66259204,-97.38712022
4590,1,3,0,9,4.92,2,-1,0,2,1,2.0,57.63603328,-96.85603598
4591,1,2,2,3,1.55,2,-1,0,2,1,3.0,57.7126354,-99.38913588
4592,1,3,2,9,5.4,2,-1,0,2,1,8.0,57.55887897,-98.56631971
4593,1,3,0,9,5.51,2,-1,0,2,1,1.0,57.36544033,-97.17670149
4594,1,2,0,9,3.61,2,-1,0,2,1,4.0,58.00963207,-96.72810963
4595,1,3,0,9,3.71,2,-1,0,2,1,-1.0,57.41391391,-97.98321849
4596,1,2,2,9,2.01,2,-1,0,2,1,0.0,57.53705924,-98.89387419
4597,1,3,0,9,6.65,2,-1,0,2,1,3.0,57.87583158,-98.91208455
4598,1,2,0,9,8.43,2,-1,0,2,1,2.0,57.03062764,-97.52636874
4599,1,3,2,3,4.62,2,-1,0,2,1,5.0,57.57936253,-98.20159042
4600,1,3,0,3,2.39,2,-1,0,2,1,9.0,57.61670951,-98.42008889
4601,1,3,0,9,14.7,2,-1,0,2,1,8.0,57.47039097,-97.699183
4602,1,3,0,0,3.12,2,-1,0,2,1,0.0,57.29876858,-98.50310407
4603,1,3,0,3,7.5,2,-1,0,2,1,3.0,57.00208674,-98.10870314
4604,1,3,0,9,4.01,2,-1,0,2,1,8.0,57.47256773,-97.12471678
4605,1,2,2,9,4.65,2,-1,0,2,1,0.0,57.72919413,-97.84098211
4606,1,2,2,9,3.38,2,-1,0,2,1,1.0,57.62869476,-98.02031489
4607,1,3,0,9,3.74,2,-1,0,2,1,-2.0,57.41480168,-97.5664586
4608,1,2,2,9,8.82,2,-1,0,2,1,-4.0,57.55790321,-100.0369157
4609,1,2,2,9,2.06,2,-1,0,2,1,5.0,57.2106525,-97.47424586
4610,1,2,2,0,3.24,2,-1,1,2,1,-3.0,57.13080418,-97.88569827
4611,0,3,2,1,-2.91,2,-1,0,2,2,15.0,57.55030641,-98.51017156
4612,1,2,0,9,12.99,2,-1,0,2,1,8.0,57.642031,-97.37278023
4613,1,2,2,9,12.09,2,-1,0,2,1,1.0,57.2826379,-98.82928624
4614,1,3,2,3,3.38,2,-1,0,2,1,2.0,57.27317327,-97.96791782
4615,1,2,2,9,8.7,2,-1,0,2,1,0.0,57.93012363,-98.13121057
4616,1,3,2,3,8.46,2,-1,0,2,1,1.0,57.52473048,-100.5493462
4617,1,3,2,3,0.65,2,-1,0,2,1,0.0,57.6817099,-97.44361966
4618,1,3,0,3,3.62,2,-1,0,2,1,6.0,57.52357853,-98.3861865
4619,1,2,0,9,1.49,2,-1,0,2,1,7.0,56.99364764,-97.51711846
4620,1,3,0,9,9.38,2,-1,0,2,1,3.0,57.5192682,-98.42813932
4621,1,3,0,9,5.17,2,-1,0,2,1,2.0,57.89320811,-99.04166509
4622,1,3,2,3,3.96,2,-1,0,2,1,-1.0,57.61897512,-99.10012922
4623,1,3,2,3,15.13,2,-1,0,2,1,-3.0,57.50048125,-98.34625535
4624,1,3,0,3,6.07,2,-1,0,2,1,-2.0,57.44942351,-100.2807904
4625,1,3,2,3,2.95,2,-1,1,2,1,7.0,58.00063207,-99.03209626
4626,1,3,0,3,7.86,2,-1,0,2,1,5.0,57.64680418,-98.30444286
4627,1,3,2,3,12.22,2,-1,0,2,1,8.0,57.84431698,-97.76802462
4628,1,2,0,3,-0.56,2,-1,0,2,1,1.0,57.41371,-98.66884397
4629,1,3,3,1,-4.47,2,-1,1,2,1,-1.0,57.66141436,-97.83948828
4630,0,3,0,7,0.24,2,-1,1,2,1,5.0,57.71461323,-99.93463584
4631,1,2,2,9,9.0,2,-1,0,2,1,-1.0,57.6313114,-99.29053325
4632,1,2,2,3,5.49,2,-1,0,2,1,-2.0,57.56472934,-99.19896333
4633,1,3,2,3,8.81,2,-1,0,2,1,2.0,57.47436662,-97.83418986
4634,0,3,0,3,2.04,2,-1,1,2,1,11.0,57.36256242,-97.23979367
4635,1,2,2,9,-3.28,2,-1,0,2,1,-3.0,57.34338518,-99.23106887
4636,1,2,2,9,2.66,2,-1,0,2,1,3.0,57.60075239,-99.65654484
4637,1,3,0,9,1.71,2,-1,0,2,1,6.0,57.51129268,-98.67857631
4638,1,2,0,9,7.9,2,-1,0,2,1,5.0,57.37578226,-97.83573395
4639,1,2,0,9,-0.88,2,-1,0,2,1,-1.0,57.60500392,-100.4819487
4640,1,2,2,3,0.95,2,-1,0,2,1,1.0,57.651819,-101.0273974
4641,1,3,3,8,3.16,2,-1,1,2,1,4.0,57.51740734,-98.68332274
4642,1,2,2,3,4.61,2,-1,0,2,1,4.0,57.66290555,-98.74441947
4643,1,2,0,9,8.26,2,-1,0,2,1,2.0,57.84909388,-98.00888988
