,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,month,year
8541,1,3.0,2.5,1590.0,8449,2.0,0.0,0.0,3,7.0,1590,0,1989.0,0,47.18400242977423,-118.94190607094758,1750,7172.0,11,2014
8542,3,3.0,2.5,2750.0,37096,2.0,0.0,0.0,3,9.0,2750,0,1989.0,0,47.3397438341534,-118.19577944438043,2700,40091.0,12,2014
8543,3,3.0,1.5,1530.0,7200,1.0,0.0,0.0,3,8.0,1530,0,1975.0,0,47.58348845713083,-118.70076285662542,2150,7216.0,6,2014
8544,3,3.0,1.75,1570.0,6500,1.0,0.0,0.0,3,7.0,920,650,1948.0,0,47.70211891494166,-118.81990819832426,1570,5750.0,4,2015
8545,1,3.0,1.0,1470.0,7680,1.0,0.0,0.0,3,7.0,1220,250,1946.0,0,47.18529834690788,-115.72346701329693,1470,6784.0,9,2014
8546,3,3.0,1.0,1470.0,7680,1.0,0.0,0.0,3,7.0,1220,250,1946.0,0,47.65504831432317,-119.1930213232209,1470,6784.0,5,2015
8547,4,4.0,3.0,3150.0,6175,2.0,0.0,0.0,3,9.0,3150,0,2001.0,0,47.989261183457394,-117.72139771691984,3150,6986.0,9,2014
8548,2,4.0,2.5,2380.0,6124,2.0,0.0,0.0,3,8.0,2380,0,1997.0,0,47.1263686984333,-116.77296980898694,2170,6097.0,7,2014
8549,2,3.0,1.0,1340.0,18000,1.0,0.0,0.0,4,7.0,1340,0,1924.0,0,48.00849540136507,-118.00018032580564,1660,196591.0,10,2014
8550,2,2.0,1.0,1450.0,9150,1.0,0.0,0.0,4,7.0,1450,0,1965.0,0,47.23595275695968,-119.52206031864304,1440,10636.0,3,2015
8551,2,3.0,2.5,2020.0,26670,2.0,0.0,0.0,3,7.0,2020,0,1987.0,0,46.945611316219896,-119.81824346141876,1680,10939.0,8,2014
8552,2,3.0,2.25,1810.0,12000,2.0,0.0,0.0,3,7.0,1810,0,1992.0,0,47.16853498823404,-118.127096602844,1720,9916.0,9,2014
8553,5,4.0,3.0,3600.0,9687,2.0,0.0,0.0,4,9.0,3600,0,1959.0,1995,47.78713761265252,-116.77459652907982,2620,10400.0,8,2014
8554,2,3.0,2.0,1260.0,2550,2.0,0.0,0.0,3,7.0,1260,0,1987.0,0,47.79197133608979,-119.35233369741898,1590,3825.0,1,2015
8555,3,3.0,2.0,1560.0,1156,3.0,0.0,0.0,3,8.0,1560,0,2014.0,0,47.42555402579717,-117.67848775345117,1560,12799.79,12,2014
8556,4,8.0,4.0,4020.0,7500,1.0,0.0,0.0,3,8.0,2010,2010,1968.0,0,47.78475144881308,-117.93869467643944,1560,3737.0,10,2014
8557,4,4.0,3.0,3150.0,9130,2.0,0.0,0.0,3,9.0,3150,0,2001.0,0,47.68716671136791,-117.68780500978644,2970,6228.0,5,2014
8558,3,2.0,1.0,1320.0,8830,1.0,0.0,0.0,3,7.0,1020,300,1939.0,0,47.99917345611461,-118.4643861911008,1620,8531.0,7,2014
8559,3,3.0,3.0,2700.0,47050,2.0,0.0,0.0,4,9.0,1570,1130,1986.0,0,47.55527110189069,-118.50641885629317,2260,45901.0,8,2014
8560,3,1.0,1.0,1080.0,5000,1.5,0.0,0.0,3,7.0,1080,0,1948.0,0,47.45479961067428,-118.6081595767424,1620,4000.0,2,2015
8561,4,4.0,2.25,3130.0,41382,2.0,0.0,0.0,3,9.0,3130,0,1986.0,0,47.94452327205747,-117.66327874449009,3130,54886.0,2,2015
8562,3,5.0,4.5,4850.0,40902,2.0,0.0,0.0,3,10.0,4850,0,2001.0,0,47.56838030285265,-119.02950145669492,1640,13503.0,5,2014
8563,2,4.0,1.0,1220.0,8500,1.5,0.0,0.0,5,6.0,1220,0,1916.0,0,47.08694221130547,-118.16920651125965,1460,8500.0,4,2015
8564,3,3.0,2.25,1780.0,3665,2.0,0.0,0.0,3,8.0,1780,0,2004.0,0,47.595861230645255,-119.22058048199794,1770,3669.0,2,2015
8565,2,3.0,1.0,1250.0,10723,1.0,0.0,0.0,4,7.0,1250,0,1961.0,0,47.243337811629445,-116.96171036715248,1520,10723.0,5,2015
8566,3,2.0,2.5,1780.0,1311,3.0,0.0,0.0,3,8.0,1350,430,2005.0,0,47.702975653523765,-118.479854885806,1390,1227.0,11,2014
8567,3,2.0,1.0,1180.0,2160,1.0,0.0,1.0,3,7.0,940,240,1909.0,0,47.86122422400028,-116.76500380328494,2700,5400.0,7,2014
8568,4,3.0,1.0,2270.0,4182,1.0,0.0,0.0,4,7.0,1170,1100,1946.0,0,47.63328230094341,-116.77521512803888,1860,4080.0,3,2015
8569,2,4.0,2.5,1770.0,5000,2.0,0.0,0.0,3,7.0,1770,0,2004.0,0,47.2480991654546,-119.55030385903824,2080,5100.0,7,2014
8570,2,3.0,2.5,1540.0,7280,1.0,0.0,0.0,3,7.0,1080,460,1974.0,0,47.27637514101272,-116.16118099868962,1220,6440.0,9,2014
8571,2,2.0,1.0,820.0,5400,1.0,0.0,0.0,3,6.0,820,0,1940.0,0,47.5397822164556,-119.97666027904152,1370,5632.0,3,2015
8572,3,2.0,2.0,1580.0,5203,1.0,0.0,0.0,3,8.0,1580,0,2004.0,0,47.66373701667308,-118.22656920789017,1560,4770.0,3,2015
8573,3,4.0,2.5,2430.0,42646,1.0,0.0,0.0,3,7.0,1450,980,1989.0,0,47.399510073535176,-118.25262223564056,2000,38159.0,8,2014
8574,4,5.0,1.5,2160.0,5000,1.5,0.0,2.0,4,8.0,2160,0,1926.0,0,47.65883844619445,-118.22665545082825,1450,4265.0,7,2014
8575,4,3.0,3.5,3580.0,95832,1.5,0.0,0.0,3,9.0,3580,0,2005.0,0,47.17901213047412,-117.08832942676638,2880,60548.0,3,2015
8576,3,3.0,2.25,1890.0,7498,1.0,0.0,0.0,3,7.0,1190,700,1987.0,0,47.692530516627066,-116.88036959235733,1660,8100.0,8,2014
8577,4,3.0,3.0,1910.0,4800,1.5,0.0,0.0,3,9.0,1910,0,1900.0,1991,47.65442835800928,-118.18727899196018,1280,1310.0,10,2014
8578,1,2.0,1.0,910.0,6232,1.0,0.0,0.0,3,6.0,910,0,1943.0,0,47.789477812122485,-118.19867157741864,1070,6232.0,5,2014
8579,3,3.0,2.25,1460.0,7210,1.0,0.0,0.0,3,7.0,1460,0,1963.0,0,47.51963573355801,-117.5618655540837,1850,7519.0,4,2015
8580,4,3.0,3.5,3310.0,5558,2.0,0.0,0.0,3,9.0,3310,0,2005.0,0,47.85926076641903,-119.35226754154328,3310,5270.0,2,2015
8581,1,3.0,1.5,1630.0,22764,1.0,0.0,0.0,3,7.0,1630,0,1970.0,0,47.60810618030107,-117.19764770891013,1620,17859.0,8,2014
8582,4,2.0,2.5,2130.0,5001,1.0,0.0,0.0,5,8.0,1330,800,1972.0,0,47.92707881532194,-118.07804128109404,1750,6000.0,8,2014
8583,3,3.0,2.5,1220.0,1475,3.0,0.0,0.0,3,8.0,1220,0,2000.0,0,47.99659179394164,-118.31058435310298,1220,1546.0,5,2015
8584,2,4.0,1.75,1670.0,8856,1.0,0.0,2.0,3,7.0,1070,600,1955.0,0,47.49548948087771,-118.13856440963684,1660,12799.79,11,2014
8585,2,4.0,1.5,1300.0,10050,1.5,0.0,0.0,3,7.0,1300,0,1963.0,0,47.57389737090843,-119.2215752074896,1730,10050.0,1,2015
8586,5,4.0,2.5,3220.0,20251,1.0,0.0,0.0,3,10.0,3220,0,1969.0,0,47.91523235499833,-118.68374190121452,4200,22114.0,11,2014
8587,4,4.0,2.5,2430.0,14400,1.0,0.0,0.0,5,8.0,1670,760,1963.0,0,47.535933743606826,-118.57077726459865,2140,9048.0,6,2014
8588,1,5.0,2.25,2240.0,9652,2.0,0.0,0.0,3,7.0,2240,0,1990.0,0,47.400263122631806,-116.9977765982495,2180,12799.79,10,2014
8589,2,5.0,2.25,2240.0,9652,2.0,0.0,0.0,3,7.0,2240,0,1990.0,0,47.17801603594938,-116.86419924569242,2180,11644.0,2,2015
8590,2,2.0,1.5,790.0,1123,2.0,0.0,0.0,3,8.0,700,90,2003.0,0,47.55586152519081,-118.42287852882924,1370,1281.0,11,2014
8591,3,3.0,1.0,1380.0,8147,1.0,0.0,0.0,4,7.0,1380,0,1948.0,0,48.095670918281805,-117.69804611926732,1360,8147.0,3,2015
8592,3,4.0,1.5,1680.0,10500,2.0,0.0,0.0,3,7.0,1680,0,1962.0,0,47.59825219675768,-119.32371542704668,1830,12799.79,3,2015
8593,3,4.0,2.25,2000.0,3672,2.0,0.0,0.0,5,7.0,1650,350,1926.0,0,47.66364102023776,-118.3496458501628,2000,5100.0,6,2014
8594,2,2.0,1.0,1680.0,9250,1.0,0.0,0.0,3,7.0,860,820,1969.0,0,47.61925094282677,-120.75268426861338,1590,9542.0,4,2015
8595,3,3.0,2.5,1960.0,6997,2.0,0.0,0.0,3,7.0,1960,0,2006.0,0,47.73769952108985,-118.11435623627268,2320,5178.0,10,2014
8596,4,3.0,1.75,2590.0,32380,1.0,0.0,0.0,3,8.0,2590,0,1951.0,1994,47.96505792399584,-116.4594245496367,2340,28456.0,9,2014
8597,4,4.0,3.5,3790.0,6874,2.5,0.0,0.0,3,9.0,3790,0,2010.0,0,47.78074257364817,-118.19300735483516,3370,6535.0,2,2015
8598,4,3.0,2.5,2370.0,55321,3.0,0.0,0.0,4,8.0,2370,0,1982.0,0,47.44509336846467,-117.8617128159168,2590,41553.0,3,2015
8599,2,4.0,2.25,1930.0,7925,1.0,0.0,0.0,3,8.0,1300,630,1960.0,0,48.05487743783835,-118.70249029031342,1930,7200.0,8,2014
8600,4,6.0,3.5,2580.0,13572,1.0,0.0,0.0,3,8.0,1290,1290,1987.0,0,47.654556338427085,-118.715600436107,2020,12799.79,8,2014
8601,1,3.0,0.75,890.0,19703,1.0,0.0,0.0,3,6.0,890,0,1934.0,0,47.06894038281655,-117.81484658062138,1270,9800.0,2,2015
8602,3,4.0,1.75,1570.0,16697,1.0,0.0,2.0,3,7.0,1030,540,1981.0,0,47.54839671360122,-119.07079057306515,1560,9698.0,3,2015
8603,2,2.0,1.5,1480.0,15641,1.0,0.0,0.0,4,7.0,1480,0,1940.0,0,47.704240099384,-117.42006806478484,1520,12799.79,6,2014
8604,2,4.0,1.75,1430.0,5490,1.0,0.0,0.0,5,6.0,1430,0,1942.0,0,47.43093575007536,-118.51844573166912,1030,12799.79,3,2015
8605,4,4.0,2.25,2720.0,18295,1.0,0.0,0.0,4,8.0,2000,720,1979.0,0,47.51596455549908,-118.0810667286586,2720,18295.0,9,2014
8606,3,3.0,2.25,2420.0,31497,1.0,0.0,0.0,4,8.0,1750,670,1964.0,0,47.790855883953526,-117.7161569891294,2040,30472.0,4,2015
8607,2,3.0,2.5,1400.0,7629,1.0,0.0,0.0,3,7.0,1120,280,1988.0,0,47.38168879902371,-119.04878224174776,1530,7688.0,4,2015
8608,5,4.0,3.5,5844.0,10766,2.0,0.0,1.0,3,11.0,5844,0,2007.0,0,47.47019328641132,-118.98169951872676,3413,10766.0,12,2014
8609,3,4.0,1.75,1840.0,10720,1.0,0.0,0.0,3,7.0,960,880,1958.0,0,47.57533234000218,-118.02239273565354,1840,9044.0,5,2014
8610,3,3.0,2.25,2530.0,12042,2.0,0.0,0.0,3,8.0,2530,0,1989.0,0,47.37343008384181,-117.85417923339676,2480,10172.0,4,2015
8611,4,4.0,2.75,2810.0,10300,1.0,0.0,0.0,4,9.0,1810,1000,1978.0,0,47.55278110689054,-118.35004322914192,2710,9900.0,8,2014
8612,2,3.0,1.0,1020.0,8610,1.0,0.0,0.0,5,7.0,1020,0,1959.0,0,47.64816007063163,-117.72563479904584,1070,5940.0,7,2014
8613,3,5.0,2.75,2550.0,7725,1.0,0.0,0.0,5,8.0,1390,1160,1967.0,0,47.36074225384552,-118.22773446253512,2450,7725.0,7,2014
8614,2,1.0,1.0,710.0,4725,1.0,0.0,0.0,3,6.0,710,0,1939.0,0,47.88146423456528,-118.38633439035726,900,12799.79,9,2014
8615,5,3.0,3.0,5530.0,38816,1.5,0.0,2.0,3,10.0,5530,0,1969.0,1994,47.87257220285262,-119.65005939155922,3800,44417.0,4,2015
8616,3,4.0,1.75,2150.0,9000,1.0,0.0,0.0,4,7.0,1110,1040,1966.0,0,47.91598388360159,-117.89058109894611,2040,12799.79,7,2014
8617,4,2.0,1.5,880.0,2400,1.5,0.0,0.0,3,7.0,880,0,1929.0,0,47.541758178651065,-118.55101383816034,1220,4440.0,5,2015
8618,2,3.0,1.0,1380.0,30940,2.0,0.0,0.0,3,8.0,1380,0,1976.0,0,47.276374492578725,-118.99801708432992,2350,32500.0,7,2014
8619,3,4.0,2.25,2800.0,10800,1.0,0.0,0.0,3,8.0,1680,1120,1977.0,0,47.8251834382268,-117.96037418358732,2260,9800.0,7,2014
8620,2,4.0,2.25,2070.0,7350,2.0,0.0,0.0,4,8.0,2070,0,1977.0,0,47.378825134107146,-118.99067842418596,2080,7210.0,6,2014
8621,2,2.0,1.0,830.0,6017,1.0,0.0,0.0,4,6.0,830,0,1954.0,0,48.0069413286578,-117.50254051478731,1340,6040.0,5,2014
8622,4,3.0,2.25,2770.0,15886,2.0,0.0,0.0,3,10.0,2770,0,1982.0,0,47.968212974589015,-119.55490686666695,3290,15886.0,10,2014
8623,3,4.0,2.5,2060.0,7475,1.0,0.0,0.0,3,8.0,1440,620,1985.0,0,47.6036422165832,-117.14337407084012,2280,8396.0,5,2014
8624,2,3.0,2.0,1490.0,7770,1.0,0.0,0.0,4,7.0,1490,0,1990.0,0,47.08734236532167,-116.75267100042248,1540,7366.0,5,2014
8625,3,4.0,2.25,2120.0,8267,2.0,0.0,0.0,3,8.0,2120,0,1996.0,0,47.17712903524346,-118.94922520272034,2150,7746.0,12,2014
8626,3,4.0,2.5,2810.0,6296,2.0,0.0,0.0,3,9.0,2810,0,2013.0,0,47.52913464875803,-118.91086357580951,2850,6140.0,7,2014
8627,2,4.0,2.25,2400.0,17842,2.0,0.0,0.0,4,7.0,2400,0,1973.0,0,47.48214964873611,-116.22691511188472,1610,12100.0,1,2015
8628,2,3.0,2.5,2460.0,5027,2.0,0.0,0.0,3,8.0,2460,0,2002.0,0,47.22106286697057,-117.9449932151982,2740,5000.0,8,2014
8629,1,3.0,1.0,880.0,7648,1.0,0.0,2.0,4,6.0,880,0,1940.0,0,47.2002099406255,-120.63959638455042,1020,7566.0,4,2015
8630,3,3.0,2.0,1320.0,6000,1.5,0.0,0.0,4,7.0,1320,0,1920.0,0,47.87090511928526,-120.23283007470889,1620,4000.0,7,2014
8631,3,4.0,2.5,2160.0,7826,1.0,0.0,0.0,4,7.0,1390,770,1976.0,0,48.14785319135861,-116.91682249253344,2190,9900.0,6,2014
8632,5,4.0,3.5,2079.27,15724,2.0,0.0,2.0,3,11.0,4190,0,1994.0,0,47.21080631760133,-117.26385401321532,3300,10113.0,8,2014
8633,3,4.0,2.0,2280.0,7200,1.0,0.0,0.0,4,7.0,2280,0,1956.0,0,47.91023784572778,-119.0665549338567,1100,7620.0,11,2014
8634,5,5.0,2.75,2590.0,6120,2.0,0.0,0.0,3,8.0,2590,0,1909.0,0,47.47239150920683,-115.93657021584714,1390,3060.0,11,2014
8635,4,4.0,2.25,2770.0,9340,2.0,0.0,0.0,4,9.0,2770,0,1979.0,0,47.30835678382304,-118.21827970188797,3010,9340.0,7,2014
8636,4,3.0,1.75,2145.0,3840,1.5,0.0,0.0,5,8.0,2145,0,1910.0,0,47.66585485541329,-119.41105938436291,1140,3840.0,11,2014
8637,3,4.0,4.25,4480.0,5715,2.0,0.0,0.0,3,7.0,3680,800,2003.0,0,47.79769646813872,-118.52093581057116,2190,6070.0,10,2014
8638,1,4.0,2.5,1780.0,6000,2.0,0.0,0.0,3,7.0,1780,0,1991.0,0,47.43963270603728,-118.6822165455213,1630,6000.0,7,2014
8639,1,1.0,1.0,720.0,4800,1.0,0.0,0.0,3,6.0,720,0,1914.0,0,47.43330531037028,-119.2520561298974,1240,12799.79,6,2014
8640,2,4.0,2.25,2050.0,12581,2.0,0.0,0.0,4,7.0,2050,0,1978.0,0,47.47037996606027,-117.11657075302654,1620,7400.0,8,2014
8641,5,3.0,1.0,2040.0,7936,1.0,0.0,3.0,5,8.0,1680,360,1940.0,0,48.11037467935289,-118.72641213497512,2300,10080.0,3,2015
8642,3,2.0,1.0,920.0,6600,1.0,0.0,0.0,3,6.0,920,0,1919.0,2003,47.769651667980206,-119.66907095719417,1510,5944.0,6,2014
8643,2,2.0,1.0,680.0,4190,1.0,0.0,0.0,2,5.0,680,0,1906.0,0,47.43838163670784,-118.79809774204266,1070,4175.0,11,2014
8644,4,3.0,2.5,1940.0,8196,2.0,0.0,0.0,3,8.0,1940,0,1991.0,0,47.632775010952926,-120.06295706092828,2070,8514.0,12,2014
8645,3,4.0,2.75,2230.0,9640,1.0,0.0,0.0,3,8.0,1320,910,1998.0,0,47.748631493496056,-116.83410018721152,2100,9600.0,7,2014
8646,4,5.0,2.25,2910.0,9454,1.0,0.0,1.0,3,8.0,1910,1000,1972.0,0,47.55600092547688,-118.12793292620782,2400,10690.0,10,2014
8647,5,3.0,3.25,5270.0,17232,2.0,0.0,1.0,3,10.0,4010,1260,1977.0,2003,47.6570853192831,-117.80832390783203,3550,13917.0,6,2014
8648,3,5.0,3.25,2820.0,6589,1.5,0.0,0.0,3,7.0,2320,500,1906.0,2014,47.07590022349837,-116.71876631892911,1560,5647.0,6,2014
8649,3,2.0,1.0,1790.0,3760,1.5,0.0,0.0,4,8.0,1490,300,1912.0,0,47.42146889929544,-117.30046629330674,1458,3760.0,10,2014
8650,5,5.0,3.25,2920.0,6960,2.0,0.0,1.0,3,9.0,2120,800,1953.0,2008,47.80315648860712,-118.49841895873963,2470,6735.0,5,2015
8651,3,2.0,1.0,840.0,5510,1.0,0.0,0.0,3,7.0,840,0,1955.0,0,47.27287370372565,-118.27460652771764,1630,12799.79,5,2014
8652,1,3.0,1.75,1820.0,8740,1.0,0.0,0.0,4,8.0,1820,0,1987.0,0,47.18937775207856,-118.31134989445655,2210,8320.0,10,2014
8653,1,2.0,2.5,1270.0,3008,1.0,0.0,0.0,4,6.0,650,620,1923.0,0,47.16427961561082,-117.97545095751424,1270,1514.0,5,2014
8654,4,3.0,1.75,2460.0,5750,1.5,0.0,3.0,5,7.0,1620,840,1919.0,0,47.57179944811215,-119.21085663834066,1760,4830.0,4,2015
8655,3,3.0,2.0,2110.0,5150,1.0,0.0,0.0,5,6.0,1080,1030,1919.0,0,47.48280919794348,-119.6281608400344,1170,5107.0,6,2014
8656,4,1.0,1.0,920.0,91476,1.5,0.0,0.0,3,6.0,920,0,1996.0,2002,47.34837524118801,-119.9965023053398,1746,91476.0,7,2014
8657,2,3.0,1.5,1500.0,10227,1.0,0.0,0.0,4,7.0,1000,500,1945.0,0,46.93613825606247,-117.27503973843504,1490,7670.0,12,2014
8658,3,3.0,2.0,1440.0,9985,1.0,0.0,0.0,3,8.0,1440,0,2006.0,0,47.621994952750256,-116.15572364090916,1510,4560.0,3,2015
8659,3,3.0,1.75,1610.0,3478,1.5,0.0,0.0,4,7.0,1060,550,1929.0,0,47.67212076815125,-119.82512188079843,1610,3478.0,11,2014
8660,2,3.0,1.75,1970.0,10270,1.0,0.0,0.0,4,8.0,1970,0,1966.0,0,47.0481194779972,-117.56457662220888,1970,8400.0,6,2014
8661,2,3.0,1.0,1150.0,7314,1.0,0.0,0.0,3,7.0,1150,0,1960.0,0,47.60719666779604,-118.30790545251062,1350,7350.0,7,2014
8662,3,2.0,2.5,2110.0,114127,1.0,0.0,0.0,4,8.0,1590,520,1975.0,0,47.250659349880245,-118.26815342231194,1960,11250.0,9,2014
8663,1,3.0,1.0,1000.0,19204,1.0,0.0,0.0,3,7.0,1000,0,1968.0,2010,47.60665002936643,-118.72635567016918,2450,25927.0,6,2014
8664,2,5.0,1.0,1680.0,9383,1.0,0.0,0.0,3,7.0,1400,280,1929.0,0,48.07711639279201,-118.29042481252368,1680,9458.0,8,2014
8665,5,4.0,3.25,3950.0,10912,2.0,0.0,0.0,3,10.0,3950,0,2003.0,0,47.57693822602347,-118.17534565209075,3000,10998.0,4,2015
8666,3,3.0,1.75,2390.0,7149,1.0,0.0,0.0,3,8.0,1350,1040,1955.0,0,47.557907070640816,-118.6939202137482,1710,7402.0,6,2014
8667,3,2.0,1.5,1820.0,7800,1.0,0.0,0.0,4,7.0,1240,580,1956.0,0,47.66658171145533,-117.82759809997552,1400,7800.0,11,2014
8668,2,3.0,1.0,1100.0,8536,1.0,0.0,0.0,4,7.0,1100,0,1957.0,0,47.365689165471736,-118.73894979749352,1570,8040.0,6,2014
8669,3,6.0,4.0,2280.0,5275,1.0,0.0,0.0,3,7.0,1270,1010,1998.0,0,47.549900527801455,-117.24344076883597,1760,6642.0,11,2014
8670,4,4.0,3.0,2530.0,4560,1.5,0.0,0.0,3,7.0,1540,990,1925.0,2014,47.56694495477994,-118.71563302197428,1640,4560.0,9,2014
8671,3,3.0,2.5,1940.0,9775,1.0,0.0,2.0,3,8.0,1440,500,1975.0,0,47.66672687408156,-119.06991698076082,2830,9775.0,6,2014
8672,1,3.0,2.0,1360.0,9688,1.0,0.0,0.0,4,7.0,1360,0,1983.0,0,47.41183334146231,-118.82743927935208,1390,9685.0,12,2014
8673,1,3.0,2.5,1660.0,2415,2.0,0.0,0.0,3,7.0,1660,0,1983.0,0,47.284675114095,-117.61257954528614,1740,2624.0,8,2014
8674,3,2.0,1.0,800.0,5000,1.0,0.0,0.0,3,7.0,800,0,1906.0,0,47.73281343851127,-120.1429393019231,1410,5000.0,6,2014
8675,4,3.0,2.5,2670.0,10082,1.0,0.0,0.0,3,10.0,2670,0,1987.0,0,47.68208870454228,-117.65973042382474,2740,10854.0,5,2014
8676,2,3.0,2.5,1720.0,4120,2.0,0.0,0.0,3,7.0,1720,0,1999.0,0,47.08596256758142,-118.98598849289291,1720,5544.0,4,2015
8677,4,4.0,2.5,3550.0,35689,2.0,0.0,0.0,4,9.0,3550,0,1991.0,0,48.21199193360814,-118.18741974698318,3350,35711.0,7,2014
8678,3,3.0,1.75,1370.0,2800,1.0,0.0,0.0,5,7.0,800,570,1982.0,0,47.805809267959525,-119.88344542918796,2270,3773.0,1,2015
8679,4,3.0,2.5,2820.0,67518,2.0,0.0,0.0,3,8.0,2820,0,1979.0,0,47.62320068275057,-117.0346248673101,2820,48351.0,5,2014
8680,4,3.0,1.5,1620.0,6630,1.0,0.0,0.0,3,8.0,1280,340,1954.0,0,47.59941866656317,-119.16973844554666,1880,5100.0,5,2014
8681,2,2.0,2.0,1290.0,9041,1.0,0.0,0.0,3,7.0,950,340,1956.0,0,47.71309632771991,-117.14835082854644,1290,5000.0,12,2014
8682,2,3.0,1.0,1830.0,8209,1.0,0.0,0.0,3,7.0,1830,0,1942.0,0,47.40809737533304,-120.50165070057292,2150,12000.0,5,2014
8683,2,4.0,2.5,2040.0,5472,2.0,0.0,0.0,3,8.0,2040,0,2003.0,0,47.449395792616535,-115.48379232489376,2420,5782.0,4,2015
8684,3,3.0,2.5,1850.0,1836,2.0,0.0,0.0,3,7.0,1600,250,2005.0,0,47.64717621065128,-118.6699106219995,1770,2236.0,10,2014
8685,4,2.0,1.0,1300.0,12000,1.0,0.0,0.0,4,8.0,1300,0,1959.0,0,47.37123272807453,-118.8623962248861,2420,15000.0,10,2014
8686,1,4.0,2.0,1620.0,5200,1.5,0.0,0.0,4,7.0,1620,0,1978.0,0,47.48041970110874,-118.3160491885214,1500,5200.0,9,2014
8687,1,3.0,1.75,1560.0,10919,1.0,0.0,0.0,3,7.0,1560,0,1975.0,0,47.36804336579313,-118.6439127934576,1730,10919.0,11,2014
8688,4,3.0,2.5,2600.0,4750,1.0,0.0,0.0,4,9.0,1700,900,1951.0,0,47.841395980284446,-119.22694576227616,2380,4750.0,5,2014
8689,2,3.0,1.0,2010.0,6000,1.0,0.0,0.0,3,7.0,1210,800,971.0,0,47.21613265494734,-119.50896496382072,2460,6000.0,8,2014
8690,1,2.0,1.0,780.0,5300,1.0,0.0,0.0,3,6.0,780,0,1941.0,0,47.93013000091529,-116.95157575481048,780,5300.0,3,2015
8691,2,4.0,2.5,1982.0,6406,2.0,0.0,0.0,3,8.0,1982,0,2004.0,0,47.13015604651248,-116.5284965447268,2340,12799.79,5,2014
8692,2,3.0,1.0,1500.0,6250,1.0,0.0,0.0,3,6.0,890,610,1945.0,0,47.62064237664962,-119.20519739370216,1210,6250.0,10,2014
8693,3,5.0,2.25,2460.0,8710,1.0,0.0,0.0,4,8.0,1330,1130,1976.0,0,47.73265019326991,-118.58371020917934,2460,8870.0,12,2014
8694,3,4.0,2.5,2680.0,11998,1.0,0.0,3.0,3,8.0,1510,1170,1960.0,0,47.26173036901765,-120.22270969419164,2680,12746.0,4,2015
8695,5,4.0,4.25,5860.0,52889,2.0,0.0,0.0,4,10.0,4910,950,1996.0,0,47.91734636112019,-118.87981126680936,3320,39066.0,5,2014
8696,3,4.0,1.75,1720.0,8750,1.0,0.0,0.0,3,7.0,860,860,1971.0,0,47.73971234185613,-116.73203059254377,1790,8750.0,6,2014
8697,2,3.0,1.0,1420.0,7420,1.5,0.0,0.0,3,6.0,1420,0,1944.0,0,47.709697513366,-118.9667789854342,1290,6600.0,9,2014
8698,4,3.0,2.5,1760.0,1472,3.0,0.0,0.0,3,8.0,1640,120,2006.0,0,47.568169293082825,-119.3298529239852,1760,5400.0,10,2014
8699,3,3.0,2.5,2790.0,48994,2.0,0.0,0.0,4,9.0,2790,0,1984.0,0,47.23857047454072,-118.15381245411828,2550,37834.0,9,2014
8700,5,3.0,2.0,2360.0,4800,2.0,0.0,0.0,3,9.0,2360,0,1909.0,2014,47.71116481100588,-117.84152012494928,2260,4800.0,7,2014
8701,2,5.0,2.0,1890.0,6050,2.0,0.0,0.0,4,7.0,1890,0,1944.0,0,47.23778081504265,-118.25186339136384,1170,6050.0,11,2014
8702,4,6.0,3.75,3810.0,6150,2.0,0.0,0.0,4,8.0,3810,0,1977.0,0,47.98931801007659,-117.73096593748672,1830,5125.0,4,2015
8703,2,2.0,1.0,1160.0,5395,1.0,0.0,0.0,3,7.0,860,300,1940.0,0,47.35304320451769,-116.98349248180048,1664,5363.0,4,2015
8704,3,3.0,1.75,2320.0,55847,1.0,0.0,2.0,4,8.0,2320,0,1960.0,0,47.53659819013265,-118.891919824948,2400,26112.0,4,2015
8705,4,6.0,2.75,3280.0,16449,1.0,0.0,0.0,4,7.0,1910,1370,1963.0,0,47.69163763411009,-118.15855796745772,2550,9532.0,3,2015
8706,3,3.0,2.0,1640.0,9972,1.0,0.0,0.0,4,7.0,1640,0,1977.0,0,47.833267763054245,-116.5644268515554,1680,12799.79,5,2014
8707,4,4.0,2.25,2060.0,8470,1.0,0.0,0.0,3,8.0,1440,620,1983.0,0,47.783730593170645,-116.71730172311482,2180,8978.0,5,2014
8708,1,3.0,2.5,1500.0,10652,2.0,0.0,0.0,4,7.0,1500,0,1981.0,0,47.43937378917313,-118.0253440905812,1610,7417.0,1,2015
8709,4,4.0,2.0,2360.0,6000,1.0,0.0,0.0,5,7.0,1260,1100,1939.0,0,48.1052275723884,-118.25319570422846,1720,6000.0,6,2014
8710,3,4.0,2.5,1940.0,12100,1.0,0.0,0.0,3,7.0,1940,0,1962.0,0,47.99643393216673,-119.33504274384488,1380,12100.0,10,2014
8711,3,3.0,1.0,1280.0,10000,1.0,0.0,0.0,4,7.0,1280,0,1954.0,0,47.25134196057656,-119.2470908538228,1240,10000.0,10,2014
