measure,year,month,sector,size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source
20432,2012,6.0,office,582.0,4,37.0,3.0,1975.0,24.9,29.8,35.4,974.27,gas
20433,2006,5.0,commercial,501.0,8,117.0,6.0,2009.0,23.1,29.5,35.3,3774.93,oil
20434,2008,8.0,commercial,139.0,7,117.0,6.0,1928.0,21.6,28.8,34.3,1804.64,elec
20435,2007,8.0,residential,350.0,3,19.0,22.0,1963.0,22.1,29.0,34.0,348.02,gas
20436,2006,1.0,education,599.0,1,337.0,2.0,1946.0,5.6,,21.6,1610.11,elec
20437,2006,3.0,commercial,435.0,6,203.0,6.0,1925.0,17.0,24.6,32.8,3683.23,elec
20438,2009,5.0,residential,394.0,1,37.0,11.0,,19.9,27.6,34.4,2412.33,gas
20439,2012,7.0,commercial,588.0,2,12.0,4.0,1963.0,24.0,30.1,37.6,5070.91,elec
20440,2007,7.0,commercial,239.0,7,117.0,6.0,1959.0,23.0,30.0,34.2,1957.41,oil
20441,2009,5.0,factory,1005.0,4,172.0,6.0,1953.0,21.1,28.5,34.1,4786.61,elec
20442,2010,10.0,office,356.0,1,55.0,25.0,1952.0,16.8,22.7,30.0,8971.2,elec
20443,2010,5.0,commercial,277.0,2,12.0,5.0,2009.0,24.3,29.7,36.3,1586.88,gas
20444,2012,10.0,commercial,157.0,6,12.0,3.0,1921.0,17.3,23.2,29.8,626.56,oil
20445,2005,3.0,education,451.0,5,203.0,4.0,1978.0,18.3,23.6,29.3,1785.09,gas
20446,2014,11.0,commercial,599.0,8,337.0,1.0,1948.0,11.6,18.8,24.7,,elec
20447,2005,11.0,commercial,1178.0,4,117.0,3.0,1930.0,14.2,19.7,25.6,4674.69,oil
20448,2011,3.0,office,529.0,2,117.0,26.0,1989.0,15.6,23.5,30.4,7504.18,gas
20449,2013,9.0,office,356.0,1,55.0,25.0,1952.0,20.1,27.1,37.3,9469.6,elec
20450,2009,2.0,residential,594.0,8,337.0,26.0,1994.0,15.1,,25.6,7445.74,gas
20451,2007,9.0,office,1260.0,6,55.0,4.0,1937.0,22.8,27.1,35.0,6491.52,elec
20452,2012,5.0,,411.0,8,19.0,4.0,1987.0,24.0,,33.7,,gas
20453,2005,5.0,factory,349.0,6,172.0,3.0,1958.0,25.6,29.2,33.9,967.43,elec
20454,2012,6.0,education,173.0,6,51.0,6.0,1999.0,25.8,,34.6,1674.09,elec
20455,2009,11.0,residential,486.0,2,-7.0,17.0,2006.0,13.6,19.1,29.1,8523.57,oil
20456,2011,4.0,commercial,854.0,4,337.0,1.0,1936.0,20.1,26.1,30.2,741.27,gas
20457,2012,3.0,education,256.0,7,37.0,2.0,1946.0,17.8,,29.8,416.16,gas
20458,2005,7.0,factory,218.0,4,37.0,6.0,1990.0,24.1,29.3,33.3,,elec
20459,2005,6.0,commercial,437.0,1,-7.0,3.0,1960.0,25.3,,34.6,2569.56,elec
20460,2014,7.0,commercial,941.0,3,117.0,4.0,1954.0,25.4,,34.9,5842.93,elec
20461,2009,6.0,residential,464.0,3,12.0,3.0,2001.0,23.6,29.7,35.7,1515.39,elec
20462,2006,7.0,residential,313.0,3,-7.0,7.0,1978.0,23.3,30.7,37.4,1245.85,oil
20463,2008,4.0,commercial,836.0,2,12.0,3.0,1971.0,18.5,27.3,34.1,3111.27,oil
20464,2008,5.0,residential,1024.0,6,203.0,23.0,1967.0,23.2,28.3,34.4,19013.53,oil
20465,2014,9.0,office,479.0,1,203.0,27.0,1973.0,19.3,27.1,35.7,8840.35,gas
20466,2014,7.0,education,420.0,1,12.0,6.0,1925.0,22.1,30.1,36.0,2067.06,gas
20467,2011,8.0,commercial,635.0,2,12.0,5.0,,20.8,28.3,35.0,5476.24,elec
20468,2009,1.0,office,649.0,3,172.0,9.0,2008.0,7.1,15.3,24.8,5236.6,oil
20469,2009,7.0,factory,388.0,2,337.0,1.0,1941.0,18.9,30.4,,340.59,elec
20470,2014,5.0,factory,579.0,7,337.0,1.0,1929.0,22.5,28.8,36.6,309.62,gas
20471,2005,12.0,office,813.0,8,-7.0,20.0,2000.0,10.8,15.4,20.2,17473.65,elec
20472,2014,4.0,office,279.0,6,12.0,18.0,1945.0,20.9,26.9,32.7,2957.96,gas
20473,2006,11.0,residential,177.0,5,337.0,25.0,1947.0,13.0,19.3,26.4,3448.17,gas
20474,2008,3.0,education,399.0,5,12.0,4.0,1975.0,17.4,23.4,29.8,1659.18,elec
20475,2007,9.0,commercial,551.0,1,203.0,3.0,1927.0,20.8,26.5,33.2,2980.69,elec
20476,2010,8.0,commercial,1571.0,5,-7.0,6.0,1990.0,22.4,28.7,33.5,11193.85,oil
20477,2011,7.0,commercial,215.0,4,37.0,6.0,1981.0,23.0,30.6,37.3,1119.72,gas
20478,2010,9.0,commercial,184.0,4,-7.0,2.0,1926.0,20.9,26.4,31.8,367.34,gas
20479,2005,10.0,education,1107.0,4,203.0,4.0,1927.0,18.3,23.4,29.2,5362.99,oil
20480,2008,7.0,commercial,488.0,2,55.0,5.0,1995.0,21.8,29.9,36.0,3998.09,elec
20481,2006,10.0,residential,460.0,7,55.0,21.0,1967.0,16.1,,30.5,11757.77,elec
20482,2007,1.0,office,843.0,4,203.0,4.0,1941.0,7.5,14.7,20.2,3989.78,oil
20483,2007,1.0,factory,287.0,8,203.0,5.0,1923.0,9.6,14.4,20.1,1516.81,oil
20484,2011,3.0,office,549.0,8,19.0,3.0,1972.0,15.8,23.5,30.7,2235.7,elec
20485,2005,9.0,education,403.0,5,337.0,6.0,1954.0,20.7,27.4,33.0,1969.03,oil
20486,2013,7.0,education,326.0,7,12.0,5.0,1983.0,25.5,31.2,36.9,2288.52,oil
20487,2012,4.0,residential,163.0,1,12.0,21.0,1989.0,18.7,26.8,34.0,2607.2,gas
20488,2012,4.0,factory,379.0,2,117.0,1.0,1973.0,15.4,26.4,31.5,437.74,elec
20489,2011,6.0,education,425.0,5,-7.0,4.0,1932.0,24.1,,38.1,2287.08,elec
20490,2006,3.0,commercial,277.0,2,12.0,5.0,2009.0,18.0,24.0,30.2,2508.29,elec
20491,2011,9.0,commercial,378.0,3,117.0,5.0,1922.0,21.1,27.5,32.4,2800.53,elec
20492,2008,11.0,commercial,388.0,4,37.0,3.0,1970.0,13.9,,24.0,1820.59,elec
20493,2009,9.0,commercial,539.0,6,172.0,4.0,2009.0,21.0,26.4,32.7,2001.2,oil
20494,2006,11.0,office,399.0,5,37.0,15.0,1922.0,12.9,19.4,28.8,6099.91,elec
20495,2011,10.0,education,650.0,1,12.0,2.0,1999.0,18.1,23.7,27.0,1296.68,oil
20496,2012,8.0,commercial,553.0,4,12.0,2.0,2001.0,22.3,29.4,37.0,1394.95,oil
20497,2006,2.0,commercial,203.0,6,117.0,4.0,1953.0,16.0,19.8,24.3,1594.74,oil
20498,2013,10.0,commercial,5947.0,6,12.0,2.0,1996.0,19.4,23.7,32.1,13637.66,oil
20499,2011,8.0,education,529.0,1,55.0,4.0,1974.0,25.1,29.4,,1782.52,oil
20500,2005,10.0,office,123.0,5,12.0,23.0,1963.0,16.7,23.9,31.8,1977.45,oil
20501,2011,4.0,office,249.0,6,337.0,3.0,1940.0,19.9,27.1,34.3,1087.63,elec
20502,2012,5.0,residential,954.0,8,117.0,27.0,1943.0,24.6,29.9,34.0,30157.26,elec
20503,2005,12.0,commercial,599.0,8,337.0,1.0,1948.0,9.3,,22.4,954.54,oil
20504,2010,11.0,education,349.0,1,55.0,3.0,2003.0,12.1,,28.9,1618.24,elec
20505,2010,10.0,office,1084.0,8,19.0,24.0,1924.0,20.5,24.3,31.0,30900.76,elec
20506,2007,12.0,commercial,301.0,2,337.0,3.0,1992.0,8.6,13.6,18.8,1791.12,elec
20507,2014,1.0,commercial,854.0,4,337.0,1.0,1936.0,6.1,15.7,21.8,1546.63,elec
20508,2009,10.0,commercial,539.0,6,172.0,4.0,2009.0,18.4,23.5,29.7,3023.58,oil
20509,2006,9.0,residential,179.0,3,12.0,7.0,1978.0,19.1,26.7,34.8,1364.07,elec
20510,2010,3.0,education,1862.0,8,19.0,6.0,1945.0,16.7,24.8,29.6,7181.54,gas
20511,2008,8.0,education,2447.0,8,19.0,6.0,1943.0,22.9,29.9,36.1,7864.85,gas
20512,2014,4.0,education,349.0,1,55.0,3.0,2003.0,18.2,25.2,34.6,1196.09,elec
20513,2007,10.0,commercial,547.0,6,37.0,5.0,1992.0,17.1,23.7,30.0,2611.38,gas
20514,2006,5.0,residential,390.0,7,55.0,15.0,1933.0,25.1,29.1,34.0,,elec
20515,2014,6.0,commercial,1127.0,6,12.0,2.0,1936.0,23.4,29.9,36.7,3180.84,elec
20516,2010,7.0,factory,371.0,2,117.0,2.0,1945.0,24.2,30.5,36.9,360.56,gas
20517,2010,12.0,office,1122.0,6,37.0,27.0,1958.0,9.0,15.4,20.4,39018.67,elec
20518,2008,10.0,education,594.0,8,203.0,3.0,1936.0,17.4,23.7,31.2,1831.83,oil
20519,2007,10.0,residential,177.0,5,337.0,25.0,1947.0,16.7,22.7,29.6,2976.56,oil
20520,2014,12.0,commercial,260.0,4,117.0,4.0,2009.0,8.2,15.5,21.3,1825.36,oil
20521,2005,6.0,residential,1024.0,6,203.0,23.0,1967.0,24.8,,34.5,13142.02,gas
20522,2009,10.0,commercial,1554.0,4,37.0,1.0,1995.0,18.4,24.6,32.0,2686.43,elec
20523,2007,6.0,education,647.0,7,51.0,6.0,1995.0,23.5,30.4,34.8,7500.02,elec
20524,2013,8.0,residential,313.0,3,-7.0,7.0,1978.0,22.9,29.0,34.3,1591.91,oil
20525,2014,4.0,factory,1272.0,2,19.0,3.0,1922.0,23.8,27.8,34.3,2244.67,gas
20526,2009,3.0,factory,306.0,6,337.0,5.0,1989.0,15.9,,31.1,946.47,oil
20527,2010,5.0,commercial,575.0,6,19.0,5.0,1979.0,22.8,,39.0,4282.6,elec
20528,2011,,education,647.0,7,51.0,6.0,1995.0,16.4,23.6,29.3,6300.02,elec
20529,2006,5.0,education,585.0,8,12.0,3.0,1924.0,23.6,29.1,33.1,1889.08,oil
20530,2005,4.0,factory,371.0,2,117.0,2.0,1945.0,19.8,26.4,37.3,525.22,oil
20531,2010,2.0,office,1296.0,3,12.0,20.0,2008.0,13.2,19.7,28.0,25634.3,oil
20532,2008,7.0,education,320.0,2,203.0,5.0,1944.0,24.4,30.5,37.5,2483.71,elec
20533,2010,10.0,commercial,1003.0,4,-7.0,6.0,1994.0,16.2,22.8,29.9,7548.17,oil
20534,2009,12.0,education,1919.0,3,37.0,6.0,1962.0,9.3,15.4,20.9,17409.17,elec
20535,2006,11.0,education,451.0,5,203.0,4.0,1978.0,16.0,19.6,27.1,2427.0,elec
20536,2008,4.0,residential,460.0,7,55.0,21.0,1967.0,20.5,25.8,29.4,14557.23,elec
20537,2014,1.0,residential,689.0,5,51.0,22.0,1931.0,6.5,15.5,22.9,13499.23,gas
20538,2009,10.0,commercial,435.0,6,203.0,6.0,1925.0,17.6,23.2,31.1,4501.73,elec
20539,2011,8.0,office,373.0,8,203.0,16.0,1940.0,23.3,28.7,36.9,7426.1,elec
20540,2012,8.0,office,804.0,1,337.0,,1995.0,23.3,29.5,,11852.57,oil
20541,2010,11.0,factory,452.0,5,-7.0,2.0,1939.0,13.4,19.8,27.1,614.99,gas
20542,2008,3.0,office,285.0,7,55.0,8.0,1932.0,14.9,23.5,30.2,1950.77,gas
20543,2007,10.0,factory,240.0,3,37.0,5.0,1957.0,16.5,22.8,29.0,809.62,oil
20544,2009,10.0,commercial,615.0,6,172.0,5.0,1998.0,17.4,23.1,32.7,2802.56,gas
20545,2012,3.0,office,529.0,2,117.0,26.0,1989.0,17.5,,29.4,17792.17,elec
20546,2010,,office,1342.0,6,19.0,5.0,1944.0,19.0,24.1,30.3,8266.72,elec
20547,2006,12.0,residential,244.0,6,117.0,23.0,1994.0,6.0,14.0,21.6,7353.96,elec
20548,2012,12.0,commercial,213.0,1,172.0,3.0,1960.0,7.7,14.7,21.3,553.27,gas
20549,2012,3.0,,1527.0,5,117.0,3.0,1983.0,19.4,24.3,29.8,5439.59,gas
20550,2011,,factory,819.0,3,37.0,6.0,2006.0,22.6,30.8,36.7,236.5,gas
20551,2011,2.0,factory,625.0,2,51.0,1.0,1975.0,14.0,,25.1,351.66,gas
20552,2005,7.0,education,565.0,5,117.0,5.0,2006.0,25.2,30.3,39.5,3800.6,elec
20553,2008,10.0,commercial,547.0,2,172.0,1.0,1923.0,18.5,24.1,30.4,667.24,oil
20554,2007,3.0,office,968.0,3,-7.0,3.0,1965.0,16.0,23.0,34.3,,oil
20555,2007,5.0,factory,342.0,4,172.0,2.0,1984.0,24.4,29.8,33.8,378.13,oil
20556,2007,11.0,residential,924.0,7,203.0,25.0,1931.0,15.1,19.8,,25347.95,oil
20557,2012,8.0,office,479.0,1,203.0,27.0,1973.0,23.6,28.9,35.2,15933.46,elec
20558,2010,9.0,,608.0,1,203.0,6.0,1950.0,21.3,,33.5,3243.8,oil
20559,2007,10.0,education,471.0,8,117.0,3.0,2001.0,15.4,22.5,27.9,1822.16,elec
20560,2012,6.0,residential,163.0,1,12.0,21.0,1989.0,24.9,30.1,35.9,2763.39,oil
20561,2009,11.0,residential,1068.0,1,12.0,11.0,1946.0,10.5,20.0,29.3,6883.15,gas
20562,2005,10.0,residential,291.0,6,51.0,13.0,1994.0,17.4,23.5,30.5,3813.26,elec
20563,2012,2.0,factory,819.0,3,37.0,6.0,2006.0,11.2,19.8,27.6,3429.1,oil
20564,2010,6.0,office,968.0,3,-7.0,3.0,1965.0,23.4,,34.9,2780.87,elec
20565,2014,1.0,commercial,476.0,7,37.0,4.0,2003.0,8.1,15.2,20.2,4963.23,oil
20566,2010,12.0,office,123.0,5,12.0,,1963.0,7.7,14.9,21.1,3063.55,oil
20567,2007,6.0,education,420.0,1,12.0,6.0,1925.0,25.3,30.3,38.9,2165.49,gas
20568,2013,6.0,commercial,547.0,7,203.0,1.0,1979.0,23.8,29.8,36.7,600.62,gas
20569,2014,6.0,commercial,831.0,8,172.0,2.0,1933.0,26.2,29.6,36.2,1194.49,gas
20570,2010,3.0,commercial,442.0,1,172.0,5.0,1953.0,19.8,23.6,29.2,2014.19,gas
20571,2005,3.0,commercial,365.0,3,203.0,2.0,1963.0,14.7,24.3,33.3,978.67,elec
20572,2011,9.0,education,427.0,4,55.0,1.0,1946.0,21.0,,32.1,254.15,gas
20573,2013,6.0,education,338.0,4,117.0,5.0,2007.0,24.5,30.2,35.3,1910.07,oil
20574,2011,9.0,commercial,831.0,8,172.0,2.0,1933.0,20.8,26.5,35.6,2895.28,elec
20575,2005,9.0,education,429.0,5,37.0,5.0,1994.0,20.2,27.1,33.8,3279.28,elec
20576,2005,9.0,office,821.0,3,51.0,8.0,1993.0,21.5,26.1,32.2,7282.6,elec
20577,2013,5.0,commercial,5947.0,6,12.0,2.0,1996.0,21.0,29.2,38.0,21447.26,elec
20578,2009,2.0,factory,243.0,8,19.0,2.0,1983.0,10.9,18.6,22.6,353.14,oil
20579,2012,9.0,factory,323.0,5,117.0,3.0,1963.0,20.6,27.3,32.4,740.7,elec
20580,2014,12.0,commercial,539.0,6,172.0,4.0,2009.0,6.1,14.9,21.5,3852.9,oil
20581,2006,4.0,education,156.0,3,-7.0,3.0,1978.0,19.3,27.1,33.0,679.31,elec
20582,2013,6.0,commercial,831.0,8,172.0,2.0,1933.0,22.8,29.4,37.6,1402.22,gas
20583,2005,4.0,factory,987.0,5,203.0,2.0,1934.0,21.4,27.2,33.9,1584.37,elec
20584,2012,1.0,commercial,411.0,8,19.0,4.0,1987.0,9.7,,21.6,873.32,gas
20585,2006,5.0,factory,788.0,4,117.0,6.0,1998.0,24.6,,36.1,2528.3,gas
20586,2008,1.0,education,388.0,4,172.0,2.0,1936.0,10.1,15.4,22.0,1451.75,oil
20587,2005,6.0,commercial,301.0,2,337.0,3.0,1992.0,23.4,30.1,36.1,1084.68,oil
20588,2013,4.0,commercial,323.0,1,117.0,5.0,1927.0,22.6,26.7,33.9,1913.48,gas
20589,2007,9.0,education,1919.0,3,37.0,6.0,1962.0,19.3,27.2,32.1,848.08,gas
20590,2011,8.0,education,488.0,6,172.0,4.0,2006.0,24.1,30.4,38.3,1452.29,gas
20591,2012,9.0,education,1919.0,3,37.0,6.0,1962.0,20.5,26.6,31.8,16712.8,elec
20592,2011,1.0,education,337.0,8,203.0,1.0,1940.0,7.6,13.5,20.3,526.08,elec
20593,2011,7.0,office,1218.0,5,172.0,23.0,1959.0,25.0,31.0,36.6,18059.79,oil
20594,2010,12.0,commercial,317.0,8,51.0,2.0,1976.0,8.3,14.6,22.1,416.04,gas
20595,2006,9.0,commercial,912.0,6,172.0,6.0,1951.0,18.1,26.2,33.9,6466.31,oil
20596,2010,12.0,commercial,139.0,7,117.0,6.0,1928.0,8.5,14.2,18.3,1729.45,elec
20597,2012,10.0,education,861.0,7,19.0,5.0,2003.0,14.4,24.2,31.3,6271.38,oil
20598,2005,1.0,,371.0,2,117.0,2.0,1945.0,8.6,14.7,21.4,660.14,oil
20599,2014,3.0,commercial,854.0,4,337.0,1.0,1936.0,15.9,22.6,28.7,,gas
20600,2007,10.0,factory,379.0,2,117.0,1.0,1973.0,17.1,23.3,28.7,203.55,gas
20601,2005,12.0,commercial,932.0,5,117.0,6.0,1958.0,9.3,15.3,22.5,7979.11,elec
20602,2012,12.0,factory,452.0,5,-7.0,2.0,1939.0,7.6,14.9,22.8,760.12,elec
20603,2014,,office,489.0,2,19.0,18.0,2005.0,19.2,26.1,31.5,11386.27,elec
20604,2007,9.0,office,575.0,4,172.0,14.0,1940.0,19.3,25.6,32.3,9940.14,elec
20605,2005,8.0,,1919.0,3,37.0,6.0,1962.0,25.5,29.8,34.9,15320.07,elec
20606,2009,3.0,residential,661.0,5,-7.0,12.0,1938.0,16.5,24.0,32.5,7063.99,gas
20607,2011,1.0,residential,291.0,6,51.0,13.0,1994.0,7.8,14.4,19.7,2322.01,gas
20608,2012,6.0,commercial,488.0,2,55.0,5.0,1995.0,23.7,30.3,35.4,4839.79,elec
20609,2009,11.0,,293.0,8,172.0,28.0,1972.0,13.9,,26.5,10440.41,elec
20610,2011,6.0,commercial,489.0,6,37.0,2.0,1934.0,25.0,30.8,37.1,1014.58,oil
20611,2010,9.0,factory,641.0,6,337.0,5.0,1963.0,21.2,27.7,32.0,1564.84,gas
20612,2006,10.0,education,493.0,2,51.0,2.0,1993.0,15.5,23.0,30.9,1384.76,oil
20613,2013,10.0,commercial,622.0,3,51.0,1.0,1966.0,17.0,23.4,31.2,1053.32,elec
20614,2009,3.0,commercial,622.0,3,51.0,1.0,1966.0,16.9,22.9,29.4,690.98,oil
20615,2009,,factory,1515.0,3,117.0,6.0,1934.0,21.7,,34.5,5982.36,oil
20616,2010,10.0,commercial,599.0,8,337.0,1.0,1948.0,17.4,22.9,28.6,588.7,oil
20617,2012,9.0,commercial,334.0,8,37.0,4.0,2001.0,22.2,26.6,31.4,1677.75,oil
20618,2006,4.0,residential,1172.0,8,12.0,2.0,1997.0,20.7,26.5,30.9,988.81,gas
20619,2009,10.0,office,956.0,2,51.0,13.0,2002.0,15.2,23.1,32.8,15311.3,elec
20620,2010,8.0,commercial,323.0,1,117.0,5.0,1927.0,23.3,29.2,36.4,1545.51,gas
20621,2011,9.0,commercial,365.0,3,203.0,2.0,1963.0,16.3,27.1,35.7,774.44,oil
20622,2005,7.0,commercial,425.0,8,117.0,3.0,1956.0,24.1,30.5,38.7,,oil
20623,2009,7.0,commercial,372.0,6,55.0,3.0,1997.0,22.4,30.7,39.3,1523.34,oil
20624,2013,2.0,residential,594.0,8,337.0,26.0,1994.0,11.9,19.9,27.6,15723.23,elec
20625,2014,11.0,office,577.0,6,203.0,3.0,1941.0,14.8,18.7,24.2,1744.85,elec
20626,2010,12.0,commercial,854.0,4,337.0,1.0,1936.0,7.6,15.1,21.9,1406.03,elec
20627,2012,7.0,education,581.0,7,337.0,5.0,1984.0,25.4,,36.7,3568.79,oil
20628,2009,6.0,commercial,378.0,3,117.0,5.0,1922.0,23.0,29.7,37.7,1857.49,oil
20629,2007,7.0,commercial,184.0,4,-7.0,2.0,1926.0,25.7,30.8,37.2,666.46,elec
20630,2011,12.0,education,581.0,7,337.0,5.0,1984.0,8.5,15.9,25.1,5612.46,elec
20631,2010,7.0,commercial,1127.0,6,12.0,2.0,1936.0,24.1,31.6,38.6,2338.3,oil
20632,2008,7.0,education,420.0,1,12.0,6.0,1925.0,24.8,30.6,36.9,2263.92,gas
20633,2012,3.0,education,837.0,5,203.0,3.0,1934.0,16.9,23.9,29.5,3531.71,elec
20634,2013,7.0,commercial,437.0,1,-7.0,3.0,1960.0,20.2,30.7,35.3,1360.03,oil
20635,2013,,office,659.0,7,117.0,22.0,1920.0,24.0,28.5,35.0,12921.34,gas
20636,2011,7.0,education,650.0,1,12.0,2.0,1999.0,26.2,31.1,38.8,2271.36,elec
20637,2008,4.0,education,814.0,1,55.0,5.0,1935.0,20.3,27.6,33.4,5743.58,elec
20638,2005,7.0,residential,924.0,7,203.0,25.0,1931.0,23.9,29.9,34.5,24324.3,oil
20639,2006,5.0,education,312.0,1,-7.0,1.0,1941.0,21.9,29.1,36.2,280.29,gas
20640,2012,5.0,commercial,260.0,4,117.0,4.0,2009.0,21.9,29.1,36.3,1128.4,gas
20641,2014,7.0,commercial,1029.0,5,117.0,,1956.0,23.1,30.3,36.7,5226.84,gas
20642,2009,10.0,commercial,476.0,7,37.0,4.0,2003.0,18.5,24.5,33.6,2774.26,oil
20643,2014,3.0,office,557.0,6,37.0,7.0,1925.0,17.4,23.1,29.4,4585.22,elec
20644,2013,1.0,residential,800.0,7,203.0,2.0,1978.0,8.0,15.4,21.4,,oil
20645,2014,11.0,residential,464.0,3,12.0,3.0,2001.0,11.3,20.1,28.7,1443.42,oil
20646,2007,12.0,education,857.0,8,37.0,6.0,1966.0,9.4,15.0,22.0,3167.64,gas
20647,2007,10.0,residential,3228.0,3,-7.0,5.0,1944.0,19.0,24.3,31.4,891.61,gas
20648,2005,4.0,residential,233.0,7,51.0,12.0,1949.0,20.4,27.5,32.6,2268.79,elec
20649,2009,6.0,education,451.0,5,203.0,4.0,1978.0,22.7,30.6,34.5,2537.32,elec
20650,2012,6.0,residential,233.0,7,51.0,12.0,1949.0,23.0,30.0,36.4,3889.35,elec
20651,2007,7.0,office,968.0,3,-7.0,3.0,1965.0,25.7,30.2,34.6,2927.23,elec
20652,2012,4.0,office,479.0,1,203.0,27.0,1973.0,21.6,26.8,32.3,13760.71,elec
20653,2013,5.0,office,577.0,6,203.0,3.0,1941.0,19.8,28.5,35.8,1073.22,gas
20654,2010,10.0,office,549.0,8,19.0,3.0,1972.0,18.4,23.6,30.3,882.26,gas
20655,2008,5.0,commercial,1231.0,5,55.0,5.0,1935.0,22.9,28.9,36.2,6432.25,oil
20656,2011,4.0,office,623.0,2,172.0,8.0,1974.0,19.6,26.0,30.9,,gas
20657,2014,11.0,residential,163.0,1,12.0,21.0,1989.0,14.5,20.2,27.3,3967.94,elec
20658,2007,9.0,commercial,624.0,6,55.0,6.0,1978.0,19.7,26.5,,7338.24,elec
20659,2005,6.0,office,249.0,6,337.0,3.0,1940.0,24.0,30.0,35.1,578.93,gas
20660,2011,10.0,factory,388.0,2,337.0,1.0,1941.0,19.5,23.6,29.2,340.59,elec
20661,2008,3.0,office,279.0,6,12.0,18.0,1945.0,13.4,23.4,31.0,5905.87,elec
20662,2006,5.0,office,399.0,5,37.0,15.0,1922.0,23.3,28.4,35.6,4061.42,oil
20663,2011,9.0,residential,689.0,5,51.0,22.0,1931.0,19.1,,33.0,,gas
20664,2014,1.0,commercial,157.0,6,12.0,3.0,1921.0,8.1,16.3,23.9,1033.94,elec
20665,2011,6.0,education,254.0,1,337.0,3.0,1963.0,23.2,30.5,37.3,625.04,gas
20666,2012,5.0,commercial,803.0,6,203.0,4.0,1964.0,23.1,29.7,34.8,5288.24,elec
20667,2010,11.0,office,813.0,8,-7.0,20.0,2000.0,13.6,19.4,23.9,7258.46,gas
20668,2013,4.0,commercial,284.0,1,172.0,2.0,1976.0,19.8,,33.9,672.98,gas
20669,2009,1.0,education,457.0,4,37.0,6.0,1961.0,9.7,15.4,24.7,1734.04,gas
20670,2008,12.0,factory,1005.0,4,172.0,6.0,1953.0,6.9,14.9,19.8,3224.54,gas
20671,2010,2.0,residential,464.0,3,12.0,3.0,2001.0,15.1,19.4,23.7,1431.29,oil
20672,2014,3.0,office,460.0,3,12.0,16.0,1981.0,17.0,23.1,30.3,390.15,gas
20673,2005,3.0,education,1114.0,4,51.0,4.0,1924.0,15.2,23.8,,5973.89,elec
20674,2006,3.0,residential,530.0,3,19.0,17.0,2007.0,16.4,23.6,30.1,6507.69,oil
20675,2012,4.0,education,1919.0,3,37.0,6.0,1962.0,19.6,26.6,34.0,16016.43,elec
20676,2011,12.0,commercial,813.0,3,12.0,4.0,1961.0,9.7,14.9,23.8,4437.26,oil
20677,2006,12.0,office,279.0,6,12.0,18.0,1945.0,8.1,,19.4,3892.05,gas
20678,2011,8.0,commercial,301.0,2,337.0,3.0,,23.7,,33.1,948.4,gas
20679,2014,2.0,residential,863.0,5,19.0,4.0,1940.0,14.4,19.4,26.5,3370.6,oil
20680,2006,8.0,commercial,596.0,1,337.0,6.0,1984.0,24.1,29.4,37.9,5607.17,elec
20681,2010,5.0,education,399.0,5,12.0,4.0,1975.0,23.4,28.9,35.7,1816.17,gas
20682,2012,11.0,commercial,203.0,6,117.0,4.0,1953.0,13.9,,28.8,,elec
20683,2006,10.0,factory,371.0,2,117.0,2.0,1945.0,18.1,22.9,28.8,684.22,oil
20684,2011,11.0,residential,317.0,6,12.0,23.0,1945.0,11.6,19.4,23.7,8819.19,elec
20685,2012,7.0,commercial,367.0,2,-7.0,6.0,1974.0,24.6,31.0,35.9,2207.59,gas
20686,2005,10.0,education,471.0,8,117.0,3.0,2001.0,17.1,24.0,31.6,2109.87,elec
20687,2011,5.0,residential,258.0,3,51.0,9.0,1962.0,22.1,28.7,35.3,134.1,gas
20688,2011,8.0,commercial,232.0,5,172.0,3.0,1976.0,25.9,28.9,36.9,1142.07,elec
20689,2014,6.0,education,911.0,5,172.0,1.0,1986.0,26.5,31.9,37.7,816.03,oil
20690,2010,3.0,office,430.0,6,55.0,14.0,2001.0,18.3,,32.5,8090.88,elec
20691,2008,4.0,commercial,975.0,2,12.0,3.0,1994.0,22.8,,33.2,2792.79,gas
20692,2007,7.0,commercial,5947.0,6,12.0,2.0,1996.0,25.9,31.4,36.5,10323.99,gas
20693,2011,11.0,commercial,539.0,6,172.0,4.0,2009.0,13.5,18.6,24.3,3555.54,oil
20694,2011,5.0,commercial,529.0,8,117.0,2.0,1938.0,25.0,29.8,36.9,1591.76,elec
20695,2012,7.0,education,529.0,1,55.0,4.0,1974.0,24.9,29.9,36.5,3270.49,elec
20696,2009,1.0,education,254.0,1,337.0,3.0,1963.0,11.4,16.1,22.5,1155.29,oil
20697,2007,7.0,residential,405.0,2,203.0,19.0,1982.0,23.6,29.9,36.1,4959.35,gas
20698,2008,5.0,office,1260.0,6,55.0,4.0,1937.0,22.7,28.8,36.5,3749.76,gas
20699,2007,8.0,commercial,1707.0,4,172.0,6.0,2006.0,26.3,29.5,34.1,17705.55,elec
20700,2014,6.0,commercial,334.0,8,37.0,4.0,2001.0,24.3,29.7,37.0,1604.8,oil
20701,2007,8.0,commercial,437.0,1,-7.0,3.0,1960.0,22.4,29.0,36.3,1574.77,oil
20702,2013,10.0,commercial,589.0,2,12.0,2.0,1956.0,14.4,23.2,26.9,1237.23,gas
20703,2014,2.0,education,2447.0,8,19.0,6.0,1943.0,15.5,19.2,23.0,21787.12,oil
