,0,1,2,3,5,6,7,10,17,18,21,22,23
4273,p,f,y,g,10.98,f,-1,e,w,o,2,57.1725774,-98.91614254
4274,p,f,y,g,-1.39,f,-1,e,w,o,3,57.51898941,-97.08660263
4275,p,x,f,y,10.18,f,-1,e,w,o,6,57.24877712,-97.86151009
4276,e,k,y,n,-4.67,f,0,e,w,o,-2,57.55894499,-99.21645285
4277,p,f,f,g,5.04,f,-1,e,w,o,-5,57.664983,-98.71949447
4278,p,x,y,y,8.29,f,-1,e,w,o,4,57.20516383,-99.12352751
4279,p,f,f,y,3.75,f,-1,e,w,o,7,58.01003141,-97.30082876
4280,p,x,y,g,5.81,f,-1,e,w,o,3,57.69168015,-98.71216208
4281,p,x,f,g,-0.64,f,-1,e,w,o,2,57.98486934,-100.3866478
4282,p,f,f,y,7.13,f,-1,e,w,o,11,57.61035844,-98.03238661
4283,e,f,s,p,0.74,f,-1,e,w,t,6,57.24340492,-98.80129502
4284,p,f,f,y,-2.1,f,-1,e,w,o,3,57.38730271,-97.86567737
4285,p,x,f,y,9.67,f,-1,e,w,o,3,57.22370227,-98.00233672
4286,p,x,y,g,8.3,f,-1,e,w,o,-1,57.14138379,-100.1462822
4287,p,f,y,g,9.54,f,-1,e,w,o,3,58.02839431,-97.63827885
4288,p,x,f,y,1.48,f,,e,w,o,6,57.17656373,-97.74360368
4289,p,f,y,g,6.06,f,-1,e,w,o,4,57.42226555,-98.40125939
4290,p,f,y,g,6.96,f,-1,e,w,o,4,57.3264876,-97.14575618
4291,e,k,s,p,3.41,f,-1,e,w,t,17,57.55721544,-98.53719825
4292,p,x,f,y,-2.02,f,-1,e,w,o,4,57.7287752,-98.57927877
4293,p,f,f,y,4.68,f,-1,e,w,o,6,57.14291383,-98.91589294
4294,p,f,f,g,6.53,f,-1,e,w,o,4,57.28392005,-99.74954568
4295,p,f,f,g,5.09,f,-1,e,w,o,-3,57.42323737,-97.77416574
4296,p,x,f,y,16.4,f,-1,e,w,,0,57.38845639,-96.82984414
4297,p,f,f,g,6.22,f,-1,e,w,o,-3,57.13944404,-99.46565123
4298,p,x,y,g,2.27,f,-1,e,w,o,-3,57.7289447,-97.07398982
4299,p,f,y,y,4.82,f,-1,e,w,o,-7,57.42927924,-98.48667062
4300,p,f,f,g,0.69,f,-1,e,w,o,9,57.17364208,-99.27729028
4301,p,x,f,y,1.36,f,-1,e,w,o,6,57.76247524,-97.33373892
4302,p,f,f,g,0.84,f,-1,e,w,o,0,57.67770972,-97.43608357
4303,p,f,f,g,5.5,f,-1,e,w,o,0,57.37514289,-96.77996088
4304,p,f,f,y,4.18,f,-1,e,w,o,2,57.6414882,-99.12577846
4305,e,f,y,g,0.27,f,-1,t,w,o,-9,57.88261409,-97.48623953
4306,p,f,y,g,2.6,f,-1,e,w,o,-5,58.07468348,-96.84552324
4307,p,f,y,g,9.02,f,-1,e,w,o,2,57.91033195,-97.52846708
4308,p,f,y,g,1.43,f,-1,e,w,o,-1,57.66884996,-96.10782404
4309,p,x,y,y,13.84,f,-1,e,w,o,3,57.50383723,-97.31002303
4310,p,x,y,g,-1.36,f,-1,e,w,o,-1,57.50154574,-97.2779182
4311,p,x,y,y,1.46,f,-1,e,w,o,7,56.876356,-98.68328988
4312,p,f,f,y,-2.87,f,-1,e,w,o,7,56.97204231,-97.18380898
4313,p,x,f,y,4.28,f,-1,,w,o,8,57.46573957,-99.12360202
4314,p,x,y,y,5.31,f,-1,e,w,o,1,57.61134073,-97.98624916
4315,p,f,f,g,1.75,f,,e,w,o,3,57.78964361,-98.58530038
4316,p,x,f,y,5.35,f,-1,e,w,o,4,57.65154312,-96.59606271
4317,p,f,f,g,2.79,f,,e,w,o,2,57.46771145,-96.90419395
4318,p,f,y,g,-0.24,f,-1,e,w,o,8,57.26604765,-97.64790691
4319,p,f,f,g,4.13,f,,e,w,o,2,57.62924673,-97.69580332
4320,p,f,y,y,6.68,f,-1,e,w,o,4,57.66999336,-97.98997091
4321,p,f,f,g,4.53,f,-1,e,w,o,-2,57.41296006,-99.71394848
4322,p,x,f,y,6.73,f,-1,e,w,o,2,57.65992967,-97.70958461
4323,p,f,y,g,5.09,f,-1,e,w,o,-3,57.69615947,-96.18223034
4324,p,f,y,g,4.52,f,-1,e,w,o,3,57.96158957,-97.67604223
4325,p,f,y,g,5.99,f,-1,e,w,o,-2,57.67872546,-97.35665137
4326,e,x,y,r,-2.14,f,-1,e,w,o,0,57.67998038,-97.38506022
4327,p,f,y,y,8.65,f,-1,e,w,o,-7,57.66232022,-98.24615629
4328,p,x,f,y,9.71,f,-1,e,w,o,-4,57.51267794,-97.24558076
4329,p,x,y,n,11.31,f,-1,t,w,o,8,57.61467519,-97.68144386
4330,p,f,y,y,6.49,f,-1,e,w,o,0,57.09589083,-99.51990485
4331,p,k,y,n,2.1,f,-1,e,w,o,4,57.1599623,-97.7539104
4332,p,f,f,y,7.12,f,-1,e,w,o,1,57.81175659,-99.26886302
4333,p,x,y,g,2.14,f,-1,e,w,o,5,57.42031499,-98.15755971
4334,p,x,y,g,6.41,f,-1,e,w,o,-4,57.60955894,-99.2701192
4335,p,f,y,g,11.84,f,-1,e,w,o,1,57.69739638,-99.07171508
4336,p,x,f,y,-3.21,f,-1,e,w,o,6,57.80965809,-99.70263702
4337,p,x,f,g,15.73,f,,,w,o,7,57.56175812,-98.6125756
4338,p,x,y,g,-1.68,f,-1,e,w,o,3,57.01777195,-98.64937446
4339,p,x,y,g,8.65,f,-1,e,w,o,1,57.82883685,-97.69517726
4340,p,x,y,g,4.33,f,-1,e,w,o,2,58.14946644,-99.14973703
4341,e,f,y,e,-3.88,f,-1,t,w,o,5,57.46107481,-97.94323211
4342,p,f,f,y,5.23,f,-1,e,w,o,3,57.47467497,-95.96843652
4343,p,x,y,y,10.86,f,-1,e,w,o,1,57.39642459,-97.35699478
4344,p,f,f,y,5.24,f,-1,e,w,o,12,57.685548,-98.59492333
4345,p,x,f,y,5.01,f,-1,e,w,o,8,57.541569,-99.06940682
4346,p,f,f,g,0.77,f,-1,e,w,o,6,57.41871149,-98.8517622
4347,p,f,f,g,5.39,f,-1,e,w,o,7,57.58963017,-99.50732226
4348,p,x,y,y,9.7,,-1,e,w,o,3,57.4792529,-98.39654312
4349,p,f,s,b,11.65,f,-1,t,w,o,5,57.79617768,-99.0803463
4350,p,x,y,g,7.2,f,-1,e,w,o,2,57.59124116,-100.3710161
4351,p,x,y,y,10.79,f,-1,e,w,o,3,57.57512469,-95.95199842
4352,p,f,f,g,7.1,f,-1,e,w,o,3,57.48863957,-97.51970704
4353,p,f,y,g,2.34,f,-1,e,w,o,-1,57.63152399,-99.21003548
4354,p,f,f,y,5.39,f,-1,e,w,o,2,57.61267796,-96.88753147
4355,p,f,y,g,3.31,f,-1,e,w,o,2,57.90180261,-98.92924468
4356,p,x,y,g,3.82,,-1,e,w,o,3,57.77154188,-99.358708
4357,e,x,s,e,1.37,f,-1,e,w,t,7,57.67511065,-97.8715706
4358,p,f,f,g,4.14,f,-1,e,w,o,6,57.73028841,-99.09903967
4359,p,f,f,y,1.68,f,-1,e,w,o,-1,57.49312743,-98.22851619
4360,p,f,y,g,10.24,f,-1,e,w,o,0,57.74766571,-98.87979937
4361,p,x,y,y,2.68,f,-1,e,w,o,-2,57.69532745,-96.88566519
4362,p,f,y,g,0.02,f,-1,e,w,o,0,57.31763115,-98.44280227
4363,p,x,f,y,9.92,f,-1,e,w,o,8,57.63633071,-97.89211546
4364,p,b,y,w,9.28,f,0,e,w,o,10,57.69648834,-96.82977459
4365,p,f,s,b,0.93,f,-1,t,w,o,6,57.53932262,-98.25737238
4366,p,x,y,y,-2.3,f,-1,e,w,o,1,57.7434058,-97.82169067
4367,p,f,y,g,7.82,f,-1,e,w,o,-1,57.46946198,-99.10536501
4368,p,f,y,g,9.35,f,-1,e,w,o,-2,57.6099809,-97.47069145
4369,p,f,y,y,7.08,f,-1,e,w,o,-5,57.41044123,-96.32797228
4370,p,f,f,g,7.77,f,-1,e,w,o,7,57.59469427,-96.75589515
4371,p,x,y,y,12.57,f,-1,e,w,o,-3,57.516464,-97.5615387
4372,p,x,f,y,8.79,f,-1,e,w,o,4,57.40441645,-97.26482508
4373,p,f,f,g,4.02,f,-1,e,w,o,1,57.34969073,-98.20789634
4374,p,x,s,w,2.43,f,-1,t,w,o,1,57.64458128,-97.87173247
4375,e,f,y,g,3.08,f,-1,t,w,o,2,57.70954333,-97.14468045
4376,p,x,y,n,-7.02,f,-1,t,w,o,2,57.87562276,-97.08059307
4377,p,f,y,g,6.95,f,-1,e,w,o,5,57.76647438,-98.03015043
4378,p,f,f,g,13.37,f,-1,e,w,o,2,57.44268923,-96.59369102
4379,e,f,y,e,2.46,f,-1,t,w,o,4,57.44707401,-98.07643624
4380,e,x,y,b,3.34,f,-1,e,w,t,16,57.46968649,-97.49679233
4381,p,x,y,y,5.62,f,-1,e,w,o,1,58.00115646,-100.4182297
4382,p,x,y,y,9.66,f,,e,w,o,6,57.35885371,-97.56638194
4383,p,x,y,y,2.28,f,-1,e,w,o,8,57.39160536,-95.71419523
4384,p,x,y,y,7.48,f,-1,e,w,o,6,57.41708286,-97.37700654
4385,p,f,f,y,5.2,f,-1,e,w,o,-2,57.75204234,-97.48409854
4386,p,f,y,g,6.5,f,-1,e,w,o,-3,57.3518118,-97.38108513
4387,p,x,f,g,-0.02,f,-1,e,w,o,5,57.45598788,-98.13342718
4388,p,f,y,y,5.61,f,-1,e,w,o,4,57.73633998,-97.86853983
4389,p,x,y,g,4.54,f,-1,e,w,o,5,57.60026505,-98.03195181
4390,p,x,y,y,3.94,f,-1,e,w,o,0,57.59670749,-98.0078183
4391,p,f,y,g,0.87,f,-1,e,w,o,5,57.07469781,-96.66825387
4392,p,f,y,y,4.25,f,-1,e,w,o,4,57.52292398,-99.50526908
4393,p,x,y,g,4.51,f,-1,e,w,o,12,57.52702631,-99.82948742
4394,p,f,y,g,4.76,f,-1,e,w,o,8,57.0632595,-97.4059085
4395,p,f,y,g,3.07,f,-1,e,w,o,2,57.58691131,-97.45738186
4396,e,x,y,u,-2.01,f,-1,e,w,o,6,57.39347342,-98.27621152
4397,p,x,f,g,5.79,f,-1,e,w,o,8,57.71766793,-98.61370777
4398,p,f,f,y,6.41,f,-1,e,w,o,0,57.35135617,-97.93273187
4399,p,f,f,y,6.23,f,-1,e,w,o,-2,57.38423069,-97.7128757
4400,p,x,f,y,7.74,f,-1,e,w,o,10,57.59576886,-99.93242641
4401,p,f,f,y,3.35,f,-1,e,w,o,-4,57.54847851,-95.55253377
4402,p,f,f,g,3.66,f,-1,e,w,o,0,57.21355239,-97.61282926
4403,p,f,y,g,1.11,f,-1,e,w,o,1,57.37234685,-98.1111552
4404,p,f,f,g,7.63,,-1,e,w,o,1,57.67746965,-98.39799286
4405,p,f,f,y,3.55,f,-1,e,w,o,1,57.53707557,-99.48285806
4406,p,f,y,y,2.49,f,-1,e,w,o,-1,57.60556788,-98.80064078
4407,p,f,f,g,6.3,f,-1,e,w,o,9,57.20707263,-99.16919749
4408,p,f,y,g,3.27,f,-1,e,w,o,6,57.62110435,-99.51408237
4409,p,f,f,y,4.8,f,-1,e,w,o,6,57.81160078,-98.52959405
4410,e,f,f,e,-3.32,f,-1,t,w,o,-4,57.8044837,-98.00715094
4411,p,f,s,b,5.82,f,-1,t,w,o,-4,57.71634822,-98.4870209
4412,p,f,y,g,11.93,f,-1,e,w,o,5,57.87230967,-97.73195656
4413,p,f,f,g,3.09,f,-1,e,w,o,-4,57.8951707,-96.70818726
4414,p,x,y,y,8.93,f,-1,e,w,o,2,57.41574701,-97.18319384
4415,p,f,f,y,1.14,f,-1,e,w,o,2,57.49925187,-98.66310189
4416,p,f,y,y,2.62,f,-1,e,w,o,2,57.78040232,-98.26509356
4417,e,f,y,n,3.68,f,-1,t,w,o,3,57.20228527,-98.56878974
4418,p,f,y,y,2.14,f,-1,e,w,o,-4,57.73543565,-97.70337993
4419,e,x,s,b,3.34,f,-1,e,w,t,13,57.74668697,-98.46444553
4420,p,x,y,y,6.59,f,-1,e,w,o,4,57.33677637,-98.39785855
4421,p,x,f,y,6.22,f,-1,e,w,o,3,57.33733741,-98.63167845
4422,p,x,y,y,3.37,f,-1,e,w,o,8,57.62520058,-97.31407564
4423,p,f,y,g,9.83,f,-1,e,w,o,5,57.74936473,-97.49867484
4424,e,f,f,e,3.16,f,-1,t,w,o,2,10,-96.56388343
4425,p,f,f,y,11.02,f,-1,e,w,o,6,57.55264771,-98.30446334
4426,p,f,f,y,15.02,f,-1,e,w,o,0,57.81835371,-98.51565642
4427,p,x,y,y,0.8,f,-1,e,w,o,11,57.3947411,-95.7776494
4428,p,x,f,y,8.32,,-1,e,w,o,9,57.91878559,-98.21578646
4429,p,x,y,n,0.96,,-1,t,w,o,7,57.46247189,-97.46850392
4430,p,f,f,y,2.06,f,-1,e,w,o,9,57.85247913,-98.25977642
4431,p,x,y,y,7,f,-1,e,w,o,9,57.91569156,-98.3282914
4432,p,f,f,y,2.13,f,-1,e,w,o,4,57.55891214,-98.10459524
4433,p,f,f,y,9.17,f,-1,e,w,o,1,57.48857789,-98.91748494
4434,p,f,y,g,7.49,f,-1,e,w,o,1,57.63066139,-98.22755821
4435,p,f,y,g,6.52,f,-1,e,w,o,9,57.44176477,-98.36056056
4436,p,f,y,g,5.68,f,-1,e,w,o,3,57.33356454,-98.64084829
4437,p,f,f,g,2.63,f,-1,e,w,o,1,57.88250207,-98.70187331
4438,p,x,s,g,2.04,f,-1,e,w,o,0,57.81707948,-98.53218162
4439,p,x,y,y,5.47,f,-1,e,w,o,3,57.8176775,-97.1603824
4440,p,f,s,g,8.54,f,-1,t,w,o,7,57.22758118,-96.47724882
4441,p,x,y,g,6.07,f,-1,e,w,o,-4,57.80022802,-98.42030128
4442,p,x,y,y,7.12,f,-1,e,w,o,3,57.71993584,-99.01422882
4443,p,x,y,y,6.54,f,-1,e,w,o,4,57.57328146,-97.70445735
4444,e,f,y,g,-1.29,f,,t,w,o,-1,57.67581977,-96.76589133
4445,p,f,f,g,8.33,f,-1,e,w,o,-1,57.10573898,-97.60108606
4446,p,f,y,y,9.89,f,-1,e,w,o,0,57.5808297,-98.49792454
4447,p,f,y,g,0.23,f,-1,e,w,o,-6,57.5937819,-98.73953141
4448,p,x,y,y,12.3,f,-1,e,w,o,0,58.03998908,-98.66894181
4449,p,x,y,g,1.82,f,-1,e,w,o,1,57.49500615,-98.7379626
4450,p,x,f,y,9.41,f,-1,e,w,o,-8,57.33319638,-97.1962168
4451,e,f,y,n,-3.82,f,-1,t,w,o,12,57.78106478,-96.14155948
4452,p,x,y,g,2.77,f,-1,e,w,o,10,57.33959148,-98.04012474
4453,p,f,f,y,0.6,f,-1,e,w,o,4,57.55118058,-100.7125035
4454,p,x,y,g,8.84,f,-1,e,w,o,1,57.76486238,-99.8761912
4455,p,x,y,y,10.59,f,-1,e,w,o,4,57.54272759,-97.46084096
4456,p,f,f,g,5.26,f,-1,e,w,o,-2,57.76983555,-98.55278934
4457,p,f,f,g,8.06,f,-1,e,w,o,-1,58.05668953,-99.19524876
4458,p,x,y,y,5.25,f,-1,e,w,o,0,57.77752421,-97.68553722
4459,e,k,y,b,3.16,f,-1,e,w,t,21,57.39001914,-98.80762512
4460,p,x,y,y,11.28,f,-1,e,w,o,-1,57.84072949,-98.99353146
4461,p,x,y,n,3.56,f,-1,t,w,o,-4,57.56068824,-99.31575727
4462,p,f,y,g,9.81,f,-1,e,w,o,2,57.34506106,-99.08826923
4463,p,x,y,g,-1.29,f,-1,e,w,o,8,57.51801172,-99.35639963
4464,p,f,y,y,6.71,f,-1,e,w,o,6,57.72226249,-97.68923837
4465,p,f,y,g,5.91,f,-1,e,w,o,10,57.35828549,-100.0963227
4466,p,f,f,g,1.37,f,-1,e,w,o,0,57.39567132,-97.50947559
4467,p,f,y,y,4.15,f,-1,e,w,o,-1,57.74816946,-98.53082542
4468,p,x,f,y,1.26,f,-1,e,w,o,-3,57.68836279,-98.67816231
4469,p,x,s,w,5.77,f,-1,t,w,o,2,57.61155755,-97.42741498
4470,p,x,y,y,-0.59,f,-1,e,w,o,-5,58.29780427,-98.76388934
4471,p,f,f,y,4.24,f,-1,e,w,o,-3,57.83321261,-96.6350523
4472,p,x,f,y,2.09,f,-1,e,w,o,-4,10,-98.64412253
4473,p,x,y,y,6.23,f,-1,e,w,o,-2,58.28475873,-101.0455529
4474,p,f,y,y,2.94,f,-1,e,w,o,3,57.89356998,-98.87425798
4475,p,x,y,y,14.79,f,-1,e,w,o,2,57.72196597,-98.05787377
4476,p,x,y,y,4.16,f,-1,e,w,o,1,57.87326682,-96.83412318
4477,p,f,y,g,4.36,f,-1,e,w,o,5,57.44431362,-98.03797621
4478,p,f,f,y,9.26,f,-1,e,w,o,5,57.88684211,-99.04509762
4479,p,f,f,g,1.92,f,-1,e,w,o,4,57.41205692,-96.36403311
4480,e,f,y,n,0.97,f,-1,t,w,o,-1,57.56738268,-99.4343348
4481,p,x,y,y,4.94,f,-1,e,w,o,-4,57.84189881,-97.47862201
4482,p,x,y,g,1.85,f,-1,e,w,o,-1,57.88332052,-97.96570605
4483,p,f,y,g,1.59,f,-1,e,w,o,6,57.99932197,-98.14668036
4484,p,f,y,g,2.02,f,-1,e,w,o,4,57.45593543,-100.4079811
4485,p,x,y,y,9.96,f,-1,e,w,o,5,57.07993029,-97.79292311
4486,p,f,f,g,8.98,f,-1,e,w,o,1,57.6085503,-97.73739467
4487,p,x,y,g,11.86,f,-1,e,w,o,6,57.02824104,-97.62322396
4488,p,x,y,y,1.14,f,-1,e,w,o,6,57.17100187,-98.63605273
4489,p,x,f,y,1.71,f,-1,e,w,o,-5,57.7531724,-97.86657555
4490,p,f,f,y,-0.42,f,-1,e,w,o,8,57.72155646,-97.74070442
4491,e,f,f,c,-5.71,f,0,e,w,o,7,58.0057549,-98.48569121
4492,p,f,y,g,9.25,f,-1,e,w,o,0,57.57181341,-99.72769703
4493,p,x,y,g,14.68,f,-1,e,w,,-1,57.60115463,-99.80114403
4494,p,f,f,y,-1.84,f,-1,e,w,o,7,57.63728456,-97.05355639
4495,p,f,f,y,-0.7,f,-1,e,w,o,0,57.49807608,-98.96098045
4496,p,x,s,g,7.31,f,-1,t,w,o,2,57.14648583,-98.82112501
4497,e,f,s,n,-3.37,f,-1,e,w,t,15,57.34038036,-97.51763777
4498,p,x,y,n,3.28,,-1,t,w,o,1,57.34774538,-97.52996446
4499,p,x,s,g,-7.45,f,0,e,w,o,-1,57.55275821,-100.2834427
4500,p,x,f,y,1.68,f,-1,e,w,o,11,57.52787806,-99.20985951
4501,p,f,y,g,5.22,f,-1,e,w,o,3,57.51094631,-96.82193914
4502,p,f,y,g,3.41,,-1,,w,o,6,57.68071726,-99.76617544
4503,p,x,y,y,1,f,-1,e,w,o,5,57.06052532,-98.33085784
4504,p,x,y,y,6.66,f,-1,e,w,o,6,57.39509608,-97.44149128
4505,p,x,y,g,9.62,f,-1,e,w,o,2,57.59287229,-98.39798453
4506,p,f,y,g,3.82,f,-1,e,w,o,3,57.33370225,-98.06886659
4507,p,f,y,g,7.55,f,-1,e,w,o,-3,57.0692886,-100.1507386
4508,p,f,f,y,4.87,f,,e,w,o,4,57.7193526,-98.76975214
4509,p,x,f,y,-0.13,f,-1,e,w,,7,57.68311448,-100.414977
4510,p,f,f,y,-0.62,f,-1,e,w,o,3,57.78793968,-100.6592473
4511,p,f,f,g,4.27,f,-1,e,w,o,1,57.40295558,-95.92679684
4512,p,f,f,y,3.08,f,-1,e,w,o,0,57.09570302,-99.34076333
4513,p,f,y,y,5.15,f,-1,e,w,o,1,57.8200214,-97.65671068
4514,p,f,f,y,4.82,f,-1,e,w,o,2,58.08603661,-97.51236373
4515,p,f,f,y,3,f,-1,e,w,o,4,57.46088724,-97.62970354
4516,p,x,y,g,3.78,f,-1,e,w,o,3,57.67505675,-99.22968264
4517,p,x,y,g,-0.21,f,-1,e,w,o,5,57.91375,-99.85830101
4518,p,x,y,g,2.88,f,-1,e,w,o,5,57.48576835,-98.99956193
4519,e,x,s,b,3.75,f,-1,e,w,t,12,57.61237414,-99.34889701
4520,p,f,f,g,1.3,f,-1,e,w,o,3,56.94319866,-98.38164898
4521,p,x,f,y,14.13,,-1,e,w,o,5,57.50565632,-97.68012974
4522,p,x,y,n,18.22,f,-1,t,w,o,1,57.57264887,-96.59070496
4523,p,x,y,g,11.07,f,-1,e,w,o,-4,57.59844854,-98.48790202
4524,p,f,y,g,3.22,f,-1,e,w,o,9,57.5094954,-98.33485288
4525,p,f,y,g,8.13,f,-1,e,w,o,2,57.25970371,-98.47552615
4526,p,f,f,y,4.63,f,-1,e,w,o,-1,57.51649402,-96.92189969
4527,p,x,y,y,10.38,f,-1,e,w,o,11,57.44725411,-97.40773719
4528,p,x,f,y,6.13,f,-1,e,w,o,5,57.47600349,-98.82853823
4529,p,f,f,g,7.78,f,-1,e,w,o,-6,57.26057602,-97.18042259
4530,p,x,y,g,7.43,f,-1,e,w,o,4,56.89492529,-99.10498031
4531,p,f,f,y,12.77,f,-1,e,w,o,2,57.72683369,-97.06388668
4532,p,x,f,y,9.65,f,-1,e,w,o,-1,57.38736516,-98.19601251
4533,e,x,y,u,-4.68,f,,e,w,o,3,57.8837253,-97.24445535
4534,e,f,y,b,-5.15,f,-1,e,w,t,19,57.59701628,-98.52484616
4535,p,f,y,y,5.34,f,-1,e,w,o,4,57.57762314,-98.70996505
4536,p,x,y,y,0.81,f,-1,e,w,o,-4,56.83815106,-98.28810379
4537,p,x,y,g,4.76,f,,e,w,o,-1,57.50238588,-99.28095022
4538,p,f,f,g,2.29,f,-1,e,w,o,-2,57.59603004,-98.82847706
4539,p,f,y,g,6.66,f,-1,e,w,o,7,57.80668919,-98.87274004
4540,p,f,f,g,10.74,f,-1,e,w,o,-1,56.85584324,-99.35055313
4541,p,f,y,g,9.92,f,-1,e,w,o,10,57.42393373,-98.5846086
4542,p,x,f,y,4.69,f,-1,e,w,o,0,57.62712312,-98.40079671
4543,p,f,f,y,6.21,f,-1,e,w,o,7,57.56706474,-98.92252796
4544,p,f,f,g,10.16,f,-1,e,w,o,0,57.37873467,-98.9050417
4545,p,f,y,y,7.55,f,-1,e,w,o,-2,57.80966236,-99.68215394
4546,p,f,y,y,1.02,f,,e,w,o,2,57.83430809,-98.48718477
4547,p,f,f,g,5.36,f,-1,e,w,o,5,57.95593364,-97.30386493
4548,p,f,s,b,8.2,f,-1,t,w,o,1,57.64424567,-96.96849827
4549,p,f,s,w,0.61,f,,e,w,t,7,57.15777782,-98.05164271
4550,p,x,y,y,4.1,f,-1,e,w,o,-2,57.38684183,-100.324426
4551,p,f,f,y,8.1,f,-1,e,w,o,-5,57.66524318,-99.48240184
4552,p,f,y,g,-1.68,f,-1,e,w,o,-2,57.64165868,-98.00415541
4553,p,x,y,y,6,f,-1,e,w,o,2,57.76679873,-97.0970593
4554,p,x,f,y,1.04,f,-1,e,w,o,6,57.19934498,-97.52321919
4555,p,x,f,y,7.78,f,-1,e,w,o,-1,57.67675264,-98.35075308
4556,e,f,f,g,-0.52,f,-1,t,w,o,1,57.22630652,-98.30118003
4557,e,x,y,u,-1.1,f,-1,e,w,o,2,57.13794353,-97.94142652
4558,p,x,y,g,4.21,f,-1,e,w,o,-1,57.28938981,-97.7085754
4559,p,f,f,y,8.7,f,-1,e,w,o,7,57.974715,-99.28326768
4560,p,x,y,y,4.42,f,-1,e,w,o,3,57.7829373,-98.56473213
4561,p,f,y,g,10.42,f,-1,e,w,o,5,57.4347881,-99.51213738
4562,p,x,y,y,4.81,f,-1,e,w,o,5,57.80550359,-99.17569506
4563,p,x,f,y,8.39,f,-1,e,w,o,0,57.23253901,-98.22164854
4564,p,x,y,y,3.1,f,-1,e,w,o,7,57.49190714,-98.21500859
4565,p,f,f,y,-0.73,f,-1,e,w,o,-3,57.49244042,-98.69696366
4566,p,x,y,g,9.06,f,-1,e,w,o,0,57.49743933,-99.46189845
4567,p,f,y,g,0.26,f,-1,e,w,o,3,57.83840907,-99.19267231
4568,p,f,y,g,9.38,,-1,e,w,,0,57.54076175,-98.10755783
4569,p,x,f,y,6.3,f,-1,e,w,o,2,57.98421393,-97.66659209
4570,e,f,f,e,1.91,f,-1,t,w,o,6,57.5779388,-99.42573733
4571,p,x,y,y,0.74,f,-1,e,w,o,0,57.21924788,-95.77458236
4572,p,f,f,g,1.98,f,-1,e,w,o,13,57.44865318,-98.7604295
4573,p,x,y,g,10.55,f,-1,e,w,o,-1,57.20651156,-98.95687141
4574,p,f,y,g,-1.3,f,-1,e,w,o,-3,57.46785884,-99.53137285
4575,p,f,f,g,0.82,f,-1,e,w,o,5,57.40632596,-96.05137647
4576,p,f,f,g,-3.52,f,-1,e,w,o,-1,57.60071806,-98.51568089
4577,p,f,f,g,7.32,f,-1,e,w,o,6,57.40028071,-98.00819518
4578,p,f,y,g,3.63,f,-1,e,w,o,-3,57.12370209,-98.83984038
4579,p,f,f,y,8.93,f,,e,w,o,3,57.30460968,-98.65463585
4580,p,x,f,y,7.82,f,-1,e,w,o,-2,57.62129941,-96.76600725
4581,p,x,y,g,12.61,f,-1,e,w,o,1,57.74050884,-97.94341199
4582,p,x,y,g,3.03,f,,e,w,o,3,10,-98.57042222
4583,p,x,f,w,1.53,f,,e,w,o,7,10,-97.66295274
4584,p,f,f,g,-1.05,f,-1,e,w,o,-3,57.77072563,-97.98196479
4585,p,x,f,y,5.68,f,-1,e,w,o,6,57.54874345,-98.48887575
4586,p,f,y,g,0.5,f,-1,e,w,o,-4,57.36336741,-98.49096179
4587,p,x,f,y,1.72,f,-1,e,w,o,0,57.50548924,-97.75378133
4588,p,f,y,g,2.14,f,-1,e,w,o,5,57.25945545,-97.6657885
4589,p,f,y,g,-2.49,f,-1,e,w,o,2,57.66259204,-97.38712022
4590,p,f,f,y,0.93,f,-1,e,w,o,1,57.63603328,-96.85603598
4591,p,x,y,g,0.8,f,-1,e,w,o,4,57.7126354,-99.38913588
4592,p,f,y,y,3.66,f,-1,e,w,o,-3,57.55887897,-98.56631971
4593,p,f,f,y,9.49,f,-1,e,w,o,3,57.36544033,-97.17670149
4594,p,x,f,y,6.63,f,-1,e,w,o,4,58.00963207,-96.72810963
4595,p,f,f,y,9.52,f,-1,e,w,o,4,57.41391391,-97.98321849
4596,p,x,y,y,1.75,f,,e,w,o,2,57.53705924,-98.89387419
4597,p,f,f,y,7.04,f,-1,e,w,o,-1,57.87583158,-98.91208455
4598,p,x,f,y,-1.87,f,-1,,w,o,-7,57.03062764,-97.52636874
4599,p,f,y,g,3,f,-1,e,w,o,1,57.57936253,-98.20159042
4600,p,f,f,g,7.26,f,-1,e,w,o,0,57.61670951,-98.42008889
4601,p,f,f,y,1.59,f,-1,e,w,o,11,57.47039097,-97.699183
4602,p,f,f,g,-1.52,f,-1,e,w,o,0,57.29876858,-98.50310407
4603,p,f,f,g,4.71,f,-1,e,w,o,4,57.00208674,-98.10870314
4604,p,f,f,y,6.06,f,-1,e,w,o,4,57.47256773,-97.12471678
4605,p,x,y,y,7.85,f,-1,e,w,o,5,57.72919413,-97.84098211
4606,p,x,y,y,5.43,f,-1,e,w,o,10,57.62869476,-98.02031489
4607,p,f,f,y,2.96,,-1,e,w,o,-1,57.41480168,-97.5664586
4608,p,x,y,y,5.47,f,-1,e,w,o,0,57.55790321,-100.0369157
4609,p,x,y,y,9.76,f,-1,e,w,o,8,57.2106525,-97.47424586
4610,p,x,y,n,9.63,f,-1,t,w,o,9,57.13080418,-97.88569827
4611,e,f,y,b,0.71,f,-1,e,w,t,12,57.55030641,-98.51017156
4612,p,x,f,y,5.69,f,-1,e,w,o,-4,57.642031,-97.37278023
