sample,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,kind
2885,6.9,0.4,1.8,10.6,0.033,,87,medium,3.15,0.45,12.8,6,white
2886,6.6,0.41,1.55,1.6,0.042,118,101,low,3.13,,10.5,5,white
2887,6.4,0.2,1.4,2.5,0.032,126,84,low,3.31,,11.5,5,white
2888,8.5,0.22,1.36,0.7,0.04,93,25,low,3.04,0.37,10.5,4,white
2889,8.4,0.36,2.16,11.1,0.032,143,132,medium,2.95,0.39,13,6,white
2890,,0.285,2.32,5.15,0.035,,138,low,3.19,0.34,12.4,8,white
2891,6.9,0.2,1.8,4.7,0.041,156,148,medium,3.16,0.35,10.2,6,white
2892,6.7,0.42,2.3,9.7,0.054,167,234,very high,3.23,0.5,9,5,white
2893,6.2,,,1.7,0.038,227,153,,3.33,0.86,12,7,white
2894,6.4,0.125,2.52,1.4,0.044,162,68,low,3.15,0.5,11.7,7,white
2895,6.4,0.44,1.3,2,0.054,120,180,high,3.58,0.57,10,5,white
2896,7,0.31,1.95,7.5,0.055,140,218,high,3.37,0.54,10.3,5,white
2897,6.7,0.42,2.3,9.7,0.054,167,234,very high,3.23,0.5,9,5,white
2898,8.6,0.18,1.4,0.8,0.032,125,78,low,2.99,,11.1,5,white
2899,6.2,0.21,1.3,13.1,0.05,161,150,very high,3.31,0.46,9,5,white
2900,6.1,0.16,2.22,1.1,0.031,155,97,low,3.4,,10.5,6,white
2901,6.5,0.22,2.24,2.2,0.028,178,92,low,3.27,0.59,11.9,7,white
2902,6.2,0.36,0.7,8.9,0.036,136,155,high,3.27,0.5,9.4,5,white
2903,5.7,0.21,1.5,1.1,0.035,148,81,low,3.31,,11.4,6,white
2904,6.4,0.25,2.24,0.9,0.034,182,114,low,3.31,,10.8,7,white
2905,7.6,0.31,1.3,1.7,0.073,134,157,medium,3.1,0.46,9.8,5,white
2906,6.6,0.26,2.3,6.9,0.047,155,183,,3.2,0.45,9.3,5,white
2907,5.7,0.21,1.5,1.1,0.035,142,81,low,3.31,0.52,11.4,6,white
2908,,0.2,1.86,1,0.031,142,73,low,3.24,0.52,11.3,6,white
2909,6.2,0.18,1.8,1,0.031,143,73,low,3.23,0.52,11.3,6,white
2910,6.1,0.37,1,7.6,0.031,145,170,,3.22,0.48,9.5,5,white
2911,6.2,0.36,0.7,8.9,0.036,138,155,high,3.27,0.5,9.4,5,white
2912,6.5,0.22,2.24,2.2,0.028,,92,low,3.27,0.59,11.9,7,white
2913,7.7,,1.5,1.2,0.046,153,199,medium,3.03,0.38,9.3,5,white
2914,6.9,0.14,2.28,1,0.041,140,81,low,3.03,,11.4,6,white
2915,6.9,0.14,2.28,1,0.041,142,81,low,3.03,0.54,11.4,6,white
2916,6,0.44,1.56,3.1,0.053,179,128,low,3.22,0.39,12.7,6,white
2917,7.1,0.36,2.8,1.95,0.033,170,118,low,3.2,0.45,13.5,7,white
2918,5.7,0.28,1.68,2.2,0.019,137,65,low,3.06,0.52,11.2,6,white
2919,6.4,0.16,1.6,8.75,0.038,138,118,medium,3.19,,10.7,5,white
2920,7.4,0.28,1.6,11.9,0.032,95,92,high,3.01,0.46,10.8,4,white
2921,6.7,0.39,1.86,2.7,0.054,147,202,medium,3.46,0.57,10.5,6,white
2922,6.5,0.44,3.76,5.45,0.014,208,137,low,3.13,0.32,13,8,white
2923,6.9,0.22,1.86,,0.029,163,131,medium,3.08,0.49,10.8,6,white
2924,6.6,0.22,1.74,14.4,0.046,157,118,very high,3.05,0.5,9.1,6,white
2925,,0.25,,7.8,0.038,169,196,high,3.1,0.5,10.1,5,white
2926,5.2,0.155,2.64,1.6,0.028,173,59,low,3.3,0.84,11.9,8,white
2927,7,,2.17,9.1,0.036,193,140,low,2.98,,12,7,white
2928,7,0.31,2.17,9.1,0.036,185,140,low,2.98,0.31,12,7,white
2929,6.6,0.22,1.74,14.4,0.046,165,118,very high,3.05,0.5,9.1,6,white
2930,5.6,0.21,3.2,1.3,0.041,247,147,low,3.22,0.95,11.6,8,white
2931,5.2,,2.64,1.6,0.028,175,59,low,3.3,0.84,11.9,8,white
2932,6.4,0.25,1.92,11.3,0.038,187,192,high,3.14,0.5,10.2,6,white
2933,6.9,0.22,1.86,6.3,0.029,159,131,medium,3.08,0.49,10.8,6,white
2934,5.3,0.21,1.45,0.7,0.028,113,66,low,3.3,0.4,9.8,5,white
2935,7.1,0.27,1.12,,0.023,83,89,low,2.95,,11.4,4,white
2936,,0.17,1.35,0.7,0.03,113,68,low,3.3,0.41,9.8,5,white
2937,7.7,0.25,1.5,7.8,0.038,169,196,high,3.1,0.5,10.1,5,white
2938,7,0.12,2.32,10.3,0.039,201,98,high,3.19,,9.8,8,white
2939,7,0.12,2.32,10.3,0.039,197,98,high,3.19,0.38,9.8,8,white
2940,7.1,0.29,2.04,7.8,0.036,169,128,medium,3.21,0.4,10.7,6,white
2941,7.2,0.3,,8.7,0.022,114,111,high,3.11,0.61,10.6,5,white
2942,6.8,0.26,2.3,8.3,0.037,147,173,high,3.17,0.47,9.3,5,white
2943,7,0.12,2.32,10.3,0.039,199,98,high,3.19,0.38,9.8,8,white
2944,7.1,0.29,2.04,7.8,0.036,167,128,medium,3.21,0.4,10.7,6,white
2945,4.9,0.33,2.48,1.2,0.016,195,150,low,3.33,0.59,14,8,white
2946,5.1,0.29,1.68,8.3,0.026,141,107,medium,3.36,0.37,11,6,white
2947,5.1,0.29,1.68,8.3,0.026,147,107,medium,3.36,0.37,11,6,white
2948,6.8,0.26,2.88,6.2,0.049,177,182,high,3.21,0.45,9.4,6,white
2949,6,0.28,3.12,5,0.078,148,139,high,3.1,0.36,9,6,white
2950,6,0.28,1.25,1.8,0.042,106,108,medium,3.08,0.55,9,5,white
2951,7.2,0.2,1.1,1.6,0.044,117,101,medium,3.37,0.53,10,5,white
2952,6.1,0.27,1.25,1.8,0.041,111,109,medium,3.08,0.54,9,5,white
2953,6,0.28,1.25,1.8,0.042,104,108,medium,3.08,0.55,9,5,white
2954,6.4,0.29,2.1,2.9,0.036,161,79,low,3.29,,12.4,7,white
2955,7.4,0.35,1.2,6,0.042,124,123,medium,3.14,0.44,11.3,5,white
2956,8.1,0.12,2.28,0.9,0.034,154,86,low,2.8,0.55,12,6,white
2957,6.4,0.12,1.8,1.1,0.031,157,94,low,3.01,0.56,11.7,6,white
2958,7.2,0.2,1.1,1.6,0.044,115,101,medium,3.37,0.53,10,5,white
2959,7.3,0.4,1.82,5.45,0.016,158,90,low,2.84,0.54,13.2,7,white
2960,7.7,0.11,2.38,14.05,0.04,181,114,high,3.07,,11,7,white
2961,6.9,0.23,2.46,8,0.03,150,114,medium,3.22,0.54,11,6,white
2962,6.9,0.38,1.9,13.1,0.112,114,94,very high,3.02,0.48,9.2,5,white
2963,,0.38,2.03,4.9,0.021,176,113,low,3.08,0.48,13,7,white
2964,5.8,0.19,1.2,1.3,0.044,142,128,medium,3.77,0.6,10.6,5,white
2965,5.5,0.34,2.08,2.2,0.021,191,119,low,3.55,0.49,13,8,white
2966,6.6,0.23,1.8,14.9,0.051,153,118,very high,3.04,0.54,9,6,white
2967,6.6,0.23,1.8,14.9,0.051,151,118,very high,3.04,0.54,9,6,white
2968,8.4,0.31,1.55,0.95,0.021,152,148,low,2.93,,11.5,5,white
2969,6.7,0.2,1.8,1.4,0.025,137,76,low,3.11,0.44,11,6,white
2970,8.4,0.31,1.55,0.95,0.021,146,148,low,2.93,0.32,11.5,5,white
2971,7.3,0.26,1.2,1.7,0.05,108,112,medium,3.11,0.43,9.9,5,white
2972,6.3,,1.32,5.6,0.039,147,128,medium,3.12,0.46,10.4,6,white
2973,6.6,,1.8,14.9,0.051,157,118,very high,3.04,0.54,9,6,white
2974,7.5,0.19,2.4,7.1,0.056,172,110,high,3.06,0.52,9.9,6,white
2975,8,0.14,1.98,1.2,0.045,193,162,low,3.07,0.47,11,6,white
2976,6.8,0.32,2.34,9.6,0.026,154,124,medium,3.18,0.35,12.1,6,white
2977,6.6,0.23,1.2,11.4,0.044,163,131,high,2.96,0.51,9.7,6,white
2978,6.6,0.23,1.2,11.4,0.044,163,131,high,2.96,0.51,9.7,6,white
2979,6.7,0.36,1.82,7.9,0.034,181,123,low,2.99,0.3,12.2,7,white
2980,6.1,0.38,2.94,5,0.016,171,113,low,3.15,0.31,12.4,7,white
2981,8.5,0.23,1.96,11.1,0.033,170,97,high,3.03,0.39,10.5,7,white
2982,7,,1.86,8,0.05,153,213,high,3.28,0.57,10.4,6,white
2983,6,0.26,1.92,3.8,0.029,168,180,low,3.15,0.34,12,6,white
2984,6.9,0.3,1.8,10.55,0.037,120,28,low,3.07,,12.7,6,white
2985,6.7,0.18,1.96,10.2,0.039,169,115,medium,3.11,0.45,10.9,7,white
2986,6.7,,1.96,10.2,0.039,171,115,medium,3.11,0.45,10.9,7,white
2987,6.8,0.18,1.96,9.8,0.039,167,113,medium,3.11,0.45,10.9,7,white
2988,7.2,,2.17,6.3,0.034,161,103,medium,3.15,0.52,11.4,7,white
2989,6.2,0.16,,1.1,0.036,194,184,low,3.22,0.41,11,6,white
2990,5,0.27,2.24,4.5,0.032,200,178,low,3.45,0.31,12.6,7,white
2991,,0.37,1.96,6.3,0.034,189,152,low,3.29,0.46,11.6,7,white
2992,6.6,0.2,1.89,10.9,0.038,169,130,high,3.11,,10.5,7,white
2993,6.8,0.18,1.96,9.8,0.039,171,113,medium,3.11,,10.9,7,white
2994,6.8,0.18,1.96,9.8,0.039,171,113,medium,3.11,0.45,10.9,7,white
2995,6.6,0.28,2.04,0.8,0.037,164,119,low,3.03,0.37,12.5,6,white
2996,6.5,0.35,2.88,0.8,0.034,192,111,low,3.11,0.5,12.1,8,white
2997,6.9,0.25,1.98,1.2,0.035,157,158,low,3.02,0.58,11.3,6,white
2998,6,0.32,2.1,1.3,0.025,156,112,low,3.07,0.64,13.3,7,white
2999,,0.18,1.96,9.8,0.039,169,113,medium,3.11,0.45,10.9,7,white
3000,6.7,0.18,1.96,10.2,0.039,171,115,medium,3.11,0.45,10.9,7,white
3001,6.6,0.2,1.89,10.9,0.038,163,130,high,3.11,0.44,10.5,7,white
3002,6.3,0.37,1.96,6.3,0.034,187,152,low,3.29,,11.6,7,white
3003,7.2,0.19,2.17,6.3,0.034,159,103,medium,3.15,0.52,11.4,7,white
3004,6.3,0.18,2.16,1.2,0.034,146,111,low,3.16,0.51,11,6,white
3005,6.9,0.3,2.16,0.9,0.037,164,156,low,3.08,0.36,12.1,6,white
3006,6.2,,1.92,1.1,0.036,188,184,low,3.22,0.41,11,6,white
3007,5,0.27,2.24,4.5,0.032,196,178,low,3.45,0.31,12.6,7,white
3008,,0.3,2.31,3.7,0.03,188,173,low,3.36,,13,7,white
3009,6.5,0.2,3,18.1,0.054,168,221,very high,2.94,0.64,8.8,6,white
3010,6.7,0.25,1.55,1.35,0.061,130.5,218,medium,3.16,0.53,9.5,5,white
3011,6.6,0.22,2.16,5.5,0.029,154,105,low,3.2,0.47,11.8,6,white
3012,6.8,0.25,2.22,3.1,0.026,149,93,low,3.14,,12.2,6,white
3013,7,0.13,2.22,12.85,0.042,152,105,high,3.05,0.55,10.7,6,white
3014,7,0.45,2.04,19.8,0.04,136,67,very high,3.07,0.38,11,6,white
3015,7.2,0.32,1.8,8.25,0.02,134,104,medium,2.99,,11.4,6,white
3016,7,0.13,2.22,12.85,0.042,156,105,high,3.05,0.55,10.7,6,white
3017,5.9,0.34,1.8,3.8,0.035,181,135,low,3.09,0.34,12,6,white
3018,6.8,0.22,2.48,6.9,0.037,197,121,low,3.02,0.39,11.9,8,white
3019,7.2,0.32,1.8,8.25,0.02,134,104,medium,2.99,0.44,11.4,6,white
3020,8.4,0.32,2.1,11.7,0.029,117,46,medium,3.02,0.34,11.8,6,white
3021,6.8,0.27,1.16,4.6,0.046,90,88,medium,3.34,,10.6,4,white
3022,,0.74,1.05,4,0.05,128,133,medium,3.06,0.38,9.7,5,
3023,7,0.45,2.04,19.8,0.04,130,67,very high,3.07,,11,6,white
3024,7,0.13,2.22,12.85,0.042,152,105,high,3.05,0.55,10.7,6,white
3025,5.4,0.22,2.03,1.2,0.045,209,152,low,3.76,,11,7,white
3026,8.4,0.22,1.8,8.9,0.024,137,118,medium,2.99,,10.5,6,
3027,7.4,0.32,1.1,11.7,0.035,140,150,high,3.1,0.45,10.4,5,white
3028,7.5,0.18,2.22,6.2,0.05,143,138,high,3.2,0.55,10.5,6,white
3029,7.1,0.47,2.32,14.8,0.024,184,142,high,3.12,0.48,12,8,white
3030,7.1,0.47,2.32,14.8,0.024,180,142,high,3.12,0.48,12,8,white
3031,5.8,0.19,1.5,10.8,0.042,147,124,high,3.22,0.41,9.2,6,white
3032,6.7,0.14,2.3,1.6,0.036,,92,medium,3.37,0.49,10.9,5,white
3033,6.8,0.24,2.28,8.3,0.045,170,185,high,3.15,0.5,9.5,6,white
3034,6.9,0.25,2.82,8.4,0.042,152,156,high,3.15,0.55,9.4,6,white
3035,6,0.24,2.31,2.5,0.026,177,85,low,3.13,,11.3,7,white
3036,6.8,0.29,1.7,3.5,0.054,128,189,medium,3.42,0.58,10.4,5,white
3037,6.3,0.33,2.52,17.2,0.037,183,170,very high,3.26,0.57,9.4,6,white
3038,6.5,,2.7,2.1,0.027,163,104,low,3.02,,11.3,6,white
3039,6.3,0.27,1.74,12.2,0.044,179,196,very high,3.14,0.4,8.8,6,white
3040,6.3,0.2,1.85,11.8,0.045,158,130,high,3.2,0.35,10.8,5,white
3041,6.2,0.33,2.46,16.8,0.037,180,173,very high,3.25,0.57,9.4,6,white
3042,6.3,0.33,2.52,17.2,0.037,177,170,very high,3.26,0.57,9.4,6,white
3043,7.2,0.21,6,1.1,0.154,162,114,medium,2.95,0.43,9.2,6,
3044,6,,,14.7,0.044,137,144,high,3.12,0.53,10.3,6,white
3045,5.7,0.12,1.56,5.5,0.034,139,99,medium,3.09,0.57,9.9,6,white
3046,6.9,0.24,2.22,6.1,0.027,158,112,low,3.19,0.34,12.4,6,white
3047,7.7,0.18,2.65,1.2,0.041,,167,low,3.11,0.44,11.9,5,white
3048,7.1,0.17,2.58,1.3,0.023,151,132,low,3.11,0.56,11.7,6,white
3049,7.5,0.33,1.9,8.7,0.126,153,199,very high,2.98,0.57,9.4,5,white
3050,6.2,0.255,0.96,1.7,0.039,216.5,272,medium,3.53,0.53,9.6,4,white
3051,7.5,0.33,1.9,8.7,0.126,147,199,very high,2.98,,9.4,5,white
3052,5.6,0.2,4.62,10.2,0.043,220,175,medium,2.98,0.43,10.4,7,
3053,7.6,0.17,1.8,4.5,0.042,122,102,medium,3.09,0.47,9.5,5,white
3054,5.8,0.15,1.86,5.9,0.036,129,73,low,3.2,0.43,11.9,6,white
3055,6.3,0.25,2.64,1.7,0.024,154,116,low,3.18,0.4,12.5,6,white
3056,6.9,0.28,2.05,1.4,0.016,104,55,low,3.16,0.4,13.4,5,white
3057,7.2,0.27,1.85,5.4,0.026,123,114,low,3.13,0.84,12.7,5,white
3058,6.2,0.25,1.9,7.9,0.045,152,208,high,3.17,0.46,9.1,5,white
3059,8.5,0.19,2.88,1.1,0.026,143,58,low,2.9,0.5,10.5,6,white
3060,6.2,,2.7,7,0.046,154,176,medium,3.19,0.7,10.4,5,white
3061,,0.25,2.7,7,0.046,158,176,medium,3.19,0.7,10.4,5,white
3062,6.8,,3.44,7.6,0.03,190,110,low,3.08,0.59,12.5,8,white
3063,6.2,0.25,2.7,7,0.046,158,176,medium,3.19,0.7,10.4,5,white
3064,7.4,0.21,4,12.3,0.038,181,183,very high,2.95,0.48,9,5,white
3065,7,0.15,2.28,15.3,0.045,176,120,very high,3.18,0.42,9.8,6,white
3066,7.4,0.21,4,12.3,0.038,177,183,very high,2.95,0.48,9,5,white
3067,7.3,0.28,1.68,1.2,0.033,107,142,low,3.17,0.43,10.7,4,white
3068,6.1,0.18,2.28,2.3,0.033,150,111,low,3.16,,12.4,6,white
3069,7,0.53,3.44,6.1,0.029,,76,low,3.08,0.5,12.5,8,white
3070,6.8,0.28,3.44,7.6,0.03,186,110,low,3.08,,12.5,8,white
3071,6.5,0.36,2.66,10.2,0.028,156,82,medium,3.1,0.43,12.1,7,white
3072,7.5,0.25,2.82,4.1,0.041,217,163,low,2.92,,11.3,6,white
3073,6.7,,2.05,2.9,0.039,148,122,low,3.25,0.43,12,5,white
3074,6.6,0.25,1.65,8.5,0.042,129,141,high,3.28,0.6,10.4,5,white
3075,6.4,,2.8,1.5,0.042,167,87,low,3.11,0.46,12.2,7,white
3076,6.3,0.28,1.5,3.1,0.039,126,115,medium,3.05,0.43,8.6,5,
3077,6.2,0.25,1.9,7.9,0.045,156,208,high,3.17,0.46,9.1,5,white
3078,7.1,0.28,1.75,3.5,0.028,137,91,low,2.96,0.33,12.1,5,white
3079,6.6,0.35,1.7,4.9,0.032,107,125,medium,3.32,,12,5,white
3080,8.5,0.19,2.88,1.1,0.026,139,58,low,2.9,0.5,10.5,6,white
3081,6.2,0.25,2.7,7,0.046,160,176,medium,3.19,,10.4,5,white
3082,6,0.35,3.06,1.2,0.029,136,102,low,3.46,0.42,11.9,6,white
3083,5.8,0.31,2.24,4.5,0.024,166,94,low,3.25,0.52,13.7,7,white
3084,,0.17,2.1,,0.03,151,78,,3.22,0.72,11.3,6,
3085,8.5,0.23,2.4,9.9,0.036,140,88,high,3.02,0.42,10.5,6,white
3086,5.8,0.31,2.24,4.5,0.024,168,94,low,3.25,,13.7,7,white
3087,6.1,0.2,1.02,9.5,0.041,106,201,high,3.14,0.44,10.1,3,white
3088,6.3,0.37,2.22,1.5,0.024,130,76,low,2.94,0.39,12.3,6,white
3089,6.2,0.36,2.66,3.2,0.031,158,89,low,3.06,0.33,12,7,
3090,6.6,0.17,2.1,2.6,0.03,153,78,low,3.22,0.72,11.3,6,white
3091,,,2.82,11.2,0.04,183,183,high,3.12,,9.5,6,
3092,7.6,0.27,3.12,3.2,0.043,148,152,low,3.02,0.53,11.4,6,white
3093,7,0.25,3.15,2.3,0.045,182,118,low,3.16,0.48,11.9,7,white
3094,9.7,0.24,2.94,4.9,0.032,125,18,medium,2.85,0.54,10,6,white
3095,9.7,0.24,2.94,4.9,0.032,125,18,medium,2.85,0.54,10,6,white
3096,6.8,0.13,2.73,1.4,0.034,155,102,low,3.23,0.6,11.3,7,white
3097,6.6,0.78,2.5,,0.045,130,133,low,3.25,,11.7,5,
3098,5.1,0.33,1.89,6.7,0.022,186,129,low,3.36,0.39,11,7,white
3099,6.7,0.34,2.8,2.1,0.033,172,111,low,2.97,0.48,12.2,7,white
3100,6.7,0.14,3.57,4.3,0.028,197,124,low,2.91,0.54,10.7,7,white
3101,,,2.04,10.9,0.038,145,84,medium,3.11,0.34,10.9,6,
3102,6.5,0.29,1.56,7,0.04,142,113,medium,3.17,0.38,10.2,6,white
3103,7,0.25,3.15,2.3,0.045,176,118,low,3.16,0.48,11.9,7,white
3104,7.6,0.21,2.45,2.5,0.047,120,130,low,3.15,0.48,11.1,5,white
3105,7.7,0.26,3.06,2.6,0.045,148,159,low,3,0.5,11.2,6,white
3106,7.6,0.27,3.12,3.2,0.043,152,152,low,3.02,0.53,11.4,6,
3107,,0.25,2.94,2.5,0.047,149,169,medium,3.07,0.57,10.6,6,white
3108,7.6,0.35,2.3,14.7,0.047,133,151,very high,3.03,0.53,10.3,5,white
3109,6.9,0.3,1.44,4.5,0.054,113,203,high,3.4,0.57,10.4,4,white
3110,6.7,0.24,2.76,2.2,0.033,141,111,low,3.1,0.62,11.9,6,white
3111,6.5,0.23,2.73,1.9,0.036,177,98,low,3.19,,11.9,7,white
3112,7.6,0.23,1.7,1.6,0.043,120,129,medium,3.12,0.7,10.4,5,
3113,6.5,0.24,2.34,17.3,0.052,138,126,very high,3.11,0.47,9.2,6,
3114,6.3,0.17,1.92,4.2,0.04,155,117,low,3.24,0.43,11.3,6,white
3115,6.3,0.17,1.92,4.2,0.04,161,117,low,3.24,0.43,11.3,6,white
3116,6.7,,2.59,2.5,0.034,175,89,low,3.25,0.5,11,7,white
3117,6.5,0.23,2.73,1.9,0.036,183,98,low,3.19,0.43,11.9,7,white
3118,5.9,0.28,2.73,1.4,0.031,185,147,low,3.08,0.64,12.9,7,white
3119,5.9,0.19,1.85,0.8,0.027,103,21,low,3.09,0.31,10.8,5,white
3120,6.2,,2.52,8,0.049,,206,high,3.16,0.47,9.1,6,white
3121,7.6,0.23,1.7,1.6,0.043,126,129,medium,3.12,0.7,10.4,5,white
3122,5.6,0.18,1.62,1.7,0.03,151,103,low,3.35,0.37,12.9,6,white
3123,5.5,0.18,1.1,5.5,0.037,108,86,low,3.46,0.44,12.2,5,white
3124,6.5,0.24,2.34,17.3,0.052,148,126,very high,3.11,0.47,9.2,6,white
3125,,,1.9,8.6,0.052,139,150,high,3.06,0.46,10.3,5,white
3126,7.2,0.17,2.59,6.9,0.059,187,128,medium,3.08,0.46,11,7,white
3127,7.6,0.3,1.9,2.1,0.043,112,98,medium,3.17,0.65,11,5,white
3128,,0.24,1.26,2.2,0.039,147,100,low,3.69,0.62,11.7,6,white
3129,6.1,0.21,2.28,1.5,0.039,159,122,low,3.2,0.43,12,6,white
3130,,0.33,2.28,2.5,0.047,154,148,low,3.17,0.43,12.7,6,white
3131,6.3,0.35,1.3,17.6,0.061,161,198,very high,3.11,0.49,8.8,5,white
3132,6.3,0.17,1.92,4.2,0.04,155,117,low,3.24,0.43,11.3,6,white
3133,6.6,0.25,2.1,2.9,0.034,160,121,low,3.19,0.4,12.8,6,white
3134,6.5,0.16,1.98,4.8,0.043,163,114,low,3.18,0.44,11.2,6,white
3135,6.6,0.39,2.34,11.9,0.057,175,221,very high,3.26,,8.9,6,white
3136,5.6,0.19,1.35,0.9,0.04,154,103,low,3.5,0.39,11.2,5,white
3137,6.2,0.25,2.34,1.3,0.051,162,135,low,3.23,0.4,11.1,6,white
3138,6.9,0.22,2.58,6.4,0.042,156,115,medium,3.05,0.51,10.8,6,white
3139,6.2,0.19,1.74,4.3,0.045,149,126,high,3.18,0.42,9.3,6,white
3140,6.6,0.39,2.34,11.9,0.057,173,221,very high,3.26,0.51,8.9,6,white
3141,5.9,0.33,2.24,8.1,0.038,147,34,low,3.22,0.36,12.7,7,white
3142,,0.17,3,1.3,0.045,157,140,low,3.16,0.4,12,6,white
3143,5.5,0.19,1.35,0.9,0.04,154,103,low,3.5,0.39,11.2,5,white
3144,,0.23,2.16,17.2,0.039,153,130,very high,3.23,0.43,8.8,6,white
3145,6.2,0.23,2.16,17.2,0.039,161,130,very high,3.23,0.43,8.8,6,white
3146,6.2,0.23,2.16,17.2,0.039,159,130,very high,3.23,0.43,8.8,6,white
3147,7.2,0.32,2.4,8.7,0.038,167,154,high,3.2,0.47,,6,white
3148,6.2,0.23,,17.2,0.039,153,130,very high,3.23,0.43,8.8,6,white
3149,7.2,0.32,2.4,8.7,0.038,163,154,high,3.2,0.47,10.4,6,white
3150,5.8,0.39,2.82,7.5,0.027,130,88,low,3.38,0.45,14,6,white
3151,6.2,0.23,2.16,17.2,0.039,159,130,very high,3.23,0.43,8.8,6,
3152,7.6,0.25,7.38,4.6,0.035,169,294,low,3.03,,13.1,6,white
3153,5.8,0.29,1.98,3.7,0.029,150,88,low,3.25,0.42,12.3,6,white
3154,,0.4,2.28,2.2,0.03,158,109,low,3.27,0.46,12.6,6,white
3155,6.8,0.39,2.38,7.4,0.02,180,133,low,3.18,0.44,12,7,white
3156,,0.17,2.1,15.1,0.033,128,124,high,2.87,0.47,9.5,5,white
3157,6.8,0.39,2.38,7.4,0.02,174,133,low,3.18,0.44,12,7,white
3158,7.1,0.36,2.59,4.8,0.019,181,114,low,3.08,0.49,12.7,7,white
3159,6.9,0.19,1.92,7.9,0.042,144,130,medium,3.4,0.39,10.5,6,white
3160,6.5,0.34,2.76,1,0.023,122,80,low,3.15,0.54,12.9,6,white
3161,6.1,0.17,2.1,15.1,0.033,136,124,high,2.87,0.47,9.5,5,white
3162,6.8,0.39,2.38,7.4,0.02,172,133,low,3.18,,12,7,white
3163,7.1,0.36,2.59,4.8,0.019,177,114,low,3.08,0.49,12.7,7,white
3164,7.8,0.3,2.16,4.6,0.024,,198,low,3.06,0.66,11.9,6,white
3165,6.1,0.68,3.12,1.4,0.037,150,123,low,3.24,0.45,12,6,white
3166,5.2,0.34,2.22,6.2,0.031,158,133,low,3.25,0.41,12.5,6,white
3167,5.6,0.28,2.8,6.1,0.034,182,118,low,3.21,0.43,12.1,7,white
3168,6.2,0.19,2.28,5.1,0.019,140,82,low,3.05,0.36,12.5,6,white
3169,5.7,,1.56,6.3,0.043,150,113,medium,3.06,0.58,9.9,6,white
3170,,0.17,2.76,0.9,0.036,179,147,low,3.02,0.41,10.7,6,white
3171,7.3,0.2,2.34,2.3,0.048,144,87,low,2.94,,12,6,white
3172,6.7,0.33,2.88,6.6,0.042,188,116,low,2.97,0.31,12.2,8,white
3173,6.7,0.33,2.72,7.5,0.036,203,124,low,2.99,0.32,12.4,8,white
3174,6.9,,2.8,8.6,0.038,197,125,low,3,0.32,12.4,8,white
3175,7.8,0.21,2.04,11.9,0.039,177,140,high,3.02,0.31,10.3,6,white
3176,7.3,0.2,2.34,2.3,0.048,144,87,low,2.94,0.35,12,6,white
3177,5.6,0.41,1.1,7.1,0.05,146,154,medium,3.3,0.4,10.5,5,white
3178,7.6,0.15,2.1,4.3,0.051,139,98,medium,3.1,0.44,9.5,6,white
3179,8.5,0.2,1.6,1.1,0.046,111,106,low,3,0.35,10.5,4,white
3180,6.5,0.24,2.28,1,0.027,151,90,low,3.24,,12.3,6,white
3181,8.3,0.16,2.22,7.9,0.025,,107,medium,2.93,0.37,11.9,6,white
3182,5.5,0.12,1.65,1,0.038,121,131,low,3.25,0.45,9.8,5,white
3183,6.5,0.24,2.28,1,0.027,149,90,low,3.24,0.36,12.3,6,white
3184,6.2,0.1,2.87,1,0.04,157,76,low,3.14,0.56,11.4,7,white
3185,6.5,0.21,2.4,7.3,0.041,167,115,medium,3.21,0.43,11,6,white
3186,8.7,0.3,2.36,1.7,0.046,92,70,medium,3.06,,10.8,4,white
3187,6.7,,2.59,1.3,0.027,182,125,low,3.24,0.37,12.8,7,white
3188,7,0.17,2.88,6.4,0.055,204,123,medium,3.11,0.5,11,8,white
3189,6.6,,1.65,1.8,0.035,146,148,low,3.15,0.36,10.2,5,white
3190,5.8,0.28,2.1,1.5,0.026,175,114,low,3.32,0.6,12.5,7,white
3191,,0.24,2.64,3.8,0.037,167,146,low,3.06,0.37,11.6,6,white
3192,8.3,0.16,2.22,7.9,0.025,156,107,,2.93,0.37,11.9,6,white
3193,5.5,0.12,1.65,1,0.038,123,131,low,3.25,0.45,9.8,5,white
3194,5.7,0.16,1.6,1.2,0.036,109,89,low,3.26,0.48,11,5,white
3195,,0.21,2.52,5.3,0.037,150,123,medium,3.14,0.52,10.9,6,white
3196,6.4,0.22,2.66,9.1,0.044,177,127,medium,2.97,0.3,11,7,white
3197,7.9,0.34,2.64,6.5,0.027,171,126,low,2.96,0.37,12.5,6,white
3198,6.4,0.22,2.66,9.1,0.044,173,127,medium,2.97,0.3,11,7,white
3199,6.8,0.21,2.8,6.3,0.032,182,121,low,3.18,,12,7,white
3200,5.2,0.31,2.52,5.1,0.031,190,145,low,3.14,0.31,12.4,7,white
3201,7.9,0.34,2.64,6.5,0.027,175,126,low,2.96,0.37,12.5,6,white
3202,5.6,0.42,2.38,2.4,0.022,178,97,low,3.22,0.38,12.8,7,white
3203,6.4,0.22,2.66,9.1,0.044,177,127,medium,2.97,0.3,11,7,white
3204,6.8,,1.7,7.5,0.035,136,177,high,3.33,0.43,9.1,5,white
