measure,year,month,sector,size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source
16860,2007.0,4.0,office,813.0,8,-7.0,20.0,2000.0,23.5,27.4,31.2,7258.46,gas
16861,2008.0,5.0,office,1342.0,6,19.0,5.0,1944.0,22.2,29.8,,4784.23,gas
16862,2010.0,9.0,education,1919.0,3,37.0,6.0,1962.0,20.7,26.2,31.5,10184.36,oil
16863,2009.0,2.0,commercial,284.0,1,172.0,2.0,1976.0,13.2,19.9,24.7,595.33,gas
16864,2006.0,12.0,,349.0,1,55.0,3.0,2003.0,8.2,13.9,21.9,817.92,gas
16865,2008.0,1.0,commercial,184.0,4,-7.0,2.0,1926.0,8.2,13.2,,760.77,oil
16866,2008.0,3.0,education,427.0,4,55.0,1.0,1946.0,18.8,24.0,30.9,381.23,gas
16867,2006.0,4.0,office,821.0,3,51.0,8.0,1993.0,19.6,27.0,34.1,4999.88,oil
16868,,11.0,residential,800.0,7,203.0,2.0,1978.0,14.0,19.1,24.7,2445.63,oil
16869,2009.0,12.0,office,1084.0,8,19.0,24.0,1924.0,8.3,15.0,24.6,11613.54,gas
16870,2005.0,1.0,,599.0,8,337.0,1.0,1948.0,9.4,14.4,19.6,1050.82,oil
16871,2013.0,1.0,factory,342.0,4,172.0,2.0,1984.0,9.5,14.9,23.2,615.64,oil
16872,2012.0,2.0,,464.0,5,55.0,18.0,1947.0,13.4,20.0,,6692.38,oil
16873,2005.0,5.0,factory,1272.0,2,19.0,3.0,1922.0,21.6,28.8,35.3,3878.58,elec
16874,2011.0,2.0,commercial,657.0,5,337.0,1.0,1964.0,13.3,19.2,25.3,1031.21,elec
16875,2007.0,2.0,office,493.0,1,51.0,28.0,1995.0,12.9,19.2,26.2,17006.53,elec
16876,2006.0,2.0,commercial,290.0,2,51.0,4.0,2003.0,13.7,19.6,25.2,2400.92,elec
16877,2013.0,11.0,factory,,2,51.0,1.0,1975.0,13.8,19.6,25.2,519.75,elec
16878,2012.0,7.0,commercial,803.0,6,203.0,4.0,1964.0,24.0,30.8,36.6,2927.42,gas
16879,2012.0,2.0,office,487.0,1,51.0,2.0,1934.0,12.3,19.7,25.3,1115.91,oil
16880,2011.0,9.0,office,649.0,3,172.0,9.0,2008.0,20.3,27.2,34.8,4100.38,oil
16881,2007.0,7.0,residential,982.0,8,55.0,28.0,1959.0,20.7,29.1,37.2,9942.11,gas
16882,2009.0,6.0,commercial,439.0,3,19.0,5.0,1958.0,25.1,30.4,36.1,2049.38,oil
16883,2012.0,9.0,commercial,529.0,8,117.0,2.0,1938.0,23.3,27.8,31.9,562.03,gas
16884,2011.0,12.0,office,623.0,2,172.0,8.0,1974.0,8.0,15.8,22.0,3908.95,gas
16885,2010.0,12.0,factory,368.0,7,-7.0,1.0,,9.3,14.6,18.6,373.26,elec
16886,2008.0,4.0,commercial,1003.0,4,-7.0,6.0,1994.0,21.5,27.6,36.1,6268.35,gas
16887,2012.0,1.0,commercial,932.0,5,117.0,6.0,1958.0,8.0,15.2,22.7,7101.19,gas
16888,2010.0,7.0,commercial,,5,117.0,6.0,1958.0,20.8,30.4,37.6,7580.16,elec
16889,2014.0,6.0,residential,317.0,6,203.0,28.0,1999.0,25.1,30.7,35.9,9394.36,elec
16890,2011.0,9.0,residential,256.0,8,-7.0,19.0,2005.0,21.3,26.8,32.1,4704.34,elec
16891,2011.0,11.0,commercial,425.0,8,117.0,3.0,1956.0,14.1,19.4,24.6,1918.23,elec
16892,2014.0,7.0,residential,179.0,3,12.0,7.0,1978.0,23.3,30.9,,1193.56,elec
16893,2006.0,3.0,education,187.0,1,172.0,4.0,2002.0,16.7,23.1,,916.75,oil
16894,2013.0,5.0,commercial,488.0,2,55.0,5.0,1995.0,21.8,29.8,36.3,4629.36,elec
16895,2014.0,10.0,commercial,301.0,7,12.0,2.0,1920.0,14.8,22.7,29.8,1112.99,oil
16896,2014.0,9.0,education,439.0,1,19.0,6.0,1989.0,21.1,26.7,32.0,3717.1,elec
16897,2012.0,5.0,commercial,489.0,6,37.0,2.0,1934.0,24.2,30.0,37.9,1067.98,oil
16898,2007.0,7.0,office,,6,37.0,29.0,1952.0,24.6,29.5,36.7,43175.66,elec
16899,2010.0,2.0,factory,379.0,2,117.0,1.0,1973.0,14.4,20.3,25.8,367.71,elec
16900,2005.0,2.0,commercial,547.0,7,203.0,1.0,1979.0,10.7,19.3,25.9,1077.31,oil
16901,2005.0,3.0,,,4,117.0,2.0,1982.0,14.7,23.9,34.4,363.37,gas
16902,2013.0,7.0,office,657.0,5,203.0,24.0,1999.0,24.3,30.1,,10700.16,oil
16903,2012.0,,factory,320.0,8,37.0,3.0,1990.0,20.2,25.4,35.8,369.62,gas
16904,2006.0,6.0,factory,595.0,7,37.0,1.0,1999.0,24.6,30.6,39.2,632.25,elec
16905,2008.0,3.0,commercial,213.0,1,172.0,,1960.0,15.4,24.3,29.9,662.9,oil
16906,2013.0,11.0,residential,163.0,1,12.0,21.0,1989.0,14.5,19.2,28.1,3918.0,oil
16907,2012.0,6.0,factory,1005.0,4,172.0,6.0,1953.0,25.0,29.8,35.7,5850.31,elec
16908,2006.0,9.0,commercial,589.0,2,12.0,2.0,1956.0,16.7,27.1,,1405.94,gas
16909,2008.0,8.0,education,254.0,1,337.0,3.0,1963.0,20.7,27.8,34.8,1126.54,elec
16910,2010.0,9.0,office,286.0,3,55.0,15.0,1937.0,19.9,25.8,,3568.27,oil
16911,2008.0,12.0,,260.0,4,55.0,5.0,1979.0,6.2,15.3,22.8,918.84,gas
16912,2011.0,11.0,,326.0,7,12.0,5.0,1983.0,13.6,19.1,26.6,1673.55,gas
16913,2011.0,5.0,factory,,3,37.0,6.0,2006.0,24.0,30.1,37.0,215.93,gas
16914,2007.0,6.0,commercial,1869.0,5,117.0,4.0,1987.0,26.6,30.2,35.4,9600.62,elec
16915,2007.0,10.0,commercial,553.0,4,12.0,2.0,2001.0,17.7,23.0,26.9,,elec
16916,2011.0,2.0,education,471.0,8,117.0,3.0,2001.0,13.2,19.2,27.6,2205.77,elec
16917,2007.0,8.0,office,1266.0,6,37.0,29.0,1952.0,23.1,29.6,35.0,32932.46,oil
16918,2010.0,2.0,office,373.0,8,203.0,16.0,1940.0,12.6,19.1,25.8,,gas
16919,2008.0,5.0,commercial,657.0,5,337.0,1.0,1964.0,20.5,28.8,33.5,720.54,gas
16920,2006.0,12.0,office,429.0,8,203.0,11.0,1927.0,5.6,14.7,20.7,5809.25,oil
16921,2012.0,7.0,education,420.0,1,12.0,6.0,1925.0,20.0,29.8,38.2,2067.06,gas
16922,2014.0,1.0,factory,371.0,5,-7.0,6.0,1953.0,8.3,14.5,23.1,1948.85,oil
16923,2011.0,7.0,factory,287.0,8,203.0,5.0,1923.0,24.2,29.9,35.9,528.48,gas
16924,2006.0,4.0,commercial,290.0,2,51.0,4.0,2003.0,19.7,27.1,32.2,1323.72,oil
16925,2006.0,2.0,commercial,239.0,7,117.0,6.0,1959.0,12.1,19.7,29.4,1646.13,gas
16926,2008.0,12.0,office,1418.0,5,,20.0,1964.0,6.8,15.1,25.7,22216.37,gas
16927,2009.0,,education,427.0,4,55.0,1.0,1946.0,21.2,28.8,34.4,,oil
16928,2005.0,3.0,education,2447.0,8,19.0,6.0,1943.0,16.5,22.7,27.2,15061.62,oil
16929,2006.0,10.0,education,326.0,7,12.0,5.0,1983.0,19.6,23.8,28.9,1673.55,gas
16930,2010.0,5.0,commercial,215.0,4,37.0,6.0,1981.0,24.6,29.5,34.3,1567.61,gas
16931,2006.0,6.0,commercial,624.0,6,55.0,6.0,1978.0,23.7,30.6,36.2,3574.77,gas
16932,2009.0,9.0,residential,679.0,2,37.0,4.0,1987.0,20.5,26.5,32.1,1992.43,oil
16933,2013.0,7.0,factory,407.0,4,-7.0,4.0,1979.0,25.1,30.6,33.9,950.0,oil
16934,2006.0,12.0,commercial,657.0,2,19.0,5.0,1972.0,7.5,14.4,19.0,5784.95,oil
16935,2007.0,4.0,commercial,657.0,6,-7.0,1.0,1963.0,20.0,26.9,32.0,681.57,oil
16936,2008.0,3.0,commercial,596.0,1,,6.0,1984.0,18.4,23.5,29.9,3585.08,gas
16937,2011.0,2.0,factory,218.0,4,37.0,6.0,1990.0,14.6,19.5,,922.92,elec
16938,2014.0,11.0,commercial,1029.0,5,117.0,4.0,1956.0,13.6,19.1,25.7,5234.81,oil
16939,2013.0,1.0,office,1296.0,3,12.0,20.0,2008.0,5.8,14.3,20.7,1157.07,gas
16940,2006.0,3.0,office,176.0,6,55.0,24.0,1972.0,17.9,23.4,29.2,2847.63,oil
16941,2008.0,3.0,,647.0,7,51.0,6.0,1995.0,16.6,22.8,29.0,4450.65,oil
16942,2005.0,8.0,education,338.0,4,117.0,5.0,2007.0,21.8,29.9,35.6,1320.23,gas
16943,2011.0,7.0,residential,686.0,3,172.0,18.0,1950.0,22.6,30.2,34.3,744.14,gas
16944,2005.0,4.0,office,399.0,5,37.0,15.0,1922.0,19.7,26.4,32.4,6404.91,elec
16945,2010.0,4.0,residential,623.0,1,51.0,26.0,1999.0,20.7,27.8,,13645.2,oil
16946,2009.0,1.0,factory,923.0,8,12.0,3.0,1975.0,7.0,14.1,19.3,2819.06,elec
16947,2008.0,6.0,residential,,2,203.0,19.0,1982.0,25.7,30.6,38.1,3778.55,gas
16948,2007.0,10.0,commercial,912.0,6,172.0,6.0,1951.0,,22.2,,8580.1,elec
16949,2011.0,2.0,office,804.0,1,337.0,18.0,1995.0,7.0,20.3,,16208.64,elec
16950,2012.0,9.0,office,474.0,2,51.0,26.0,1992.0,20.0,26.6,32.3,8825.22,gas
16951,2012.0,3.0,,372.0,6,55.0,3.0,1997.0,17.1,23.1,30.1,1065.56,gas
16952,2014.0,11.0,commercial,213.0,1,172.0,3.0,1960.0,11.9,19.0,24.8,640.62,gas
16953,,8.0,residential,591.0,5,-7.0,,1964.0,25.5,29.5,34.7,8333.49,gas
16954,2011.0,10.0,office,172.0,1,19.0,23.0,1947.0,15.5,23.9,31.2,,gas
16955,2007.0,9.0,residential,350.0,3,19.0,22.0,1963.0,20.4,26.5,33.9,8033.26,elec
16956,2013.0,1.0,office,1218.0,5,172.0,23.0,1959.0,8.1,15.8,21.7,29979.46,elec
16957,2006.0,8.0,residential,1172.0,8,12.0,2.0,1997.0,23.1,29.2,34.3,1398.66,oil
16958,2012.0,4.0,education,861.0,7,19.0,5.0,2003.0,23.0,27.0,32.1,5288.69,oil
16959,2009.0,,education,911.0,5,172.0,1.0,1986.0,8.1,15.3,23.1,1211.69,oil
16960,2013.0,2.0,,243.0,8,19.0,2.0,1983.0,9.9,19.1,25.9,178.98,gas
16961,2009.0,9.0,office,464.0,5,55.0,18.0,1947.0,22.6,26.7,32.6,6198.35,gas
16962,2007.0,8.0,education,156.0,3,-7.0,3.0,1978.0,22.2,29.1,33.2,29.77,gas
16963,2011.0,7.0,commercial,589.0,2,12.0,2.0,1956.0,23.9,30.3,34.5,1556.51,oil
16964,2005.0,9.0,commercial,588.0,2,12.0,4.0,1963.0,22.3,27.0,36.5,4056.73,elec
16965,2010.0,1.0,commercial,252.0,8,337.0,5.0,1976.0,4.5,13.3,20.6,826.82,gas
16966,2007.0,4.0,office,956.0,2,51.0,13.0,2002.0,20.7,27.6,33.4,11729.55,oil
16967,2012.0,12.0,education,565.0,5,117.0,5.0,2006.0,4.3,14.6,21.9,,oil
16968,2008.0,10.0,office,1266.0,6,37.0,29.0,1952.0,16.9,23.4,32.6,,gas
16969,2013.0,12.0,residential,390.0,7,55.0,15.0,1933.0,6.3,15.1,21.8,6781.32,elec
16970,2014.0,10.0,commercial,489.0,6,37.0,2.0,1934.0,19.7,23.7,28.7,1993.56,elec
16971,2014.0,6.0,commercial,932.0,5,117.0,6.0,1958.0,22.0,30.2,,6778.41,gas
16972,2011.0,6.0,office,172.0,1,19.0,23.0,1947.0,25.9,30.3,36.2,2575.36,gas
16973,2005.0,5.0,commercial,,2,12.0,2.0,1956.0,20.3,29.7,35.5,899.8,gas
16974,2014.0,9.0,residential,163.0,1,12.0,21.0,1989.0,20.5,27.1,32.8,3105.35,elec
16975,2012.0,9.0,factory,371.0,5,-7.0,6.0,1953.0,16.4,26.0,35.1,1276.17,elec
16976,2009.0,7.0,factory,497.0,3,51.0,6.0,1957.0,23.8,30.3,38.0,1648.52,oil
16977,2010.0,11.0,education,581.0,7,337.0,5.0,1984.0,10.2,19.0,,5123.6,oil
16978,2013.0,12.0,residential,,6,51.0,13.0,1994.0,6.7,14.2,20.6,2110.91,gas
16979,2008.0,1.0,residential,686.0,3,172.0,18.0,1950.0,9.7,15.5,24.1,11694.01,oil
16980,2008.0,5.0,residential,591.0,5,-7.0,20.0,1964.0,23.3,29.0,,7579.89,oil
16981,2006.0,12.0,commercial,339.0,1,37.0,4.0,2009.0,8.3,14.3,18.3,1606.62,gas
16982,2006.0,8.0,commercial,323.0,1,117.0,5.0,1927.0,23.6,29.7,37.6,2028.12,oil
16983,2007.0,2.0,office,,5,55.0,18.0,1947.0,10.8,19.1,,10214.83,elec
16984,2006.0,4.0,office,,6,19.0,5.0,1944.0,17.1,26.3,30.5,5233.8,oil
16985,2006.0,1.0,residential,239.0,5,37.0,18.0,1998.0,9.2,14.9,20.6,4538.06,elec
16986,2013.0,9.0,education,439.0,1,19.0,6.0,1989.0,20.8,26.7,35.6,2057.68,gas
16987,2009.0,2.0,commercial,1003.0,4,-7.0,6.0,1994.0,15.3,19.4,25.1,5484.81,gas
16988,2013.0,10.0,commercial,334.0,8,37.0,4.0,2001.0,16.1,23.2,,1790.67,oil
16989,2011.0,10.0,commercial,,1,37.0,4.0,2009.0,16.8,22.4,29.9,2033.22,oil
16990,2008.0,2.0,office,1296.0,3,12.0,20.0,2008.0,12.6,19.3,25.2,27433.73,elec
16991,2011.0,8.0,factory,1272.0,2,19.0,,,23.3,28.8,36.4,3525.98,elec
16992,2012.0,11.0,office,813.0,8,-7.0,,2000.0,12.8,18.6,23.9,17473.65,elec
16993,2007.0,1.0,education,1114.0,4,51.0,4.0,1924.0,8.1,15.7,20.7,3481.03,gas
16994,2005.0,1.0,education,480.0,4,51.0,2.0,1951.0,10.3,15.9,22.6,1483.92,oil
16995,2013.0,,education,2447.0,8,19.0,6.0,1943.0,20.2,29.4,35.0,16490.82,oil
16996,2009.0,12.0,education,565.0,5,117.0,5.0,2006.0,8.2,14.6,21.2,,elec
16997,2008.0,6.0,education,439.0,1,19.0,6.0,1989.0,24.5,30.1,34.5,2588.7,oil
16998,2005.0,11.0,education,260.0,4,55.0,5.0,1979.0,12.4,19.2,25.6,2018.02,elec
16999,2011.0,10.0,,317.0,8,51.0,2.0,,14.8,22.1,28.5,1054.26,elec
17000,2009.0,3.0,education,457.0,4,37.0,6.0,1961.0,18.4,23.5,30.0,,gas
17001,2013.0,7.0,education,254.0,1,337.0,3.0,1963.0,,31.9,38.5,921.72,elec
17002,2007.0,6.0,education,608.0,1,203.0,6.0,1950.0,25.4,30.9,36.7,5393.2,elec
17003,2011.0,4.0,education,338.0,4,117.0,5.0,2007.0,22.2,26.5,33.1,3100.41,elec
17004,2011.0,2.0,office,649.0,3,172.0,9.0,2008.0,14.3,20.2,25.9,325.93,gas
17005,2005.0,2.0,commercial,312.0,4,172.0,3.0,1959.0,14.2,18.7,25.5,1849.24,elec
17006,2013.0,5.0,education,187.0,1,172.0,4.0,2002.0,24.7,30.1,37.3,1055.58,elec
17007,2006.0,9.0,commercial,547.0,2,172.0,1.0,1923.0,19.3,26.4,33.2,548.39,gas
17008,2007.0,4.0,commercial,489.0,6,37.0,2.0,1934.0,20.9,27.0,32.7,1121.37,oil
17009,2012.0,,office,423.0,7,37.0,4.0,1991.0,24.5,28.8,34.0,1897.15,oil
17010,2009.0,8.0,office,659.0,7,117.0,22.0,1920.0,22.8,29.2,38.3,12721.99,oil
17011,2010.0,9.0,office,429.0,8,203.0,11.0,1927.0,19.8,26.1,31.0,5338.13,elec
17012,2011.0,4.0,factory,2362.0,6,117.0,6.0,2007.0,15.5,25.5,33.0,6260.48,gas
17013,2010.0,1.0,office,489.0,2,19.0,18.0,2005.0,6.8,14.8,19.3,13012.88,elec
17014,2013.0,7.0,office,1342.0,6,19.0,5.0,1944.0,26.7,31.8,40.4,3536.17,gas
17015,2008.0,9.0,commercial,1265.0,7,117.0,3.0,1971.0,22.9,27.4,31.6,3788.17,gas
17016,2011.0,2.0,residential,256.0,8,-7.0,19.0,2005.0,11.9,19.4,25.6,1758.74,gas
17017,2010.0,6.0,commercial,588.0,2,12.0,4.0,1963.0,23.2,30.4,,2470.26,gas
17018,2007.0,8.0,education,,4,51.0,4.0,1924.0,22.6,29.5,35.8,3149.5,gas
17019,2006.0,1.0,residential,1172.0,8,12.0,2.0,1997.0,6.3,15.2,22.2,1082.98,gas
17020,2013.0,7.0,education,326.0,7,12.0,5.0,1983.0,25.5,31.2,36.9,2288.52,oil
17021,2005.0,1.0,education,837.0,5,203.0,3.0,1934.0,8.5,15.2,19.7,3644.17,oil
17022,2013.0,11.0,commercial,439.0,3,19.0,5.0,1958.0,12.0,18.9,26.1,2942.7,elec
17023,2008.0,8.0,factory,407.0,4,-7.0,4.0,1979.0,24.4,28.7,,1435.9,elec
17024,2008.0,4.0,education,451.0,5,203.0,,1978.0,,26.9,,2757.96,elec
17025,2005.0,9.0,residential,679.0,2,37.0,4.0,,20.4,26.9,35.0,2710.35,elec
17026,2005.0,6.0,residential,460.0,7,55.0,,1967.0,25.1,29.7,35.6,9324.32,oil
17027,2011.0,11.0,office,399.0,5,37.0,15.0,1922.0,,19.9,26.2,7014.9,elec
17028,2008.0,11.0,office,601.0,1,19.0,15.0,1934.0,11.3,20.0,25.4,,elec
17029,2014.0,6.0,factory,641.0,6,337.0,5.0,1963.0,23.7,29.7,38.3,2692.2,elec
17030,2013.0,7.0,education,480.0,4,51.0,2.0,1951.0,25.9,31.8,37.8,943.49,oil
17031,2006.0,5.0,factory,641.0,6,337.0,5.0,1963.0,22.4,29.4,35.1,3769.08,elec
17032,2010.0,7.0,office,1342.0,6,19.0,5.0,1944.0,24.8,30.5,35.8,6280.56,oil
17033,2005.0,3.0,education,565.0,5,117.0,5.0,2006.0,15.9,23.1,28.5,3627.84,elec
17034,2010.0,12.0,office,575.0,4,172.0,14.0,1940.0,7.7,14.6,21.2,5490.1,gas
17035,2012.0,8.0,education,187.0,1,172.0,4.0,2002.0,22.7,29.1,34.7,1005.31,elec
17036,2012.0,10.0,commercial,2080.0,2,117.0,6.0,2006.0,15.7,22.4,29.6,22601.78,elec
17037,2014.0,4.0,office,1249.0,6,12.0,9.0,1940.0,,27.4,32.0,15737.4,elec
17038,2011.0,12.0,residential,464.0,3,12.0,3.0,2001.0,8.2,14.8,22.2,1246.25,oil
17039,2013.0,9.0,education,299.0,6,37.0,5.0,,20.8,27.4,35.3,1679.18,oil
17040,2007.0,4.0,education,,4,203.0,4.0,1927.0,18.9,25.8,32.8,3459.15,gas
17041,2010.0,5.0,commercial,317.0,8,51.0,2.0,1976.0,20.0,28.1,33.7,761.56,oil
17042,2009.0,8.0,residential,179.0,3,12.0,7.0,1978.0,20.0,28.4,33.8,1250.39,elec
17043,2013.0,2.0,office,356.0,1,55.0,25.0,1952.0,14.9,19.6,25.5,6083.6,gas
17044,2007.0,12.0,education,429.0,5,37.0,,1994.0,6.9,15.2,22.2,2957.63,oil
17045,2005.0,10.0,commercial,451.0,2,12.0,2.0,1981.0,17.0,23.3,31.0,1335.07,oil
17046,2009.0,11.0,commercial,372.0,6,55.0,3.0,1997.0,13.8,19.6,26.7,774.95,gas
17047,2012.0,4.0,education,1013.0,4,117.0,6.0,1977.0,20.0,25.8,32.1,9863.86,elec
17048,2005.0,2.0,commercial,339.0,1,37.0,4.0,2009.0,15.8,20.7,24.9,2150.72,oil
17049,2008.0,7.0,commercial,232.0,5,172.0,3.0,1976.0,24.0,30.1,39.0,760.41,oil
17050,2011.0,12.0,residential,313.0,3,-7.0,7.0,1978.0,7.1,15.4,22.7,2287.37,oil
17051,2009.0,1.0,office,943.0,8,37.0,7.0,1925.0,5.1,14.8,23.9,8566.03,oil
17052,2011.0,9.0,factory,320.0,8,37.0,3.0,1990.0,18.8,27.5,31.6,369.62,gas
17053,2005.0,7.0,education,451.0,5,203.0,4.0,1978.0,24.1,30.3,33.9,,oil
17054,2010.0,4.0,factory,2362.0,6,117.0,6.0,2007.0,20.6,26.5,,5271.98,gas
17055,2009.0,1.0,commercial,252.0,8,337.0,5.0,,9.2,15.3,21.0,826.82,gas
17056,2008.0,2.0,education,545.0,5,19.0,4.0,2002.0,13.0,19.5,28.8,2932.85,elec
17057,2007.0,5.0,factory,388.0,2,337.0,1.0,1941.0,22.0,29.6,,212.23,oil
17058,,1.0,factory,,4,172.0,2.0,1984.0,4.1,15.4,23.7,,gas
17059,2011.0,1.0,factory,579.0,7,337.0,1.0,1929.0,8.9,14.9,20.7,402.51,gas
17060,2010.0,8.0,residential,350.0,3,19.0,22.0,1963.0,24.6,30.3,37.8,8731.8,elec
17061,2005.0,3.0,commercial,831.0,8,172.0,2.0,1933.0,,23.6,29.1,2237.26,elec
17062,2006.0,10.0,education,837.0,5,203.0,3.0,1934.0,16.6,23.2,29.7,2236.22,gas
17063,2009.0,,office,582.0,4,37.0,3.0,1975.0,22.5,29.7,34.8,1082.52,gas
17064,2005.0,12.0,office,225.0,6,19.0,23.0,1946.0,9.5,15.1,22.7,3208.5,gas
17065,2006.0,9.0,commercial,488.0,2,55.0,5.0,1995.0,23.0,26.7,33.8,3370.57,oil
17066,,1.0,office,601.0,1,19.0,15.0,1934.0,8.2,14.7,19.0,12621.0,elec
17067,2008.0,7.0,office,623.0,2,172.0,8.0,1974.0,25.9,31.2,,5131.53,oil
17068,2010.0,8.0,office,249.0,6,337.0,3.0,1940.0,20.0,28.5,34.0,878.47,elec
17069,2006.0,12.0,residential,,7,55.0,15.0,1933.0,,14.8,19.9,6442.25,elec
17070,2008.0,2.0,commercial,,4,172.0,3.0,1959.0,13.3,19.5,24.8,1685.22,oil
17071,2013.0,2.0,commercial,339.0,1,12.0,1.0,1926.0,11.9,19.3,25.5,560.26,oil
17072,2009.0,8.0,commercial,439.0,3,19.0,5.0,1958.0,23.4,28.8,33.8,,elec
17073,2012.0,7.0,education,565.0,5,117.0,5.0,2006.0,23.9,30.0,,2300.45,oil
17074,2009.0,5.0,factory,1272.0,2,19.0,3.0,1922.0,24.7,29.9,35.4,2147.07,gas
17075,2006.0,4.0,office,804.0,1,337.0,18.0,1995.0,20.3,27.5,33.3,19450.37,elec
17076,2010.0,6.0,factory,268.0,8,37.0,2.0,1963.0,23.3,29.6,35.0,161.51,gas
17077,2014.0,5.0,commercial,260.0,7,337.0,,1929.0,23.8,30.0,35.8,3094.29,elec
17078,2007.0,10.0,office,821.0,3,51.0,8.0,1993.0,19.0,23.8,30.3,403.14,gas
17079,2006.0,2.0,education,1107.0,4,203.0,4.0,1927.0,14.2,19.3,25.2,5959.19,oil
17080,2014.0,3.0,commercial,122.0,6,117.0,1.0,1997.0,17.2,23.5,28.9,127.08,gas
17081,2013.0,11.0,,258.0,3,51.0,9.0,1962.0,12.4,19.7,26.3,116.61,gas
17082,2012.0,3.0,commercial,803.0,6,203.0,,1964.0,15.6,24.1,34.3,5036.42,elec
17083,2008.0,12.0,office,1203.0,8,172.0,17.0,1963.0,7.6,14.2,20.7,,elec
17084,2005.0,2.0,residential,623.0,1,51.0,26.0,1999.0,13.2,19.5,25.4,9490.41,gas
17085,2012.0,1.0,commercial,599.0,8,337.0,1.0,1948.0,8.9,14.6,21.0,985.28,oil
17086,2012.0,10.0,commercial,232.0,5,172.0,3.0,1976.0,16.5,23.2,31.4,1042.76,elec
17087,,12.0,education,420.0,1,,6.0,1925.0,9.2,14.2,20.5,3986.59,oil
17088,2013.0,6.0,education,647.0,7,51.0,6.0,1995.0,24.1,30.1,34.6,3653.58,gas
17089,2010.0,8.0,office,373.0,8,203.0,16.0,1940.0,22.0,28.8,,6751.0,elec
17090,2005.0,8.0,residential,163.0,1,12.0,,1989.0,22.1,27.9,33.0,2883.54,oil
17091,2012.0,5.0,commercial,215.0,4,37.0,,1981.0,23.8,29.4,,1231.69,gas
17092,2008.0,2.0,residential,1024.0,6,203.0,23.0,1967.0,13.4,19.1,25.3,21366.37,elec
17093,2013.0,3.0,education,2447.0,8,19.0,6.0,1943.0,17.0,24.3,30.7,13742.35,oil
17094,2008.0,9.0,commercial,411.0,8,19.0,4.0,1987.0,21.6,26.4,33.1,1974.77,oil
17095,2007.0,6.0,education,254.0,1,337.0,3.0,1963.0,22.9,30.0,36.5,654.8,gas
17096,2005.0,9.0,commercial,252.0,8,337.0,5.0,1976.0,20.9,27.4,34.1,1857.49,oil
17097,2008.0,11.0,education,1013.0,4,117.0,6.0,1977.0,9.0,19.6,25.6,5426.44,gas
17098,2006.0,5.0,commercial,157.0,6,12.0,3.0,1921.0,23.9,29.9,36.1,540.05,oil
17099,2014.0,7.0,office,1266.0,6,37.0,29.0,1952.0,19.6,29.4,37.7,30068.77,oil
17100,2014.0,2.0,office,1210.0,1,117.0,7.0,2004.0,10.6,19.4,24.3,9960.72,elec
17101,2013.0,,education,1114.0,4,51.0,4.0,1924.0,24.8,29.5,37.6,4598.32,oil
17102,2009.0,1.0,commercial,260.0,4,117.0,4.0,2009.0,5.9,14.4,20.1,1883.48,elec
17103,2005.0,7.0,commercial,215.0,4,37.0,6.0,1981.0,23.8,30.7,37.3,1063.73,gas
17104,2014.0,7.0,commercial,365.0,3,203.0,2.0,1963.0,25.5,30.4,38.1,1081.68,elec
17105,2007.0,11.0,commercial,203.0,6,117.0,4.0,1953.0,12.4,20.3,25.2,1107.85,oil
17106,2011.0,4.0,commercial,351.0,3,203.0,5.0,1946.0,18.0,26.7,33.9,150.81,gas
17107,2013.0,5.0,factory,379.0,2,117.0,1.0,1973.0,21.4,30.4,37.2,268.28,oil
17108,2005.0,3.0,office,821.0,3,51.0,8.0,1993.0,17.8,23.3,,6620.54,elec
17109,2012.0,5.0,commercial,553.0,4,12.0,2.0,2001.0,23.9,29.6,35.8,1008.01,gas
17110,2009.0,11.0,education,585.0,8,12.0,3.0,1924.0,12.7,19.6,,2382.31,elec
17111,2013.0,11.0,residential,623.0,8,337.0,26.0,1993.0,13.8,20.1,26.7,14378.06,oil
17112,2009.0,6.0,commercial,529.0,8,117.0,2.0,1938.0,26.3,29.6,,1843.09,elec
17113,2009.0,4.0,commercial,575.0,6,19.0,5.0,1979.0,,27.3,31.7,3368.92,gas
17114,2012.0,10.0,residential,982.0,8,55.0,,1959.0,16.1,23.8,29.8,23794.16,elec
17115,2007.0,8.0,education,320.0,2,203.0,5.0,1944.0,25.3,29.3,34.7,,oil
17116,2006.0,3.0,residential,615.0,2,203.0,7.0,1961.0,16.6,24.2,30.3,3478.74,oil
17117,2009.0,6.0,commercial,213.0,1,172.0,3.0,1960.0,22.0,30.1,38.1,553.27,gas
17118,,10.0,residential,244.0,6,117.0,23.0,1994.0,15.2,22.4,26.8,5447.12,oil
17119,2012.0,11.0,office,331.0,1,55.0,19.0,1964.0,13.4,19.3,25.4,6702.03,oil
17120,2013.0,1.0,commercial,239.0,7,117.0,6.0,1959.0,9.7,14.7,20.8,2844.37,elec
17121,2012.0,12.0,residential,1068.0,1,12.0,11.0,1946.0,7.9,15.2,,8259.78,gas
17122,2013.0,9.0,,331.0,1,55.0,19.0,1964.0,16.3,25.8,32.7,,gas
17123,2009.0,4.0,,323.0,5,117.0,3.0,1963.0,21.0,27.0,32.4,659.21,gas
17124,2012.0,8.0,commercial,941.0,3,117.0,4.0,1954.0,21.1,28.5,33.4,5046.17,elec
