,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group
3483,Male,Yes,65.0,Yes,Artist,1.0,Low,1.0,6.0,6.007000000000001,0.992,3.346,2.049,A
3484,Male,Yes,43.0,Yes,Artist,0.0,Low,4.0,6.0,4.133,6.5489999999999995,11.657,2.313,D
3485,Male,Yes,39.0,Yes,Artist,0.0,Average,2.0,6.0,4.154,4.93,-0.622,2.877,B
3486,Male,Yes,89.0,No,Lawyer,1.0,High,2.0,6.0,3.37,3.263,5.225,1.7790000000000001,B
3487,Female,Yes,37.0,Yes,Entertainment,0.0,Low,2.0,4.0,1.7990000000000002,4.918,0.91,-1.0590000000000002,B
3488,Male,No,29.0,Yes,Healthcare,1.0,Low,2.0,6.0,12.970999999999998,2.8989999999999996,6.727,8.396,D
3490,Male,Yes,88.0,No,Lawyer,1.0,Low,1.0,6.0,8.771,5.129,6.71,2.702,A
3491,Female,Yes,48.0,Yes,Doctor,0.0,Average,2.0,6.0,-3.3139999999999996,-0.48,2.907,4.159,B
3493,Female,Yes,40.0,Yes,Artist,12.0,Average,3.0,6.0,14.802,-0.19,18.207,9.041,C
3494,Male,No,52.0,Yes,Artist,1.0,Low,1.0,6.0,7.125,13.91,17.663,9.808,C
3495,Female,No,25.0,Yes,Healthcare,3.0,Low,5.0,4.0,15.164000000000001,8.152999999999999,-2.0140000000000002,3.9419999999999997,D
3496,Female,No,48.0,Yes,Artist,0.0,Low,2.0,6.0,-0.7709999999999999,5.186,-1.68,-0.41,B
3499,Male,No,43.0,Yes,Artist,11.0,Low,1.0,7.0,4.869,5.071000000000001,2.8280000000000003,6.183,A
3500,Male,Yes,56.0,Yes,Entertainment,0.0,Low,3.0,4.0,5.994,5.152,2.858,2.094,A
3502,Female,No,29.0,Yes,Healthcare,2.0,Low,8.0,5.0,4.265,5.402,3.4189999999999996,2.322,B
3503,Male,Yes,46.0,Yes,Executive,1.0,High,4.0,3.0,-0.647,3.1639999999999997,0.47600000000000003,8.127,B
3504,Male,No,31.0,No,Doctor,1.0,Low,4.0,6.0,14.243,11.362,6.702999999999999,3.322,C
3505,Male,Yes,41.0,Yes,Artist,4.0,Average,2.0,2.0,1.97,1.9080000000000001,3.47,2.855,A
3506,Male,No,27.0,Yes,Artist,0.0,Low,8.0,4.0,3.945,-2.512,5.768,10.994000000000002,D
3507,Male,Yes,56.0,Yes,Entertainment,1.0,Average,3.0,6.0,1.508,6.65,-2.0380000000000003,8.656,B
3508,Male,Yes,32.0,Yes,Homemaker,2.0,Average,2.0,3.0,14.415999999999999,8.724,8.38,10.762,C
3509,Female,Yes,59.0,Yes,Artist,4.0,Average,4.0,7.0,13.020999999999999,12.944,11.786,11.272,C
3510,Female,Yes,87.0,Yes,Artist,0.0,Low,1.0,6.0,13.36,7.805,-0.047,6.692,C
3512,Female,No,59.0,Yes,Artist,1.0,Low,1.0,6.0,8.198,5.178999999999999,13.23,3.4760000000000004,C
3514,Female,Yes,52.0,No,Artist,1.0,Average,3.0,4.0,9.343,6.811,1.111,13.75,C
3515,Female,Yes,61.0,Yes,Artist,1.0,High,2.0,3.0,16.564,3.503,10.472000000000001,17.061,C
3516,Male,Yes,46.0,Yes,Artist,1.0,Low,1.0,6.0,-0.306,1.965,-4.0360000000000005,4.43,B
3517,Female,Yes,46.0,Yes,Engineer,1.0,Average,2.0,6.0,17.098,11.169,11.546,9.907,C
3518,Male,Yes,36.0,Yes,Artist,8.0,Average,2.0,6.0,1.724,3.987,-1.9669999999999999,-1.476,B
3519,Male,Yes,36.0,No,Artist,1.0,Average,4.0,2.0,8.877,-0.365,7.306,6.32,B
3520,Male,Yes,58.0,Yes,Executive,0.0,Average,4.0,6.0,7.17,0.64,5.97,6.516,C
3521,Male,No,25.0,Yes,Artist,2.0,Low,1.0,6.0,5.041,4.061,2.6069999999999998,0.875,A
3522,Male,Yes,65.0,Yes,Artist,7.0,High,2.0,6.0,20.45,12.175,8.441,9.214,C
3523,Female,Yes,89.0,No,Lawyer,1.0,High,3.0,6.0,5.79,3.585,-0.698,4.052,B
3525,Male,No,39.0,Yes,Entertainment,1.0,Low,2.0,6.0,6.281000000000001,5.943,3.912,5.537000000000001,A
3526,Male,Yes,89.0,Yes,Executive,3.0,Low,3.0,6.0,9.991,2.613,3.7060000000000004,3.9389999999999996,A
3528,Female,Yes,47.0,Yes,Artist,0.0,Low,2.0,1.0,-1.79,2.323,0.397,9.09,B
3529,Female,Yes,41.0,Yes,Artist,7.0,Average,2.0,6.0,3.565,2.031,0.877,3.557,B
3530,Male,Yes,66.0,Yes,Entertainment,1.0,Average,3.0,6.0,15.119000000000002,6.949,-0.42200000000000004,10.59,C
3531,Female,No,19.0,No,Entertainment,0.0,Low,4.0,6.0,12.552999999999999,5.6370000000000005,8.716000000000001,3.68,D
3532,Male,Yes,74.0,Yes,Lawyer,1.0,High,2.0,6.0,6.553999999999999,2.8539999999999996,7.756,6.723,A
3534,Male,Yes,50.0,Yes,Artist,1.0,Average,3.0,6.0,18.74,12.779000000000002,-2.6310000000000002,8.433,C
3535,Male,No,23.0,No,Entertainment,1.0,Low,3.0,4.0,6.776,-1.4909999999999999,8.995,10.196,D
3536,Female,Yes,28.0,Yes,Artist,8.0,Low,2.0,6.0,2.154,0.187,3.4139999999999997,2.7430000000000003,B
3537,Male,Yes,59.0,Yes,Executive,11.0,High,3.0,6.0,17.338,9.533,5.864,6.147,C
3538,Female,Yes,42.0,Yes,Doctor,8.0,Low,1.0,6.0,3.759,1.382,1.4680000000000002,3.451,A
3539,Male,Yes,35.0,Yes,Engineer,0.0,Low,2.0,6.0,-0.804,0.163,0.361,4.2780000000000005,B
3540,Male,Yes,56.0,Yes,Artist,8.0,Average,3.0,6.0,16.086,9.052,4.289,4.112,C
3541,Male,Yes,50.0,Yes,Entertainment,1.0,Average,4.0,3.0,5.64,6.221,-2.185,2.351,B
3542,Male,Yes,39.0,Yes,Entertainment,4.0,Average,4.0,6.0,0.442,0.022000000000000002,1.187,2.17,B
3544,Male,Yes,52.0,Yes,Artist,1.0,Average,4.0,3.0,11.625,5.164,12.487,9.628,C
3545,Male,Yes,76.0,Yes,Lawyer,0.0,Low,2.0,6.0,9.216000000000001,4.0360000000000005,5.029,2.7260000000000004,A
3547,Male,No,26.0,No,Doctor,6.0,Low,2.0,6.0,5.2829999999999995,0.983,9.488,8.544,D
3548,Male,Yes,39.0,Yes,Entertainment,9.0,Low,2.0,6.0,7.296,3.6889999999999996,4.104,4.8580000000000005,A
3549,Female,No,18.0,No,Healthcare,8.0,Low,4.0,4.0,12.792,2.955,10.399000000000001,3.2319999999999998,D
3552,Female,Yes,36.0,Yes,Artist,5.0,Low,2.0,4.0,0.503,0.33799999999999997,2.046,5.374,B
3554,Female,Yes,81.0,No,Lawyer,0.0,High,2.0,6.0,6.234,7.532,7.465,3.2710000000000004,A
3555,Female,Yes,37.0,Yes,Artist,9.0,Low,2.0,6.0,6.428999999999999,13.62,17.444000000000003,11.206,C
3556,Female,Yes,47.0,Yes,Artist,1.0,Average,4.0,6.0,10.645999999999999,9.648,3.9160000000000004,1.341,C
3557,Male,Yes,67.0,Yes,Artist,0.0,Low,1.0,3.0,5.462000000000001,1.053,4.004,8.727,B
3558,Female,No,36.0,Yes,Artist,1.0,Low,1.0,6.0,5.72,3.918,6.7860000000000005,1.0659999999999998,A
3559,Female,No,30.0,No,Entertainment,0.0,Low,3.0,6.0,2.7460000000000004,7.919,7.138999999999999,8.668,A
3560,Male,No,40.0,Yes,Doctor,12.0,Low,1.0,2.0,8.673,8.026,8.07,3.102,D
3561,Male,No,19.0,No,Marketing,2.0,Low,4.0,6.0,9.173,10.652999999999999,12.335,9.786,C
3563,Female,Yes,32.0,No,Doctor,1.0,Low,5.0,6.0,2.4,5.574,5.4110000000000005,3.406,A
3564,Male,No,33.0,No,Marketing,1.0,Low,5.0,6.0,13.377,6.675,10.315,13.577,D
3565,Female,No,27.0,Yes,Healthcare,1.0,Low,7.0,2.0,5.778,4.166,7.32,1.7409999999999999,A
3566,Female,Yes,73.0,No,Lawyer,1.0,High,2.0,6.0,6.322,5.407,-0.8690000000000001,4.038,A
3567,Female,Yes,29.0,Yes,Homemaker,1.0,High,2.0,3.0,8.465,9.282,2.805,1.5430000000000001,A
3568,Male,No,28.0,No,Entertainment,0.0,Low,3.0,3.0,7.565,7.938,1.989,2.428,D
3569,Male,No,69.0,No,Engineer,1.0,Low,3.0,4.0,5.494,2.991,-0.379,4.919,A
3571,Male,Yes,43.0,Yes,Marketing,1.0,Low,2.0,7.0,7.367999999999999,1.525,3.608,3.057,D
3572,Male,Yes,73.0,Yes,Artist,0.0,Low,1.0,6.0,6.257000000000001,2.504,1.218,4.516,A
3573,Male,Yes,42.0,Yes,Artist,1.0,Low,2.0,3.0,4.404,6.004,-1.508,-0.006,B
3574,Male,No,32.0,Yes,Healthcare,9.0,Low,2.0,6.0,3.798,3.15,2.583,8.599,D
3575,Male,Yes,53.0,Yes,Executive,1.0,High,5.0,3.0,3.0869999999999997,4.263999999999999,6.792000000000001,3.594,A
3576,Male,Yes,42.0,Yes,Executive,0.0,High,2.0,6.0,-1.8259999999999998,-0.075,2.498,6.397,B
3577,Female,Yes,50.0,No,Artist,9.0,High,2.0,4.0,10.007,3.9739999999999998,7.792999999999999,3.3539999999999996,A
3578,Female,No,19.0,No,Healthcare,3.0,Low,3.0,6.0,6.638,4.27,9.082,12.005,D
3580,Male,Yes,82.0,No,Executive,0.0,High,2.0,6.0,2.125,2.204,-2.313,0.067,B
3582,Male,Yes,27.0,No,Executive,1.0,Low,2.0,4.0,7.803,-2.615,6.973,3.65,D
3583,Male,Yes,38.0,Yes,Doctor,0.0,Average,5.0,6.0,1.359,-6.267,0.579,5.271,B
3584,Female,No,48.0,Yes,Homemaker,1.0,Low,1.0,3.0,3.375,5.641,-2.5869999999999997,2.6689999999999996,B
3585,Male,No,43.0,No,Healthcare,9.0,Low,4.0,6.0,7.849,2.448,6.94,2.7889999999999997,D
3588,Female,Yes,35.0,No,Engineer,2.0,High,4.0,4.0,8.565,3.427,2.708,3.385,D
3589,Female,No,27.0,No,Engineer,6.0,Low,6.0,4.0,4.763999999999999,0.757,9.183,6.4479999999999995,D
3590,Male,Yes,40.0,No,Executive,0.0,Low,3.0,6.0,3.3489999999999998,-0.69,7.417000000000001,-3.673,D
3591,Male,Yes,62.0,Yes,Artist,8.0,Low,1.0,6.0,15.534,4.69,-2.204,11.530999999999999,D
3592,Male,Yes,43.0,Yes,Healthcare,8.0,Low,2.0,6.0,17.605999999999998,14.882,13.442,6.691,C
3593,Male,Yes,67.0,Yes,Entertainment,1.0,Average,3.0,6.0,5.337000000000001,5.586,6.702999999999999,16.558,C
3594,Male,No,38.0,Yes,Artist,0.0,Low,2.0,6.0,7.6370000000000005,5.312,10.99,5.375,C
3595,Female,No,37.0,Yes,Artist,7.0,Low,4.0,4.0,3.68,6.3420000000000005,2.779,1.7919999999999998,A
3597,Male,Yes,61.0,Yes,Entertainment,2.0,Average,4.0,6.0,11.493,11.042,17.749000000000002,10.540999999999999,C
3598,Male,Yes,22.0,No,Entertainment,1.0,Average,3.0,4.0,9.265,9.756,9.299,3.9330000000000003,D
3601,Male,Yes,38.0,Yes,Artist,1.0,Low,6.0,6.0,6.303,6.827999999999999,3.0460000000000003,0.735,A
3602,Female,Yes,36.0,No,Engineer,1.0,Average,4.0,4.0,4.676,1.565,8.094,0.133,D
3603,Female,No,36.0,Yes,Engineer,0.0,Low,1.0,4.0,6.392,4.681,4.187,3.805,A
3604,Male,No,29.0,No,Entertainment,0.0,Low,8.0,4.0,15.652999999999999,1.202,7.586,8.642000000000001,D
3606,Male,No,28.0,No,Healthcare,1.0,Low,8.0,4.0,15.078,12.338,11.479000000000001,3.551,C
3607,Female,No,25.0,Yes,Artist,1.0,Low,1.0,6.0,7.171,7.84,4.8260000000000005,0.597,B
3608,Male,No,40.0,Yes,Artist,0.0,Low,3.0,6.0,6.292999999999999,6.404,3.0669999999999997,0.912,A
3609,Male,Yes,41.0,No,Executive,1.0,Low,7.0,4.0,13.164000000000001,9.576,-0.505,4.2330000000000005,D
3610,Female,Yes,35.0,Yes,Artist,0.0,Average,5.0,4.0,17.589000000000002,10.61,7.985,8.652999999999999,C
3611,Male,Yes,39.0,Yes,Entertainment,9.0,Low,1.0,6.0,4.348,4.5360000000000005,5.405,5.721,A
3612,Female,Yes,73.0,Yes,Artist,1.0,High,2.0,6.0,14.407,7.502999999999999,10.748,4.58,C
3613,Male,No,22.0,No,Marketing,4.0,Low,3.0,6.0,6.688,3.5380000000000003,2.025,2.47,A
3614,Male,Yes,40.0,No,Executive,8.0,High,5.0,4.0,10.982000000000001,3.445,0.708,8.113999999999999,D
3615,Female,No,30.0,Yes,Engineer,0.0,Low,4.0,3.0,19.747,10.634,7.943,6.184,C
3616,Male,No,32.0,Yes,Doctor,1.0,Low,2.0,6.0,5.507999999999999,5.322,4.795,4.843,A
3617,Male,No,38.0,Yes,Entertainment,1.0,Low,3.0,6.0,5.399,3.696,6.479,3.7230000000000003,A
3618,Female,Yes,31.0,No,Healthcare,1.0,Low,4.0,2.0,16.292,16.124000000000002,18.186,11.3,C
3620,Female,Yes,26.0,No,Homemaker,8.0,Average,4.0,2.0,6.831,-0.514,2.78,6.471,D
3621,Male,No,41.0,No,Doctor,0.0,Low,3.0,4.0,9.457,1.942,-1.07,4.808,B
3622,Male,Yes,56.0,Yes,Entertainment,2.0,Average,2.0,6.0,16.67,-0.011000000000000001,9.139,1.527,D
3623,Male,Yes,61.0,No,Executive,0.0,High,2.0,1.0,4.837,1.093,1.33,3.7,B
3624,Male,Yes,48.0,Yes,Artist,0.0,Average,2.0,6.0,13.707,10.489,0.98,-0.293,C
3625,Male,Yes,40.0,Yes,Executive,0.0,High,4.0,3.0,3.33,3.49,3.2510000000000003,6.627999999999999,B
3626,Male,Yes,83.0,Yes,Lawyer,6.0,High,3.0,6.0,2.338,12.619000000000002,1.575,3.178,D
3627,Female,No,22.0,No,Engineer,1.0,Low,4.0,6.0,2.9130000000000003,-2.193,11.731,3.138,D
3628,Male,No,43.0,No,Healthcare,9.0,Low,5.0,6.0,14.777999999999999,4.465,5.875,7.112,D
3630,Male,Yes,72.0,Yes,Artist,0.0,Low,1.0,6.0,3.7089999999999996,0.945,-0.708,3.33,B
3631,Male,No,27.0,Yes,Healthcare,0.0,Low,2.0,6.0,21.534000000000002,10.181000000000001,12.575,11.542,C
3632,Female,Yes,35.0,Yes,Engineer,5.0,High,3.0,6.0,3.969,3.9330000000000003,2.765,0.804,A
3633,Male,Yes,84.0,No,Executive,1.0,High,2.0,6.0,6.608,0.263,12.567,8.211,D
3635,Female,Yes,30.0,No,Engineer,1.0,Low,2.0,4.0,7.263,2.531,4.006,1.8130000000000002,A
3636,Male,Yes,73.0,No,Lawyer,0.0,Low,2.0,6.0,10.093,2.795,11.526,6.638,D
3637,Male,Yes,68.0,Yes,Entertainment,1.0,Low,2.0,6.0,9.716000000000001,1.251,4.871,10.241,D
3638,Male,Yes,46.0,Yes,Artist,0.0,Low,1.0,4.0,-1.0959999999999999,2.128,1.7409999999999999,4.479,B
3639,Female,No,48.0,No,Marketing,1.0,Low,1.0,3.0,15.852,7.795,6.272,4.61,D
3641,Female,No,26.0,Yes,Engineer,0.0,Low,3.0,6.0,6.775,2.641,9.44,5.587000000000001,C
3642,Female,No,49.0,Yes,Artist,1.0,Low,2.0,6.0,9.462,6.8020000000000005,8.548,10.77,C
3643,Female,Yes,81.0,Yes,Lawyer,7.0,High,2.0,6.0,-0.43799999999999994,4.898,0.376,5.445,B
3644,Female,No,26.0,No,Engineer,1.0,Low,4.0,4.0,3.141,3.536,1.045,1.692,A
3645,Female,Yes,56.0,Yes,Artist,4.0,Average,2.0,3.0,17.979,12.843,12.933,-3.5860000000000003,C
3646,Male,Yes,26.0,No,Doctor,4.0,Average,3.0,3.0,10.33,1.4969999999999999,19.689,8.141,D
3647,Male,No,36.0,Yes,Executive,9.0,Low,3.0,6.0,10.033999999999999,2.036,9.242,10.767000000000001,D
3648,Female,No,32.0,No,Doctor,0.0,Low,3.0,6.0,12.012,10.897,11.744000000000002,9.839,C
3649,Female,Yes,56.0,Yes,Homemaker,5.0,Low,1.0,6.0,16.57,10.43,5.8260000000000005,5.372999999999999,C
3650,Male,No,40.0,Yes,Artist,1.0,Low,1.0,6.0,7.553999999999999,6.775,3.7769999999999997,0.93,A
3651,Male,No,19.0,No,Healthcare,1.0,Low,4.0,2.0,7.319,2.818,8.516,4.712,D
3652,Female,Yes,66.0,No,Engineer,0.0,High,5.0,4.0,6.531000000000001,2.293,2.7689999999999997,0.509,B
3653,Female,Yes,76.0,No,Lawyer,1.0,Low,1.0,4.0,9.615,4.291,4.777,13.067,D
3654,Female,No,30.0,No,Entertainment,6.0,Low,1.0,6.0,3.823,3.0239999999999996,9.05,4.06,A
3655,Male,Yes,26.0,No,Homemaker,9.0,Average,2.0,6.0,5.399,5.296,7.502999999999999,4.494,A
3656,Female,No,33.0,Yes,Healthcare,1.0,Low,3.0,6.0,10.527999999999999,5.982,11.245999999999999,2.588,D
3657,Female,No,25.0,Yes,Entertainment,5.0,Low,1.0,6.0,9.321,4.641,9.207,6.394,D
3658,Female,Yes,27.0,No,Engineer,9.0,Low,2.0,3.0,7.66,0.57,6.739,5.117,D
3659,Male,Yes,42.0,No,Entertainment,1.0,Low,4.0,4.0,7.251,3.372,2.177,3.2889999999999997,A
3660,Male,No,35.0,Yes,Artist,2.0,Low,2.0,6.0,7.689,5.817,3.176,5.194,A
3661,Female,No,29.0,No,Healthcare,0.0,Low,3.0,6.0,5.437,1.2229999999999999,12.530999999999999,8.171,D
3663,Male,Yes,72.0,No,Engineer,0.0,High,4.0,4.0,1.492,-1.584,-2.59,5.039,B
3665,Male,Yes,50.0,Yes,Artist,0.0,Low,2.0,4.0,9.898,4.484,7.737,3.227,D
3666,Male,Yes,49.0,Yes,Executive,1.0,Low,2.0,6.0,3.5260000000000002,3.2030000000000003,1.238,3.2460000000000004,A
3667,Female,Yes,33.0,No,Artist,6.0,Average,2.0,6.0,16.169,12.05,10.06,5.149,C
3668,Female,Yes,52.0,Yes,Artist,7.0,Average,4.0,6.0,19.623,8.091000000000001,15.462,0.818,C
3670,Male,Yes,46.0,No,Executive,6.0,High,6.0,6.0,9.361,7.894,12.622,6.813,C
3672,Male,Yes,50.0,Yes,Artist,1.0,Average,4.0,4.0,6.063,7.385,-0.284,7.294,B
3674,Male,No,22.0,No,Healthcare,2.0,Low,2.0,4.0,6.068,2.228,-0.006,1.521,D
3676,Female,Yes,32.0,Yes,Doctor,0.0,Average,2.0,4.0,15.048,3.214,15.287,11.784,C
3677,Male,No,29.0,No,Entertainment,8.0,Low,4.0,6.0,15.365,6.21,0.151,4.68,D
3678,Male,No,32.0,Yes,Artist,1.0,Low,1.0,6.0,3.9360000000000004,-0.021,10.819,6.087999999999999,D
3680,Male,Yes,27.0,Yes,Healthcare,2.0,High,3.0,3.0,4.319,0.133,8.943999999999999,3.57,D
3681,Female,Yes,68.0,Yes,Lawyer,2.0,High,2.0,6.0,11.579,10.529000000000002,11.269,-1.9480000000000002,C
3682,Female,No,43.0,No,Artist,1.0,Low,1.0,6.0,0.11900000000000001,2.8139999999999996,2.065,8.442,B
3683,Male,No,39.0,Yes,Doctor,1.0,Low,1.0,6.0,7.035,4.303,1.8980000000000001,4.213,A
3684,Male,No,20.0,No,Healthcare,6.0,Low,3.0,6.0,2.532,-0.9359999999999999,9.192,5.2620000000000005,D
3685,Female,No,40.0,Yes,Artist,0.0,Low,3.0,6.0,-4.11,3.214,-1.5819999999999999,6.4479999999999995,B
3686,Male,Yes,38.0,Yes,Executive,6.0,High,3.0,6.0,8.318999999999999,7.395,-6.815,3.529,B
3687,Female,No,26.0,Yes,Marketing,0.0,Low,2.0,3.0,7.94,6.66,0.551,2.477,A
3688,Female,No,31.0,Yes,Engineer,1.0,Low,4.0,4.0,7.105,4.961,4.308,7.372999999999999,A
3689,Male,No,22.0,No,Healthcare,6.0,Low,4.0,6.0,6.6129999999999995,5.827999999999999,10.950999999999999,11.552999999999999,D
3691,Male,No,37.0,Yes,Entertainment,0.0,Low,3.0,1.0,3.785,3.3510000000000004,6.401,1.446,A
3692,Female,No,26.0,No,Homemaker,8.0,Low,2.0,6.0,3.532,7.422999999999999,9.66,4.82,D
3693,Male,No,51.0,Yes,Artist,6.0,Low,1.0,6.0,5.692,5.635,9.369,1.033,A
3694,Female,No,35.0,Yes,Artist,12.0,Low,3.0,6.0,2.14,1.4769999999999999,6.609,2.609,A
3695,Male,Yes,36.0,Yes,Artist,9.0,Average,2.0,6.0,12.524000000000001,6.912999999999999,13.0,15.411,C
3696,Female,Yes,46.0,Yes,Doctor,9.0,High,3.0,2.0,2.095,3.34,6.32,0.237,A
3697,Male,Yes,46.0,Yes,Marketing,1.0,Low,1.0,6.0,5.404,6.275,3.384,8.464,D
3698,Male,Yes,53.0,No,Entertainment,10.0,Average,3.0,6.0,3.4789999999999996,6.337999999999999,6.225,2.392,A
3699,Female,No,18.0,No,Healthcare,1.0,Low,3.0,6.0,17.378,2.3819999999999997,1.4069999999999998,6.733,D
3700,Male,No,26.0,No,Engineer,0.0,Low,4.0,3.0,13.043,7.478,5.015,10.21,D
3701,Female,Yes,32.0,Yes,Healthcare,8.0,High,2.0,2.0,5.875,4.636,4.8660000000000005,3.123,A
3702,Male,Yes,69.0,No,Doctor,0.0,Average,3.0,4.0,0.9670000000000001,-1.232,-0.81,-1.304,B
3703,Male,Yes,60.0,Yes,Artist,3.0,Average,2.0,6.0,15.052,9.637,10.439,10.462,C
3704,Male,Yes,60.0,No,Engineer,0.0,Average,2.0,6.0,-1.1520000000000001,2.282,-0.03,7.223,B
3705,Male,Yes,51.0,No,Executive,1.0,Low,9.0,4.0,6.357,1.886,0.562,-1.765,D
3706,Male,Yes,26.0,Yes,Artist,0.0,Average,2.0,6.0,13.552,5.723,7.979,12.594000000000001,C
3707,Male,No,48.0,Yes,Artist,1.0,Low,1.0,6.0,0.669,3.3680000000000003,1.411,2.338,B
3708,Male,Yes,51.0,Yes,Doctor,1.0,Average,4.0,6.0,6.434,-2.969,3.16,3.722,B
3709,Male,Yes,72.0,No,Executive,1.0,High,4.0,6.0,5.789,-0.461,2.531,7.502999999999999,B
3710,Female,No,43.0,Yes,Artist,1.0,Low,2.0,6.0,-1.571,-0.057999999999999996,3.6060000000000003,3.7880000000000003,B
3711,Male,No,35.0,Yes,Artist,0.0,Low,1.0,6.0,3.5039999999999996,4.25,1.186,4.629,B
3712,Male,No,29.0,No,Entertainment,5.0,Low,1.0,6.0,13.229000000000001,8.785,10.41,4.212,D
3713,Male,No,19.0,No,Healthcare,8.0,Low,6.0,6.0,5.647,3.262,6.792000000000001,3.89,D
3714,Female,No,27.0,Yes,Healthcare,0.0,Low,8.0,6.0,15.672,8.047,11.427,6.756,C
3715,Female,No,40.0,Yes,Engineer,1.0,Low,5.0,6.0,15.442,13.19,11.597999999999999,3.424,C
3716,Female,Yes,52.0,Yes,Artist,1.0,Low,3.0,4.0,6.733,1.976,4.218,5.5360000000000005,A
3717,Male,No,23.0,No,Healthcare,0.0,Low,4.0,4.0,-2.226,2.97,14.368,3.467,D
3718,Male,No,31.0,Yes,Healthcare,1.0,Low,3.0,6.0,8.709,6.555,9.823,3.571,C
3719,Female,Yes,35.0,Yes,Executive,0.0,Low,2.0,6.0,3.139,0.642,-1.4780000000000002,4.754,B
3720,Male,Yes,25.0,No,Entertainment,1.0,Average,2.0,4.0,5.104,2.747,7.211,2.148,A
3721,Female,Yes,47.0,No,Lawyer,0.0,Low,1.0,6.0,5.541,3.145,4.553,0.027000000000000003,A
3722,Male,Yes,37.0,Yes,Healthcare,1.0,Average,2.0,6.0,2.693,7.2010000000000005,8.514,3.24,A
3723,Male,No,20.0,No,Healthcare,1.0,Low,4.0,6.0,4.711,8.606,18.867,8.85,D
3724,Female,Yes,68.0,No,Lawyer,1.0,Average,2.0,6.0,5.746,-2.542,2.97,-0.348,D
3725,Female,No,28.0,Yes,Doctor,1.0,Low,3.0,6.0,-2.128,1.9269999999999998,1.6769999999999998,-0.242,B
3727,Male,No,25.0,Yes,Doctor,8.0,Low,5.0,6.0,7.412000000000001,-2.588,5.961,4.496,D
3729,Female,Yes,32.0,Yes,Homemaker,0.0,Low,3.0,5.0,5.587999999999999,5.5120000000000005,1.536,3.136,B
3730,Female,No,18.0,No,Entertainment,1.0,Low,7.0,2.0,7.901,1.7380000000000002,2.653,3.727,B
3731,Male,Yes,79.0,No,Lawyer,1.0,Low,1.0,6.0,6.981,6.409,9.732999999999999,8.151,D
3733,Female,No,49.0,Yes,Artist,1.0,Low,1.0,4.0,-1.99,5.982,2.291,-0.245,B
3734,Male,Yes,49.0,Yes,Entertainment,0.0,Low,4.0,6.0,-2.37,-1.364,2.6639999999999997,4.533,B
3736,Male,No,28.0,Yes,Doctor,1.0,Low,3.0,6.0,10.962,9.481,9.679,6.3660000000000005,D
3737,Female,Yes,57.0,Yes,Artist,4.0,Average,3.0,6.0,15.697000000000001,15.927,11.203,1.3840000000000001,C
3738,Female,No,41.0,Yes,Artist,1.0,Low,1.0,6.0,7.297999999999999,2.262,7.2829999999999995,2.286,A
3739,Female,Yes,37.0,Yes,Artist,3.0,Average,3.0,3.0,4.692,2.363,1.857,4.647,B
3743,Male,No,40.0,Yes,Artist,7.0,Low,1.0,6.0,7.465,7.005,4.085,-2.8280000000000003,A
3744,Female,No,29.0,Yes,Healthcare,1.0,Low,3.0,4.0,8.887,1.776,6.455,16.326,D
3745,Male,Yes,89.0,No,Lawyer,1.0,Low,2.0,6.0,3.431,-1.189,-0.653,5.68,B
3746,Female,Yes,73.0,No,Lawyer,1.0,High,3.0,6.0,5.519,0.39,-1.249,5.519,B
3747,Male,No,28.0,No,Doctor,4.0,Low,1.0,3.0,-2.5610000000000004,-1.0859999999999999,5.84,3.242,B
3748,Male,No,53.0,Yes,Artist,2.0,Low,1.0,6.0,10.652000000000001,5.812,3.595,2.346,A
3749,Male,No,25.0,No,Doctor,2.0,Low,3.0,4.0,9.492,-1.3,-1.806,6.154,D
3750,Female,No,19.0,No,Healthcare,5.0,Low,5.0,2.0,12.798,3.835,-1.426,6.761,D
3751,Female,Yes,52.0,Yes,Artist,0.0,Average,2.0,6.0,14.764000000000001,16.583,21.076999999999998,9.332,C
3752,Female,No,31.0,Yes,Healthcare,9.0,Low,3.0,6.0,10.975,-1.177,4.743,2.086,D
3754,Male,Yes,47.0,Yes,Artist,1.0,Average,2.0,6.0,8.991,4.687,2.1830000000000003,4.756,B
3755,Male,Yes,68.0,No,Executive,1.0,High,2.0,6.0,15.784,3.687,9.274,5.306,C
3756,Female,Yes,42.0,Yes,Artist,2.0,Average,2.0,6.0,12.062000000000001,10.716,21.15,5.724,C
3757,Female,No,38.0,No,Homemaker,13.0,Low,3.0,6.0,3.85,3.6180000000000003,5.106,3.904,A
3758,Male,Yes,25.0,No,Executive,1.0,High,3.0,6.0,7.502000000000001,1.224,0.418,-0.9840000000000001,B
3759,Male,No,37.0,Yes,Entertainment,7.0,Low,1.0,6.0,3.1239999999999997,3.61,0.516,3.64,A
3760,Female,No,31.0,No,Healthcare,0.0,Low,3.0,4.0,11.452,-1.06,11.294,11.905,D
3761,Male,No,21.0,No,Healthcare,1.0,Low,6.0,4.0,9.533,5.462999999999999,9.797,14.331,D
3762,Male,Yes,28.0,Yes,Artist,0.0,Average,3.0,6.0,4.686,2.5980000000000003,6.667000000000001,2.173,A
