fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,kind
6.8,0.14,1.08,1.4,0.047,148.0,90.0,1.0,3.27,0.54,11.2,6,0.0
7.0,0.16,1.5,14.3,0.044,147.0,149.0,4.0,2.91,0.46,9.2,6,0.0
7.0,0.16,1.5,14.3,0.044,147.0,149.0,4.0,2.91,0.46,9.2,6,0.0
6.7,0.35,2.4,8.8,0.056,131.0,167.0,3.0,3.2353386767248153,0.47,9.4,5,0.0
6.8,0.14,1.08,1.4,0.047,152.0,90.0,1.0,3.27,0.54,11.2,6,0.0
6.8,0.16,1.08,1.8,0.046,151.0,114.0,1.0,3.27,0.55,10.8,6,0.0
7.0,0.16,1.5,14.3,0.044,151.0,149.0,4.0,2.91,0.46,9.2,6,0.0
6.4,0.38,1.2,7.2,0.047,145.0,151.0,3.0,3.11,0.6,9.2,5,0.0
7.2,0.24,1.8,1.2,0.037,135.0,95.0,1.0,2.96,0.36,12.5,6,0.0
7.7,0.32,3.05,11.8,0.041,168.0,188.0,4.0,3.0,0.54,9.3,5,0.0
7.0,0.29,1.65,0.9,0.041,118.0,117.0,1.0,3.21,0.5,11.4,5,0.0
7.1,0.27,1.68,12.6,0.044,190.0,118.0,4.0,3.04,0.56,10.0,7,0.0
7.1,0.27,1.68,12.6,0.044,186.0,118.0,4.0,3.04,0.56,10.0,7,0.0
7.2,0.24,1.8,1.2,0.037,131.0,95.0,1.0,2.96,0.36,12.5,6,0.0
6.6,0.36,1.96,6.1,0.029,158.0,93.0,1.0,3.19,0.27,12.8,7,0.0
7.7,0.32,3.05,11.8,0.041,166.0,188.0,4.0,3.0,0.54,9.3,5,0.0
7.0,0.29,1.65,0.9,0.041,120.0,117.0,1.0,3.21,0.5,11.4,5,0.0
6.4,0.37,1.0,5.6,0.117,161.0,183.0,2.0,3.24,0.43,9.5,5,0.0
6.4,0.38,1.2,5.3,0.117,175.0,181.0,2.0,3.24,0.43,9.5,6,0.0
6.4,0.36,1.2,5.7,0.118,181.0,172.0,2.0,3.24,0.43,9.5,6,0.0
6.6,0.3,1.5,8.0,0.036,143.0,124.0,2.0,3.06,0.38,10.8,6,0.0
6.6,0.3,1.5,8.0,0.036,141.0,124.0,2.0,3.06,0.38,10.8,6,0.0
6.5,0.21,3.06,17.6,0.045,154.0,125.0,4.0,3.2,0.47,8.8,6,0.0
6.6,0.3,1.5,8.0,0.036,139.0,124.0,2.0,3.06,0.38,10.8,6,0.0
7.6,0.31,1.89,8.8,0.021,197.0,156.0,2.0,3.08,0.38,11.0,7,0.0
5.8,0.58,0.0,1.5,0.02,153.0,96.0,1.0,3.29,0.38,12.4,6,0.0
6.5,0.26,2.73,1.4,0.02,156.0,66.0,1.0,3.25,0.75,11.3,7,0.0
8.7,0.3,2.38,4.8,0.018,161.0,127.0,2.0,3.12,0.49,11.2,7,0.0
6.4,0.29,2.24,2.4,0.014,176.0,89.0,1.0,3.24,0.66,12.5,7,0.0
6.7,0.13,1.92,3.7,0.017,150.0,99.0,2.0,3.12,0.44,10.0,6,0.0
6.8,0.19,1.98,4.9,0.047,162.0,130.0,2.0,3.12,0.56,11.0,6,0.0
6.0,0.3391686330029889,2.4,5.7,0.052,182.0,152.0,2.0,3.16,0.88,10.5,6,0.0
6.0,0.25,2.4,5.7,0.052,172.0,152.0,2.0,3.16,0.88,10.5,6,0.0
6.8,0.19,1.98,4.9,0.047,162.0,130.0,2.0,3.12,0.56,11.0,6,0.0
6.4,0.3391686330029889,1.61,2.0,0.046,172.0,133.0,1.0,3.12,0.54,11.4,7,0.0
5.9,0.18,1.68,5.1,0.039,174.0,139.0,1.0,3.16,0.44,11.3,6,0.0
7.2,0.33,1.54,4.5,0.031,148.0,73.0,1.0,2.97,0.52,12.2,7,0.0
6.4,0.29,1.68,3.2,0.037,171.0,95.0,1.0,2.9,0.66,12.6,7,0.0
7.3,0.31,1.25,6.65,0.032,132.0,138.0,2.0,2.9,0.37,11.1,5,0.0
7.0,0.3391686330029889,2.22,1.6,0.035,152.0,126.0,1.0,3.26,0.47,12.3,6,0.0
6.9,0.19,2.4,4.0,0.037,86.0,122.0,2.0,2.92,0.59,10.4,4,0.0
6.3,0.32,1.02,17.75,0.06,173.0,190.0,4.0,3.13,0.48,8.8,6,0.0
6.6,0.085,1.98,1.4,0.036,135.0,109.0,2.0,3.27,0.61,9.5,6,0.0
6.3,0.32,1.02,17.75,0.06,171.0,190.0,4.0,3.13,0.48,8.8,6,0.0
6.8,0.18,1.92,7.2,0.047,137.0,109.0,3.0,3.42,0.44,10.4,6,0.0
6.8,0.52,1.82,5.7,0.038,169.0,130.0,1.0,3.11,0.27,13.0,7,0.0
7.1,0.28,1.96,8.5,0.03,165.0,115.61731664259348,2.0,3.16,0.46,12.2,7,0.0
5.8,0.275,2.1,5.4,0.043,181.0,149.0,2.0,3.33,0.42,10.8,7,0.0
6.7,0.22,2.34,1.2,0.049,146.0,152.0,2.0,3.5,0.47,10.0,6,0.0
6.1,0.6,0.48,1.8,0.05,93.0,76.0,2.0,3.42,0.48,10.4,4,0.0
6.5,0.26,1.86,1.3,0.034,177.0,145.0,1.0,3.16,0.54,12.4,6,0.0
6.8,0.21,1.82,11.7,0.038,201.0,152.0,3.0,3.02,0.56,10.5,7,0.0
6.5,0.27,1.3,11.0,0.03,110.0,82.0,2.0,3.07,0.36,11.2,5,0.0
5.9,0.37,2.24,1.6,0.029,183.0,102.0,1.0,3.41,0.55,12.7,7,0.0
6.2,0.21,1.08,11.6,0.044,181.0,155.0,3.0,3.14,0.52,9.4,6,0.0
6.8,0.3,2.03,6.2,0.025,165.0,95.0,1.0,3.03,0.32,12.9,7,0.0
5.4,0.3,2.1,1.2,0.029,165.0,93.0,1.0,3.31,0.4,13.6,7,0.0
6.6,0.34,1.0,1.0,0.053,124.0,112.0,2.0,3.32,0.55,9.1,5,0.0
5.6,0.25,1.14,2.4,0.049,164.0,166.0,1.0,3.25,0.43,10.4,6,0.0
5.3,0.3,2.1,1.2,0.029,167.0,115.61731664259348,1.0,3.31,0.4,13.6,7,0.0
6.9,0.58,3.48,8.2,0.032,147.0,169.0,2.0,3.28,0.44,12.2,6,0.0
7.2,0.23,1.25,18.8,0.085,115.0,111.0,4.0,3.1,0.51,8.7,5,0.0
7.1,0.2,1.89,9.6,0.037,163.0,105.0,2.0,3.04,0.37,10.5,7,0.0
6.8,0.15,2.46,12.9,0.044,203.5,183.0,4.0,3.24,0.78,10.2,6,0.0
6.4,0.16,3.08,1.2,0.051,183.0,122.0,1.0,3.11,0.75,11.3,7,0.0
6.8,0.15,2.46,12.9,0.044,195.5,183.0,4.0,3.24,0.78,10.2,6,0.0
6.8,0.31,2.1,8.0,0.028,175.0,122.0,1.0,3.13,0.63,12.6,7,0.0
6.8,0.15,2.46,12.9,0.044,203.5,183.0,4.0,3.24,0.78,10.2,6,0.0
7.6,0.3,1.85,1.6,0.087,123.0,177.0,2.0,3.09,0.5,9.8,5,0.0
6.0,0.16,1.35,12.0,0.03,141.0,98.0,2.0,3.15,0.34,10.8,5,0.0
7.1,0.21,2.1,2.5,0.04,165.0,186.0,1.0,3.32,0.56,12.5,6,0.0
5.6,0.21,1.68,4.4,0.027,175.0,150.0,1.0,3.3,0.31,11.5,7,0.0
7.4,0.22,1.56,8.8,0.027,143.0,112.0,2.0,2.98,0.41,11.4,6,0.0
7.1,0.2,1.89,9.6,0.037,157.0,105.0,2.0,3.04,0.37,10.5,7,0.0
6.8,0.31,2.1,8.0,0.028,175.0,122.0,1.0,3.13,0.63,12.6,7,0.0
7.2,0.23,1.25,18.8,0.085,121.0,111.0,4.0,3.1,0.51,8.7,5,0.0
6.4,0.15,2.4,1.3,0.053,183.0,146.0,1.0,3.17,0.68,11.0,6,0.0
6.4,0.16,3.08,1.2,0.051,177.0,122.0,1.0,3.11,0.75,11.3,7,0.0
6.8,0.15,2.46,12.9,0.044,193.5,182.0,4.0,3.24,0.78,10.2,6,0.0
6.3,0.22,2.04,1.2,0.036,150.0,115.61731664259348,1.0,3.06,0.74,11.6,6,0.0
7.6,0.3,1.85,1.6,0.087,123.0,177.0,2.0,3.09,0.5,9.8,5,0.0
7.0,0.3,1.35,1.5,0.076,126.0,145.0,2.0,3.1,0.52,10.1,5,0.0
6.6,0.26,1.1,18.15,0.05,121.0,115.61731664259348,4.0,3.06,0.5,9.2,5,0.0
7.5,0.24,1.86,13.1,0.05,144.0,180.0,4.0,3.05,0.53,9.1,6,0.0
7.5,0.24,1.86,13.1,0.05,146.0,180.0,4.0,3.05,0.53,9.1,6,0.0
7.5,0.24,1.86,13.1,0.05,150.0,180.0,4.0,3.05,0.53,9.1,6,0.0
7.5,0.24,1.86,13.1,0.05,148.0,180.0,4.0,3.05,0.53,9.1,6,0.0
6.6,0.15,2.04,1.0,0.037,171.0,79.0,1.0,2.96,0.5,11.7,6,0.0
6.7,0.34,2.58,1.6,0.041,147.0,114.0,1.0,3.23,0.44,12.6,6,0.0
7.7,0.35,2.3,11.8,0.088,161.0,183.0,4.0,2.86,0.47,9.0,5,0.0
6.7,0.31,0.45,1.4,0.039,149.0,141.0,1.0,3.12,0.44,10.1,5,0.0
4.7,0.67,0.45,1.0,0.02,109.0,9.0,1.0,3.3,0.34,13.6,5,0.0
7.5,0.24,1.86,13.1,0.05,144.0,180.0,4.0,3.05,0.53,9.1,6,0.0
6.3,0.2,0.9,10.6,0.045,161.0,159.0,3.0,3.09,0.54,9.2,5,0.0
6.6,0.28,1.15,10.4,0.049,147.0,190.0,4.0,3.12,0.51,8.8,5,0.0
8.5,0.18,1.2,1.1,0.028,112.0,95.0,2.0,2.83,0.36,10.0,4,0.0
6.5,0.35,2.28,7.4,0.036,138.0,196.0,4.0,3.47,0.48,9.1,6,0.0
6.8,0.22,1.3,1.2,0.041,131.0,182.0,1.0,3.04,0.35,11.2,5,0.0
6.3,0.18,1.44,3.4,0.053,144.0,119.0,2.0,3.11,0.52,9.2,6,0.0
6.6,0.26,1.1,18.15,0.05,121.0,139.0,4.0,3.06,0.5,9.2,5,0.0
6.6,0.3,2.25,8.0,0.038,150.0,200.0,3.0,3.18,0.48,9.5,5,0.0
6.3,0.34,1.89,2.5,0.024,182.0,152.0,1.0,3.35,0.6,11.9,7,0.0
7.7,0.3,1.15,2.0,0.068,130.0,138.0,2.0,3.11,0.62,9.8,5,0.0
7.7,0.31,1.15,2.0,0.069,131.0,134.0,2.0,3.11,0.62,9.8,5,0.0
5.7,0.265,1.96,6.9,0.036,188.0,115.61731664259348,2.0,3.36,0.44,10.8,7,0.0
5.4,0.255,1.98,1.2,0.051,151.0,122.0,1.0,3.37,0.66,11.3,6,0.0
6.6,0.26,1.68,9.4,0.028,135.0,121.0,2.0,3.17,0.34,12.1,6,0.0
4.8,0.17,1.96,2.9,0.03,166.0,111.0,1.0,3.38,0.34,11.3,7,0.0
5.7,0.265,1.96,6.9,0.036,180.0,150.0,2.0,3.36,0.44,10.8,7,0.0
6.2,0.2,2.31,5.4,0.028,159.0,115.61731664259348,1.0,3.36,0.41,13.5,7,0.0
7.5,0.28,2.05,1.3,0.044,115.0,126.0,2.0,3.28,0.45,10.3,5,0.0
6.2,0.22,1.2,20.8,0.035,180.0,184.0,4.0,3.11,0.53,9.0,6,0.0
7.0,0.34,1.56,10.3,0.041,169.0,166.0,2.0,3.08,0.35,11.6,6,0.0
7.5,0.28,2.05,1.3,0.044,115.0,126.0,2.0,3.28,0.45,10.3,5,0.0
6.5,0.19,2.04,1.6,0.029,159.0,116.0,1.0,3.21,0.68,12.5,6,0.0
6.0,0.21,1.45,13.1,0.042,130.0,125.0,4.0,3.39,0.45,8.6,5,0.0
6.1,0.22,2.76,1.8,0.16,150.0,74.0,1.0,3.19,0.33,13.4,6,0.0
6.5,0.32,1.92,8.0,0.026,96.0,88.0,1.0,3.22,0.79,12.7,4,0.0
7.1,0.21,3.6,1.6,0.167,159.0,120.0,2.0,2.97,0.51,9.2,5,0.0
5.6,0.26,1.08,1.4,0.034,136.0,135.0,1.0,3.32,0.35,10.2,6,0.0
7.0,0.15,1.96,14.7,0.051,169.0,149.0,4.0,2.96,0.39,9.0,7,0.0
7.0,0.15,1.96,14.7,0.051,169.0,149.0,4.0,2.96,0.39,9.0,7,0.0
7.0,0.15,1.96,14.7,0.051,169.0,149.0,4.0,2.96,0.39,9.0,7,0.0
7.0,0.15,1.96,14.7,0.051,169.0,149.0,4.0,2.96,0.39,9.0,7,0.0
7.0,0.15,1.96,14.7,0.051,167.0,149.0,4.0,2.96,0.39,9.0,7,0.0
7.0,0.15,1.96,14.7,0.051,167.0,149.0,4.0,3.2353386767248153,0.39,9.0,7,0.0
7.4,0.27,1.4,1.8,0.04,147.0,121.0,1.0,3.02,0.4,11.9,5,0.0
6.8,0.22,1.8,10.6,0.07,189.0,194.0,3.0,2.89,0.42,9.0,6,0.0
6.2,0.24,1.25,12.5,0.055,153.0,134.0,4.0,3.3,0.51,9.0,5,0.0
6.3,0.28,1.74,6.8,0.051,164.0,143.0,2.0,3.43,0.59,11.0,6,0.0
7.0,0.15,1.96,14.7,0.051,171.0,149.0,4.0,2.96,0.39,9.0,7,0.0
5.5,0.17,1.15,2.9,0.039,108.0,108.0,2.0,3.28,0.5,10.0,5,0.0
6.5,0.26,1.7,1.4,0.04,123.0,184.0,1.0,3.29,0.46,10.7,5,0.0
6.6,0.27,1.65,1.4,0.042,126.0,183.0,1.0,3.29,0.46,10.7,5,0.0
7.8,0.19,1.92,7.4,0.015,163.0,124.0,2.0,2.99,0.39,11.0,6,0.0
5.5,0.17,1.15,2.9,0.039,112.0,108.0,2.0,3.28,0.5,10.0,5,0.0
6.5,0.26,1.7,1.4,0.04,127.0,184.0,1.0,3.29,0.46,10.7,5,0.0
6.6,0.27,1.65,1.4,0.042,126.0,183.0,1.0,3.29,0.46,10.7,5,0.0
7.8,0.19,1.92,7.4,0.015,165.0,124.0,2.0,2.99,0.39,11.0,6,0.0
7.8,0.2,1.92,5.0,0.016,155.0,101.0,1.0,2.99,0.39,11.0,6,0.0
6.1,0.17,1.96,2.5,0.028,160.0,98.0,1.0,3.16,0.37,11.1,7,0.0
6.7,0.39,1.2,2.7,0.017,120.0,80.0,1.0,3.03,0.37,11.5,5,0.0
6.9,0.4,0.85,12.9,0.033,167.0,186.0,4.0,3.08,0.49,9.4,5,0.0
6.9,0.4,0.85,12.9,0.033,161.0,186.0,4.0,3.08,0.49,9.4,5,0.0
6.9,0.4,0.85,12.9,0.033,159.0,186.0,4.0,3.08,0.49,9.4,5,0.0
6.3,0.24,1.74,13.7,0.035,169.0,134.0,3.0,3.17,0.38,10.6,6,0.0
6.9,0.4,0.85,12.9,0.033,159.0,186.0,4.0,3.2353386767248153,0.49,9.4,5,0.0
7.4,0.27,1.24,2.4,0.014,97.0,143.0,1.0,3.03,0.65,12.0,4,0.0
6.1,0.27,1.68,9.8,0.042,179.0,125.0,3.0,3.14,0.42,10.2,6,0.0
6.3,0.24,1.74,13.7,0.035,175.0,134.0,3.0,3.17,0.38,10.6,6,0.0
5.0,0.61,0.6,1.3,0.009,163.0,100.0,1.0,3.26,0.37,13.5,5,0.0
6.7,0.42,1.95,12.1,0.04,163.0,248.0,4.0,3.31,0.58,9.7,5,0.0
6.5,0.33,1.68,6.1,0.018,161.0,103.0,1.0,3.24,0.32,12.2,6,0.0
6.9,0.33,1.55,7.7,0.04,133.0,135.0,1.0,3.11,0.57,12.3,5,0.0
6.5,0.33,1.68,6.1,0.018,163.0,103.0,1.0,3.24,0.32,12.2,6,0.0
6.3,0.15,2.1,1.4,0.022,172.0,100.0,1.0,3.42,0.57,11.4,7,0.0
6.5,0.32,3.15,7.7,0.022,165.0,97.0,1.0,3.2,0.7,12.7,7,0.0
6.7,0.42,1.95,12.1,0.04,157.0,248.0,4.0,3.31,0.58,9.7,5,0.0
7.4,0.25,1.74,6.8,0.02,153.0,113.0,2.0,3.13,0.29,10.8,6,0.0
7.6,0.27,1.8,9.2,0.018,147.0,96.0,2.0,3.08,0.29,11.0,6,0.0
6.4,0.27,2.25,8.3,0.05,154.0,196.0,3.0,3.18,0.48,9.5,5,0.0
6.5,0.25,1.62,17.4,0.064,151.0,140.0,4.0,3.2,0.49,10.1,6,0.0
5.6,0.19,2.17,2.7,0.027,151.0,100.0,1.0,3.46,0.4,13.2,7,0.0
7.4,0.29,2.4,12.8,0.037,165.5,182.0,4.0,3.02,0.34,8.8,5,0.0
6.4,0.34,2.2,8.2,0.043,156.0,201.0,3.0,3.18,0.48,9.5,5,0.0
6.6,0.27,2.6,8.1,0.044,153.0,202.0,3.0,3.18,0.48,9.5,5,0.0
6.6,0.26,3.12,8.2,0.047,168.0,191.0,3.0,3.16,0.47,9.5,6,0.0
6.4,0.27,2.25,8.3,0.05,154.0,196.0,3.0,3.18,0.48,9.5,5,0.0
6.5,0.26,2.5,8.0,0.051,152.0,197.0,3.0,3.18,0.47,9.5,5,0.0
6.8,0.25,1.8,11.8,0.043,177.0,133.0,3.0,3.03,0.58,10.4,6,0.0
6.3,0.32,1.56,12.0,0.049,187.0,170.0,3.0,3.14,0.55,9.9,6,0.0
5.5,0.24,2.25,1.7,0.046,120.0,113.0,1.0,3.22,0.48,10.0,5,0.0
6.5,0.25,1.62,17.4,0.064,149.0,140.0,4.0,3.2,0.49,10.1,6,0.0
6.6,0.13,1.74,13.9,0.056,153.0,95.0,4.0,3.17,0.39,9.4,6,0.0
7.0,0.39,1.05,10.7,0.098,113.0,91.0,3.0,3.03,0.47,9.3,5,0.0
7.9,0.21,1.95,2.0,0.057,119.0,138.0,1.0,3.05,0.52,10.9,5,0.0
7.0,0.3,1.4,2.2,0.042,123.0,177.0,1.0,3.2,0.57,11.4,5,0.0
8.1,0.2,1.5,1.3,0.036,105.0,49.0,2.0,2.99,0.73,10.3,5,0.0
8.3,0.18,1.8,1.1,0.033,138.0,57.0,1.0,3.02,0.51,11.0,6,0.0
7.9,0.21,1.95,2.0,0.057,123.0,138.0,1.0,3.05,0.52,10.9,5,0.0
7.2,0.17,2.04,6.4,0.042,132.0,111.0,2.0,2.99,0.4,10.8,6,0.0
8.1,0.2,1.5,1.3,0.036,107.0,115.61731664259348,2.0,2.99,0.73,10.3,5,0.0
8.3,0.18,1.8,1.1,0.033,144.0,57.0,1.0,3.02,0.51,11.0,6,0.0
7.0,0.39,1.05,10.7,0.098,117.0,91.0,3.0,3.03,0.47,9.3,5,0.0
6.8,0.21,3.1,6.4,0.041,107.0,113.0,2.0,2.96,0.59,10.2,5,0.0
6.9,0.21,3.72,6.3,0.042,125.0,109.0,2.0,2.96,0.59,10.2,6,0.0
7.2,0.17,2.04,6.4,0.042,134.0,111.0,2.0,2.99,0.4,10.8,6,0.0
7.2,0.28,1.9,2.0,0.052,123.0,156.0,1.0,3.13,0.52,11.1,5,0.0
7.9,0.21,1.95,2.0,0.057,115.0,138.0,1.0,3.05,0.52,10.9,5,0.0
7.0,0.3,1.4,2.2,0.042,123.0,177.0,1.0,3.2,0.57,11.4,5,0.0
7.4,0.34,1.4,12.1,0.049,131.0,149.0,3.0,3.22,0.49,10.3,5,0.0
6.3,0.43,2.24,8.8,0.042,158.0,106.0,1.0,3.28,0.33,12.9,7,0.0
6.8,0.41,1.5,8.8,0.045,128.0,131.0,3.0,3.12,0.59,9.9,5,0.0
6.3,0.4,1.44,5.1,0.036,165.0,131.0,1.0,3.24,0.44,11.3,6,0.0
5.1,0.35,1.56,6.8,0.034,160.0,120.0,1.0,3.38,0.4,11.5,6,0.0
5.1,0.35,1.56,6.8,0.034,154.0,120.0,1.0,3.38,0.4,11.5,6,0.0
6.3,0.3,1.0,3.7,0.039,136.0,132.0,1.0,3.0,0.38,10.7,5,0.0
6.9,0.28,1.68,12.2,0.042,170.0,139.0,3.0,3.03,0.56,10.4,6,0.0
7.0,0.33,1.68,5.7,0.033,155.0,204.0,1.0,3.17,0.64,12.5,6,0.0
6.7,0.26,2.45,8.1,0.052,148.0,197.0,3.0,3.19,0.48,9.5,5,0.0
7.3,0.24,2.1,2.5,0.042,171.0,104.0,1.0,3.05,0.56,11.3,7,0.0
6.7,0.46,1.26,4.0,0.034,130.0,88.0,1.0,3.26,0.54,13.0,6,0.0
5.1,0.35,1.56,6.8,0.034,160.0,120.0,1.0,3.38,0.4,11.5,6,0.0
5.1,0.23,0.9,1.0,0.053,117.0,99.0,1.0,3.22,0.39,11.5,5,0.0
6.3,0.4,1.44,5.1,0.036,165.0,131.0,1.0,3.24,0.44,11.3,6,0.0
7.1,0.44,1.61,5.8,0.035,162.0,100.0,1.0,3.15,0.57,13.2,7,0.0
4.8,0.26,1.61,10.6,0.034,165.0,111.0,2.0,3.46,0.28,11.5,7,0.0
6.8,0.31,0.95,3.5,0.086,126.0,130.0,2.0,2.83,0.44,9.6,5,0.0
6.8,0.31,0.95,3.5,0.086,128.0,130.0,2.0,2.83,0.44,9.6,5,0.0
7.0,0.15,1.74,16.4,0.058,167.0,110.0,4.0,3.15,0.37,9.7,6,0.0
6.5,0.41,1.1,4.8,0.052,149.0,142.0,2.0,3.14,0.62,9.2,5,0.0
6.2,0.31,1.15,3.3,0.052,128.0,113.0,2.0,3.16,0.48,8.4,5,0.0
8.0,0.27,1.98,1.2,0.05,157.0,103.0,1.0,3.0,0.45,12.4,6,0.0
8.0,0.27,1.98,1.2,0.05,155.0,103.0,1.0,3.0,0.45,12.4,6,0.0
6.5,0.41,1.1,4.8,0.052,151.0,142.0,2.0,3.14,0.62,9.2,5,0.0
6.2,0.31,1.15,3.3,0.052,136.0,113.0,2.0,3.16,0.48,8.4,5,0.0
6.7,0.37,1.5,2.5,0.028,144.0,84.0,1.0,3.14,0.36,11.7,6,0.0
6.6,0.21,3.0,8.7,0.036,159.0,191.0,2.0,2.96,0.56,11.0,6,0.0
7.5,0.26,1.86,1.6,0.032,158.0,109.0,1.0,2.97,0.43,11.9,6,0.0
7.5,0.34,1.96,4.0,0.028,180.0,100.0,1.0,3.2,0.5,13.2,7,0.0
6.7,0.37,1.5,2.5,0.028,142.0,84.0,1.0,3.14,0.36,11.7,6,0.0
6.4,0.32,1.15,16.2,0.055,132.0,176.0,4.0,3.26,0.54,9.1,5,0.0
6.7,0.24,1.92,9.0,0.023,140.0,109.0,2.0,3.34,0.35,12.6,6,0.0
6.4,0.32,1.15,16.2,0.055,140.0,176.0,4.0,3.26,0.54,9.1,5,0.0
8.2,0.31,2.15,7.0,0.047,120.0,87.0,3.0,3.23,0.64,10.6,5,0.0
6.7,0.24,1.92,9.0,0.023,146.0,109.0,2.0,3.34,0.35,12.6,6,0.0
5.9,0.17,2.03,3.1,0.03,178.0,123.0,1.0,3.41,0.33,13.7,7,0.0
5.9,0.2,1.38,1.5,0.037,156.0,93.0,1.0,3.36,0.49,12.0,6,0.0
6.6,0.32,1.82,4.6,0.031,166.0,120.0,1.0,3.4,0.73,12.5,7,0.0
5.9,0.12,1.62,4.8,0.03,158.0,110.0,1.0,3.55,0.68,12.1,6,0.0
5.9,0.18,1.74,4.6,0.032,188.0,137.0,1.0,3.21,0.38,11.3,6,0.0
5.9,0.2,1.38,1.5,0.037,160.0,93.0,1.0,3.36,0.49,12.0,6,0.0
5.4,0.17,1.62,2.7,0.049,146.0,115.61731664259348,1.0,3.46,0.55,10.3,6,0.0
6.1,0.21,1.8,6.3,0.039,169.0,136.0,1.0,3.27,0.31,12.7,6,0.0
7.3,0.25,1.3,7.2,0.048,152.0,207.0,3.0,3.12,0.37,9.2,5,0.0
7.3,0.25,1.3,7.2,0.048,150.0,207.0,3.0,3.12,0.37,9.2,5,0.0
6.5,0.27,1.14,6.6,0.045,216.0,175.0,2.0,3.16,0.34,10.1,6,0.0
6.6,0.39,1.54,4.0,0.038,159.0,98.0,1.0,3.25,0.53,13.0,7,0.0
6.0,0.31,2.28,4.8,0.04,165.0,101.0,1.0,3.24,0.56,13.1,6,0.0
8.4,0.23,1.92,1.3,0.048,181.0,115.61731664259348,1.0,3.1,0.55,11.0,6,0.0
6.1,0.23,1.62,9.8,0.055,190.0,134.0,3.0,3.16,0.4,10.2,6,0.0
7.3,0.36,2.16,13.3,0.054,141.0,193.0,4.0,3.06,0.49,8.6,4,0.0
7.6,0.37,2.55,11.7,0.094,158.0,181.0,4.0,2.91,0.51,9.0,5,0.0
6.7,0.26,2.55,8.0,0.062,146.0,194.0,3.0,3.13,0.5,9.6,5,0.0
7.4,0.22,1.89,1.6,0.057,187.0,98.0,2.0,3.29,0.44,9.9,7,0.0
6.1,0.22,1.4,16.55,0.059,160.0,135.0,3.0,3.2,0.38,10.5,5,0.0
7.1,0.28,1.55,1.5,0.053,122.0,98.0,1.0,3.15,0.5,11.4,5,0.0
6.5,0.35,1.55,10.2,0.069,156.0,170.0,3.0,3.18,0.49,9.4,5,0.0
6.8,0.73,0.8,6.6,0.054,105.0,65.0,2.0,3.12,0.28,11.1,4,0.0
6.0,0.28,1.44,17.8,0.047,158.0,111.0,4.0,3.1,0.45,8.9,6,0.0
6.0,0.28,1.44,17.8,0.047,162.0,111.0,4.0,3.1,0.45,8.9,6,0.0
7.1,0.2,1.85,1.5,0.049,128.0,129.0,1.0,3.15,0.52,10.8,5,0.0
6.8,0.33,1.86,7.4,0.045,156.0,143.0,1.0,3.06,0.55,12.2,6,0.0
6.0,0.28,1.44,17.8,0.047,162.0,111.0,4.0,3.1,0.45,8.9,6,0.0
7.2,0.24,2.16,2.0,0.029,143.0,63.0,1.0,3.13,0.63,12.5,6,0.0
6.8,0.33,1.86,7.4,0.045,154.0,143.0,1.0,3.06,0.55,12.2,6,0.0
7.2,0.24,2.16,2.0,0.029,141.0,63.0,1.0,3.13,0.63,12.5,6,0.0
6.0,0.28,1.44,17.8,0.047,168.0,111.0,4.0,3.1,0.45,8.9,6,0.0
6.2,0.27,1.56,12.1,0.046,165.0,127.0,3.0,3.16,0.37,10.8,6,0.0
6.4,0.38,1.56,8.2,0.043,150.0,98.0,2.0,2.99,0.31,11.4,6,0.0
7.1,0.2,1.85,1.5,0.049,130.0,129.0,1.0,3.15,0.52,10.8,5,0.0
6.0,0.21,1.5,8.7,0.036,149.0,127.0,2.0,3.18,0.39,10.6,5,0.0
7.0,0.34,0.5,3.5,0.044,119.0,63.0,2.0,3.01,0.39,9.2,5,0.0
5.9,0.435,0.96,6.4,0.031,143.0,134.0,1.0,3.24,0.46,12.2,6,0.0
7.0,0.25,1.98,2.1,0.021,139.0,76.0,1.0,3.26,0.45,12.3,6,0.0
6.7,0.26,1.74,7.7,0.038,158.0,179.0,2.0,3.23,0.56,10.4,6,0.0
7.0,0.24,1.8,12.3,0.035,192.0,172.0,3.0,2.99,0.57,10.4,6,0.0
8.5,0.23,2.38,1.3,0.035,194.0,110.0,1.0,3.07,0.55,11.0,7,0.0
6.0,0.21,1.5,8.7,0.036,149.0,127.0,2.0,3.18,0.39,10.6,5,0.0
7.0,0.34,0.5,3.5,0.044,115.0,63.0,2.0,3.01,0.39,9.2,5,0.0
4.8,0.65,0.48,1.1,0.013,88.0,10.0,2.0,3.32,0.36,13.5,4,0.0
6.1,0.22,2.28,2.8,0.144,122.0,65.0,1.0,2.95,0.64,11.4,6,0.0
5.8,0.27,1.56,3.5,0.071,150.0,69.0,1.0,3.1,0.38,11.5,6,0.0
5.0,0.455,1.26,1.9,0.036,169.0,106.0,1.0,3.21,0.83,14.0,7,0.0
6.5,0.33,2.1,3.8,0.036,168.0,88.0,1.0,3.25,0.63,12.5,7,0.0
6.5,0.33,2.1,3.8,0.036,176.0,88.0,1.0,3.25,0.63,12.5,7,0.0
6.7,0.31,2.1,2.4,0.038,168.0,83.0,1.0,3.09,0.36,12.8,7,0.0
