sample,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,kind
3644,6.4,,1.61,2,0.046,172,133,low,3.12,0.54,11.4,7,white
3645,5.9,0.18,1.68,5.1,0.039,174,139,low,3.16,0.44,11.3,6,white
3646,7.2,0.33,1.54,4.5,0.031,148,73,low,2.97,0.52,12.2,7,white
3647,6.4,0.29,1.68,3.2,0.037,171,95,low,2.9,0.66,12.6,7,white
3648,7.3,0.31,1.25,6.65,0.032,132,138,medium,2.9,0.37,11.1,5,white
3649,7,,2.22,1.6,0.035,152,126,low,3.26,0.47,12.3,6,white
3650,6.9,0.19,2.4,4,0.037,86,122,medium,2.92,0.59,10.4,4,white
3651,6.3,0.32,1.02,17.75,0.06,173,190,very high,3.13,0.48,8.8,6,white
3652,6.6,0.085,1.98,1.4,0.036,135,109,medium,3.27,0.61,9.5,6,white
3653,6.3,0.32,1.02,17.75,0.06,171,190,very high,3.13,0.48,8.8,6,white
3654,6.8,0.18,1.92,7.2,0.047,137,109,high,3.42,0.44,10.4,6,white
3655,6.8,0.52,1.82,5.7,0.038,169,130,low,3.11,0.27,13,7,white
3656,7.1,0.28,1.96,8.5,0.03,165,,medium,3.16,0.46,12.2,7,white
3657,5.7,0.15,3.76,11.4,0.035,209,128,medium,3.03,0.34,10.5,8,white
3658,5.8,0.275,2.1,5.4,0.043,181,149,medium,3.33,0.42,10.8,7,white
3659,5.4,0.53,1.28,2.7,0.036,194,128,low,3.2,0.53,13.2,8,white
3660,5.8,0.32,2.24,4.3,0.032,204,115,low,3.16,0.57,13,8,white
3661,6.7,0.22,2.34,1.2,0.049,146,152,medium,3.5,0.47,10,6,white
3662,6.1,0.6,0.48,1.8,0.05,93,76,medium,3.42,0.48,10.4,4,
3663,6.5,0.26,1.86,1.3,0.034,177,145,low,3.16,0.54,12.4,6,white
3664,5,0.29,4.32,5.7,0.035,212,155,low,3.27,0.34,12.9,8,white
3665,5.4,0.53,1.28,2.7,0.036,194,128,low,3.2,0.53,13.2,8,white
3666,6.8,0.21,1.82,11.7,0.038,201,152,high,3.02,0.56,10.5,7,white
3667,5.8,0.32,2.24,4.3,0.032,202,115,low,,0.57,13,8,white
3668,6.5,0.27,1.3,11,0.03,110,82,medium,3.07,0.36,11.2,5,white
3669,5.9,0.37,2.24,1.6,0.029,183,102,low,3.41,0.55,12.7,7,white
3670,6.2,0.21,1.08,11.6,0.044,181,155,high,3.14,0.52,9.4,6,white
3671,6.8,0.3,2.03,6.2,0.025,165,95,low,3.03,0.32,12.9,7,white
3672,7.3,0.41,2.32,1.8,0.032,184,74,low,2.96,0.35,13,8,white
3673,5.4,0.3,2.1,1.2,0.029,165,93,low,3.31,0.4,13.6,7,white
3674,6.6,0.34,1,1,0.053,124,112,medium,3.32,0.55,9.1,5,
3675,5.6,0.25,1.14,2.4,0.049,164,166,low,3.25,0.43,10.4,6,white
3676,5.3,0.3,2.1,1.2,0.029,167,,low,3.31,0.4,13.6,7,white
3677,6.9,0.58,3.48,8.2,0.032,147,169,medium,3.28,0.44,12.2,6,white
3678,7.2,0.23,1.25,18.8,0.085,115,111,very high,3.1,0.51,8.7,5,
3679,7.1,0.2,1.89,9.6,0.037,163,105,medium,3.04,0.37,10.5,7,white
3680,6.8,0.15,2.46,12.9,0.044,203.5,183,very high,3.24,0.78,10.2,6,white
3681,7,0.22,2.08,9.2,0.027,195,122,low,3.06,0.34,12.5,8,white
3682,6.4,0.16,3.08,1.2,0.051,183,122,low,3.11,0.75,11.3,7,white
3683,6.8,0.15,2.46,12.9,0.044,195.5,183,very high,3.24,0.78,10.2,6,
3684,6.8,0.31,2.1,8,0.028,175,122,low,3.13,0.63,12.6,7,white
3685,6.8,0.15,2.46,12.9,0.044,203.5,183,very high,3.24,0.78,10.2,6,white
3686,7.6,0.3,1.85,1.6,0.087,123,177,medium,3.09,0.5,9.8,5,white
3687,6,0.16,1.35,12,0.03,141,98,medium,3.15,0.34,10.8,5,white
3688,7.1,0.21,2.1,2.5,0.04,165,186,low,3.32,0.56,12.5,6,white
3689,7,,2.08,9.2,0.027,197,122,low,3.06,0.34,12.5,8,white
3690,5.6,0.21,1.68,4.4,0.027,175,150,low,3.3,0.31,11.5,7,white
3691,7.4,0.22,1.56,8.8,0.027,143,112,medium,2.98,0.41,11.4,6,white
3692,7.1,0.2,1.89,9.6,0.037,157,105,medium,3.04,0.37,10.5,7,white
3693,6.8,0.31,2.1,8,0.028,175,122,low,3.13,0.63,12.6,7,white
3694,7.2,0.23,1.25,18.8,0.085,121,111,very high,3.1,0.51,8.7,5,white
3695,6.4,0.15,2.4,1.3,0.053,183,146,low,3.17,0.68,11,6,white
3696,6.4,0.16,3.08,1.2,0.051,177,122,low,3.11,0.75,11.3,7,white
3697,6.8,0.15,2.46,12.9,0.044,193.5,182,very high,3.24,0.78,10.2,6,white
3698,6.3,0.22,2.04,1.2,0.036,150,,low,3.06,0.74,11.6,6,white
3699,7.6,0.3,1.85,1.6,0.087,123,177,medium,3.09,0.5,9.8,5,white
3700,7,0.3,1.35,1.5,0.076,126,145,medium,3.1,0.52,10.1,5,white
3701,6.6,0.26,1.1,18.15,0.05,121,,very high,3.06,0.5,9.2,5,white
3702,7.5,0.24,1.86,13.1,0.05,144,180,very high,3.05,0.53,9.1,6,white
3703,7.5,0.24,1.86,13.1,0.05,146,180,very high,3.05,0.53,9.1,6,white
3704,7.5,0.24,1.86,13.1,0.05,150,180,very high,3.05,0.53,9.1,6,white
3705,7.5,0.24,1.86,13.1,0.05,148,180,very high,3.05,0.53,9.1,6,white
3706,6.6,0.15,2.04,1,0.037,171,79,low,2.96,0.5,11.7,6,white
3707,6.7,0.34,2.58,1.6,0.041,147,114,low,3.23,0.44,12.6,6,white
3708,7.7,0.35,2.3,11.8,0.088,161,183,very high,2.86,0.47,9,5,white
3709,6.7,0.31,0.45,1.4,0.039,149,141,low,3.12,0.44,10.1,5,white
3710,4.7,0.67,0.45,1,0.02,109,9,low,3.3,0.34,13.6,5,
3711,7.5,0.24,1.86,13.1,0.05,144,180,very high,3.05,0.53,9.1,6,white
3712,6.3,0.2,0.9,10.6,0.045,161,159,high,3.09,0.54,9.2,5,white
3713,6.6,0.28,1.15,10.4,0.049,147,190,very high,3.12,0.51,8.8,5,white
3714,8.5,0.18,1.2,1.1,0.028,112,95,medium,2.83,0.36,10,4,white
3715,6.5,0.35,2.28,7.4,0.036,138,196,very high,3.47,0.48,9.1,6,white
3716,6.8,0.22,1.3,1.2,0.041,131,182,low,3.04,0.35,11.2,5,white
3717,6.3,0.18,1.44,3.4,0.053,144,119,medium,3.11,0.52,9.2,6,white
3718,6.6,0.26,1.1,18.15,0.05,121,139,very high,3.06,0.5,9.2,5,white
3719,6.6,0.3,2.25,8,0.038,150,200,high,3.18,0.48,9.5,5,
3720,6.3,0.34,1.89,2.5,0.024,182,152,low,3.35,0.6,11.9,7,white
3721,7.7,0.3,1.15,2,0.068,130,138,medium,3.11,0.62,9.8,5,white
3722,7.7,0.31,1.15,2,0.069,131,134,medium,3.11,0.62,9.8,5,white
3723,5.7,0.265,1.96,6.9,0.036,188,,medium,3.36,0.44,10.8,7,white
3724,5.4,0.255,1.98,1.2,0.051,151,122,low,3.37,0.66,11.3,6,white
3725,6.6,0.26,1.68,9.4,0.028,135,121,medium,3.17,0.34,12.1,6,white
3726,4.8,0.17,1.96,2.9,0.03,166,111,low,3.38,0.34,11.3,7,white
3727,5.7,0.265,1.96,6.9,0.036,180,150,medium,3.36,0.44,10.8,7,white
3728,6.2,0.2,2.31,5.4,0.028,159,,low,3.36,0.41,13.5,7,white
3729,7.5,0.28,2.05,1.3,0.044,115,126,medium,3.28,0.45,10.3,5,white
3730,6.2,0.22,1.2,20.8,0.035,180,184,very high,3.11,0.53,9,6,white
3731,7,0.34,1.56,10.3,0.041,169,166,medium,3.08,0.35,11.6,6,white
3732,7.5,0.28,2.05,1.3,0.044,115,126,medium,3.28,0.45,10.3,5,white
3733,6.5,0.19,2.04,1.6,0.029,159,116,low,3.21,0.68,12.5,6,white
3734,6,0.21,1.45,13.1,0.042,130,125,very high,3.39,0.45,8.6,5,white
3735,6.1,0.22,2.76,1.8,0.16,150,74,low,3.19,0.33,13.4,6,white
3736,6.5,0.32,1.92,8,0.026,96,88,low,3.22,0.79,12.7,4,white
3737,7.1,0.21,3.6,1.6,0.167,159,120,medium,2.97,0.51,9.2,5,white
3738,5.6,0.26,1.08,1.4,0.034,136,135,low,3.32,0.35,10.2,6,white
3739,7,0.15,1.96,14.7,0.051,169,149,very high,2.96,0.39,9,7,white
3740,7,0.15,1.96,14.7,0.051,169,149,very high,2.96,0.39,9,7,white
3741,7,0.15,1.96,14.7,0.051,169,149,very high,2.96,0.39,9,7,white
3742,7,0.15,1.96,14.7,0.051,169,149,,2.96,0.39,9,7,white
3743,7,0.15,1.96,14.7,0.051,169,149,very high,2.96,0.39,9,7,white
3744,7,0.15,1.96,14.7,0.051,167,149,very high,2.96,0.39,9,7,white
3745,7,0.15,1.96,14.7,0.051,167,149,very high,,0.39,9,7,white
3746,7.4,0.27,1.4,1.8,0.04,147,121,low,3.02,0.4,11.9,5,white
3747,6.8,0.22,1.8,10.6,0.07,189,194,high,2.89,0.42,9,6,white
3748,6.2,0.24,1.25,12.5,0.055,153,134,very high,3.3,0.51,9,5,white
3749,6.3,0.28,1.74,6.8,0.051,164,143,medium,3.43,0.59,11,6,white
3750,7,0.15,1.96,14.7,0.051,171,149,very high,2.96,0.39,9,7,white
3751,5.5,0.17,1.15,2.9,0.039,108,108,medium,3.28,0.5,10,5,white
3752,6.5,0.26,1.7,1.4,0.04,123,184,low,3.29,0.46,10.7,5,white
3753,6.6,0.27,1.65,1.4,0.042,126,183,low,3.29,0.46,10.7,5,white
3754,5.4,0.46,1.2,2.1,0.026,187,130,low,3.39,0.77,13.4,8,white
3755,7.8,0.19,1.92,7.4,0.015,163,124,medium,2.99,0.39,11,6,white
3756,5.5,0.17,1.15,2.9,0.039,112,108,medium,3.28,0.5,10,5,white
3757,6.5,0.26,1.7,1.4,0.04,127,184,low,3.29,0.46,10.7,5,white
3758,6.6,0.27,1.65,1.4,0.042,126,183,low,3.29,0.46,10.7,5,white
3759,7.8,0.19,1.92,7.4,0.015,165,124,medium,2.99,0.39,11,6,white
3760,7.8,0.2,1.92,5,0.016,155,101,low,2.99,0.39,11,6,white
3761,6.1,0.17,1.96,2.5,0.028,160,98,low,3.16,0.37,11.1,7,white
3762,7.4,0.2,1.75,6.1,0.025,106,40,medium,2.79,0.52,10.9,5,white
3763,6.7,0.39,1.2,2.7,0.017,120,80,low,3.03,0.37,11.5,5,white
3764,5.4,0.46,1.2,2.1,0.026,189,130,low,3.39,0.77,13.4,8,white
3765,6.9,0.4,0.85,12.9,0.033,167,186,very high,3.08,0.49,9.4,5,white
3766,6.9,0.4,0.85,12.9,0.033,161,186,very high,3.08,0.49,9.4,5,white
3767,6.9,0.4,0.85,12.9,0.033,159,186,very high,3.08,0.49,9.4,5,white
3768,6.3,0.24,1.74,13.7,0.035,169,134,high,3.17,0.38,10.6,6,white
3769,6.9,0.4,0.85,12.9,0.033,159,186,very high,,0.49,9.4,5,white
3770,7.4,0.27,1.24,2.4,0.014,97,143,low,3.03,0.65,12,4,white
3771,6.1,0.27,1.68,9.8,0.042,179,125,high,3.14,0.42,10.2,6,white
3772,6.3,0.24,1.74,13.7,0.035,175,134,high,3.17,0.38,10.6,6,white
3773,5,0.61,0.6,1.3,0.009,163,100,low,3.26,0.37,13.5,5,white
3774,6.7,0.42,1.95,12.1,0.04,163,248,very high,3.31,0.58,9.7,5,white
3775,6.5,0.33,1.68,6.1,0.018,161,103,low,3.24,0.32,12.2,6,white
3776,6.9,0.33,1.55,7.7,0.04,133,135,low,3.11,0.57,12.3,5,white
3777,6.5,0.33,1.68,6.1,0.018,163,103,low,3.24,0.32,12.2,6,white
3778,6.3,0.15,2.1,1.4,0.022,172,100,low,3.42,0.57,11.4,7,white
3779,6.5,0.32,3.15,7.7,0.022,165,97,low,3.2,0.7,12.7,7,white
3780,6.7,0.42,1.95,12.1,0.04,157,248,very high,3.31,0.58,9.7,5,white
3781,7.4,0.25,1.74,6.8,0.02,153,113,medium,3.13,0.29,10.8,6,white
3782,7.6,0.27,1.8,9.2,0.018,147,96,medium,3.08,0.29,11,6,white
3783,6.4,0.27,2.25,8.3,0.05,154,196,high,3.18,0.48,9.5,5,white
3784,6.5,0.25,1.62,17.4,0.064,151,140,very high,3.2,0.49,10.1,6,white
3785,5.6,0.19,2.17,2.7,0.027,151,100,low,3.46,0.4,13.2,7,
3786,7.4,0.29,2.4,12.8,0.037,165.5,182,very high,3.02,0.34,8.8,5,white
3787,6.4,0.34,2.2,8.2,0.043,156,201,high,3.18,0.48,9.5,5,white
3788,6.6,0.27,2.6,8.1,0.044,153,202,high,3.18,0.48,9.5,5,white
3789,6.6,0.26,3.12,8.2,0.047,168,191,high,3.16,0.47,9.5,6,
3790,6.4,0.27,2.25,8.3,0.05,154,196,high,3.18,0.48,9.5,5,white
3791,6.5,0.26,2.5,8,0.051,152,197,high,3.18,0.47,9.5,5,white
3792,6.8,0.25,1.8,11.8,0.043,177,133,high,3.03,0.58,10.4,6,white
3793,6.3,0.32,1.56,12,0.049,187,170,high,3.14,0.55,9.9,6,white
3794,5.5,0.24,2.25,1.7,0.046,120,113,low,3.22,0.48,10,5,white
3795,6.5,0.25,1.62,17.4,0.064,149,140,very high,3.2,0.49,10.1,6,white
3796,6.6,0.13,1.74,13.9,0.056,153,95,very high,3.17,0.39,9.4,6,white
3797,7,0.39,1.05,10.7,0.098,113,91,high,3.03,0.47,9.3,5,white
3798,7.9,0.21,1.95,2,0.057,119,138,low,3.05,0.52,10.9,5,white
3799,7,0.3,1.4,2.2,0.042,123,177,low,3.2,0.57,11.4,5,white
3800,8.1,0.2,1.5,1.3,0.036,105,49,medium,2.99,0.73,10.3,5,white
3801,8.3,0.18,1.8,1.1,0.033,138,57,low,3.02,0.51,11,6,white
3802,7.9,0.21,1.95,2,0.057,123,138,low,3.05,0.52,10.9,5,white
3803,7.2,0.17,2.04,6.4,0.042,132,111,medium,2.99,0.4,10.8,6,white
3804,8.1,0.2,1.5,1.3,0.036,107,,medium,2.99,0.73,10.3,5,white
3805,8.3,0.18,1.8,1.1,0.033,144,57,low,3.02,0.51,11,6,white
3806,7,0.39,1.05,10.7,0.098,117,91,high,3.03,0.47,9.3,5,white
3807,6.8,0.21,3.1,6.4,0.041,107,113,medium,2.96,0.59,10.2,5,white
3808,6.9,0.21,3.72,6.3,0.042,125,109,medium,2.96,0.59,10.2,6,white
3809,7.2,0.17,2.04,6.4,0.042,134,111,medium,2.99,0.4,10.8,6,white
3810,6.8,0.26,1.02,15.1,0.06,102,162,very high,3.24,0.52,10.5,3,white
3811,7.2,0.28,1.9,2,0.052,123,156,low,3.13,0.52,11.1,5,white
3812,7.9,0.21,1.95,2,0.057,115,138,low,3.05,0.52,10.9,5,white
3813,7,0.3,1.4,2.2,0.042,123,177,low,3.2,0.57,11.4,5,white
3814,7.4,0.34,1.4,12.1,0.049,131,149,high,3.22,0.49,10.3,5,
3815,6.3,0.43,2.24,8.8,0.042,158,106,low,3.28,0.33,12.9,7,white
3816,6.8,0.41,1.5,8.8,0.045,128,131,high,3.12,0.59,9.9,5,white
3817,6.3,0.4,1.44,5.1,0.036,165,131,low,3.24,0.44,11.3,6,white
3818,5.1,0.35,1.56,6.8,0.034,160,120,low,3.38,0.4,11.5,6,white
3819,5.1,0.35,1.56,6.8,0.034,154,120,low,3.38,0.4,11.5,6,white
3820,6.3,0.3,1,3.7,0.039,136,132,low,3,0.38,10.7,5,white
3821,6.9,0.28,1.68,12.2,0.042,170,139,high,3.03,0.56,10.4,6,white
3822,7,0.33,1.68,5.7,0.033,155,204,low,3.17,0.64,12.5,6,white
3823,6.7,0.26,2.45,8.1,0.052,148,197,high,3.19,0.48,9.5,5,white
3824,7.3,0.24,2.1,2.5,0.042,171,104,low,3.05,0.56,11.3,7,white
3825,6.7,0.46,1.26,4,0.034,130,88,low,3.26,0.54,13,6,white
3826,5.1,0.35,1.56,6.8,0.034,160,120,low,3.38,0.4,11.5,6,white
3827,5.1,0.23,0.9,1,0.053,117,99,low,3.22,0.39,11.5,5,white
3828,6.3,0.4,1.44,5.1,0.036,165,131,low,3.24,0.44,11.3,6,white
3829,7.1,0.44,1.61,5.8,0.035,162,100,low,3.15,0.57,13.2,7,white
3830,4.8,0.26,1.61,10.6,0.034,165,111,medium,3.46,0.28,11.5,7,white
3831,6.8,0.31,0.95,3.5,0.086,126,130,medium,2.83,0.44,9.6,5,white
3832,6.8,0.31,0.95,3.5,0.086,128,130,medium,2.83,0.44,9.6,5,white
3833,7,0.15,1.74,16.4,0.058,167,110,very high,3.15,0.37,9.7,6,white
3834,6.5,0.41,1.1,4.8,0.052,149,142,medium,3.14,0.62,9.2,5,white
3835,6.2,0.31,1.15,3.3,0.052,128,113,medium,3.16,0.48,8.4,5,white
3836,8,0.27,1.98,1.2,0.05,157,103,low,3,0.45,12.4,6,white
3837,8,0.27,1.98,1.2,0.05,155,103,low,3,0.45,12.4,6,white
3838,6.5,0.41,1.1,4.8,0.052,151,142,medium,3.14,0.62,9.2,5,white
3839,6.2,0.31,1.15,3.3,0.052,136,113,medium,3.16,0.48,8.4,5,white
3840,6.7,0.37,1.5,2.5,0.028,144,84,low,3.14,0.36,11.7,6,white
3841,6.6,0.21,3,8.7,0.036,159,191,medium,2.96,0.56,11,6,white
3842,7.5,0.26,1.86,1.6,0.032,158,109,low,2.97,0.43,11.9,6,white
3843,7.5,0.34,1.96,4,0.028,180,100,low,3.2,0.5,13.2,7,white
3844,6.7,0.37,1.5,2.5,0.028,142,84,low,3.14,0.36,11.7,6,white
3845,6.4,0.32,1.15,16.2,0.055,132,176,very high,3.26,0.54,9.1,5,white
3846,6.7,0.24,1.92,9,0.023,140,109,medium,3.34,0.35,12.6,6,white
3847,6.4,0.32,1.15,16.2,0.055,140,176,very high,3.26,0.54,9.1,5,white
3848,7.1,0.39,4.74,1.4,0.194,145,90,low,3.17,0.46,10.5,6,
3849,8.2,0.31,2.15,7,0.047,120,87,high,3.23,0.64,10.6,5,white
3850,6.7,0.24,1.92,9,0.023,146,109,medium,3.34,0.35,12.6,6,white
3851,5.9,0.17,2.03,3.1,0.03,178,123,low,3.41,0.33,13.7,7,white
3852,5.9,0.2,1.38,1.5,0.037,156,93,low,3.36,0.49,12,6,white
3853,6.6,0.32,1.82,4.6,0.031,166,120,low,3.4,0.73,12.5,7,white
3854,5.9,0.12,1.62,4.8,0.03,158,110,low,3.55,0.68,12.1,6,white
3855,5.9,0.18,1.74,4.6,0.032,188,137,low,3.21,0.38,11.3,6,white
3856,5.9,0.2,1.38,1.5,0.037,160,93,low,3.36,0.49,12,6,white
3857,5.4,0.17,1.62,2.7,0.049,146,,low,3.46,0.55,10.3,6,white
3858,6.1,0.21,1.8,6.3,0.039,169,136,low,3.27,0.31,12.7,6,white
3859,7.3,0.25,1.3,7.2,0.048,152,207,high,3.12,0.37,9.2,5,white
3860,7.3,0.25,1.3,7.2,0.048,150,207,high,3.12,0.37,9.2,5,white
3861,6.2,0.22,1.8,12.4,0.054,224,152,very high,3.1,0.47,9.5,6,white
3862,6.5,0.27,1.14,6.6,0.045,224,175,medium,3.16,0.34,10.1,6,white
3863,6.5,0.27,1.14,6.6,0.045,216,175,medium,3.16,0.34,10.1,6,white
3864,6.6,0.39,1.54,4,0.038,159,98,low,3.25,0.53,13,7,white
3865,6,0.31,2.28,4.8,0.04,165,101,low,3.24,0.56,13.1,6,white
3866,8.4,0.23,1.92,1.3,0.048,181,,low,3.1,0.55,11,6,white
3867,7.3,0.25,1.3,7.2,0.048,148,207,,3.12,0.37,9.2,5,white
3868,6,0.22,1.5,11.1,0.056,232,177,high,3.08,0.36,9.4,6,white
3869,6.2,0.22,1.8,12.4,0.054,234,152,very high,3.1,0.47,9.5,6,white
3870,6.1,0.23,1.62,9.8,0.055,190,134,high,3.16,0.4,10.2,6,white
3871,6.5,0.27,1.14,6.6,0.045,222,175,medium,3.16,0.34,10.1,6,white
3872,7.3,0.36,2.16,13.3,0.054,141,193,very high,3.06,0.49,8.6,4,white
3873,7.6,0.37,2.55,11.7,0.094,158,181,very high,2.91,0.51,9,5,white
3874,6.7,0.26,2.55,8,0.062,146,194,high,3.13,0.5,9.6,5,white
3875,7.4,0.22,1.89,1.6,0.057,187,98,medium,3.29,0.44,9.9,7,white
3876,6.1,0.22,1.4,16.55,0.059,160,135,high,3.2,0.38,10.5,5,
3877,7.1,0.28,1.55,1.5,0.053,122,98,low,3.15,0.5,11.4,5,white
3878,6.5,0.35,1.55,10.2,0.069,156,170,high,3.18,0.49,9.4,5,white
3879,6.8,0.73,0.8,6.6,0.054,105,65,medium,3.12,0.28,11.1,4,white
3880,6,0.28,1.44,17.8,0.047,158,111,very high,3.1,0.45,8.9,6,white
3881,6,0.28,1.44,17.8,0.047,162,111,very high,3.1,0.45,8.9,6,white
3882,7.1,0.2,1.85,1.5,0.049,128,129,low,3.15,0.52,10.8,5,white
3883,6.8,0.33,1.86,7.4,0.045,156,143,low,3.06,0.55,12.2,6,white
3884,6,0.28,1.44,17.8,0.047,162,111,very high,3.1,0.45,8.9,6,white
3885,7.2,0.24,2.16,2,0.029,143,63,low,3.13,0.63,12.5,6,white
3886,6.8,0.33,1.86,7.4,0.045,154,143,low,3.06,0.55,12.2,6,white
3887,7.2,0.24,2.16,2,0.029,141,63,low,3.13,0.63,12.5,6,white
3888,6,0.28,1.44,17.8,0.047,168,111,very high,3.1,0.45,8.9,6,white
3889,6.2,0.27,1.56,12.1,0.046,165,127,high,3.16,0.37,10.8,6,white
3890,6.4,0.38,1.56,8.2,0.043,150,98,medium,2.99,0.31,11.4,6,white
3891,7.1,0.2,1.85,1.5,0.049,130,129,low,3.15,0.52,10.8,5,white
3892,6,0.21,1.5,8.7,0.036,149,127,medium,3.18,0.39,10.6,5,white
3893,7,0.34,0.5,3.5,0.044,119,63,medium,3.01,0.39,9.2,5,white
3894,5.9,0.435,0.96,6.4,0.031,143,134,low,3.24,0.46,12.2,6,white
3895,7,0.25,1.98,2.1,0.021,139,76,low,3.26,0.45,12.3,6,white
3896,6.7,0.26,1.74,7.7,0.038,158,179,medium,3.23,0.56,10.4,6,
3897,7,0.24,1.8,12.3,0.035,192,172,high,2.99,0.57,10.4,6,white
3898,8.5,0.23,2.38,1.3,0.035,194,110,low,3.07,0.55,11,7,white
3899,6,0.21,1.5,8.7,0.036,149,127,medium,3.18,0.39,10.6,5,white
3900,7,0.34,0.5,3.5,0.044,115,63,medium,3.01,0.39,9.2,5,white
3901,4.8,0.65,0.48,1.1,0.013,88,10,medium,3.32,0.36,13.5,4,white
3902,6.1,0.22,2.28,2.8,0.144,122,65,low,2.95,0.64,11.4,6,white
3903,5.8,0.27,1.56,3.5,0.071,150,69,low,3.1,0.38,11.5,6,white
3904,5,0.455,1.26,1.9,0.036,169,106,low,3.21,0.83,14,7,white
3905,6.5,0.33,2.1,3.8,0.036,168,88,low,3.25,0.63,12.5,7,white
3906,6.5,0.33,2.1,3.8,0.036,176,88,low,3.25,0.63,12.5,7,white
3907,6.7,0.31,2.1,2.4,0.038,168,83,low,3.09,0.36,12.8,7,white
3908,6.2,0.39,1.68,4.8,0.037,185,138,low,3.23,0.43,11.2,7,white
3909,6.2,0.39,1.68,4.8,0.037,177,138,low,3.23,0.43,11.2,7,white
3910,7.1,0.37,1.8,6.2,0.04,171,139,low,3.17,0.27,13.6,6,
3911,7.2,0.23,4.92,1.3,0.149,192,109,medium,2.93,0.42,9.2,6,white
3912,6.5,0.33,2.1,3.8,0.036,172,88,low,3.25,0.63,12.5,7,white
3913,7.2,0.25,1.92,1.5,0.054,140,105,low,3.17,0.48,11.1,6,white
3914,6.2,0.39,1.68,4.8,0.037,179,138,low,3.23,0.43,11.2,7,white
3915,4.7,0.455,1.26,1.9,0.036,179,106,low,3.21,0.83,14,7,white
3916,7.1,0.37,1.8,6.2,0.04,171,139,low,3.17,0.27,13.6,6,white
3917,6.2,0.28,2.55,7.9,0.056,155,206,high,3.18,0.52,9.4,5,white
3918,6.4,0.35,1.96,1.6,0.037,171,113,low,3.12,0.4,14.2,7,white
3919,6.6,0.31,1.68,1.4,0.035,148,107,low,3,0.4,13.2,6,white
3920,7.4,0.25,2.22,2.6,0.05,144,132,low,3.04,0.53,11.2,6,
3921,7.3,0.36,1.7,14.8,0.057,148,173,very high,3.14,0.57,10.2,5,white
3922,6.7,0.31,2.1,2.4,0.038,172,83,low,3.09,0.36,12.8,7,white
3923,8.6,0.31,1.5,0.9,0.045,114,109,medium,2.95,0.39,10.1,5,white
3924,8.6,0.31,1.5,0.9,0.045,116,109,medium,2.95,0.39,10.1,5,white
3925,8.6,0.22,1.65,1.2,0.031,138,95,medium,2.83,0.31,10.3,5,white
3926,6.9,0.14,1.74,9.9,0.056,146,91,high,3.19,0.33,9.9,6,white
3927,6.5,0.22,1.55,3.9,0.046,119,106,low,3.15,0.31,11.5,5,white
3928,6.6,0.32,2.35,15.6,0.063,127,173,very high,3.18,0.56,9,5,white
3929,6.6,0.32,2.35,15.6,0.063,129,173,very high,3.18,0.56,9,5,white
3930,6.1,0.28,1.56,1.5,0.03,143,101,low,3.03,0.41,12.1,6,white
3931,6.2,0.3,1.68,1.6,0.036,150,106,low,3.14,0.41,13.3,6,white
3932,6.9,0.22,2.24,7.8,0.05,203,116,medium,3.22,0.6,11.5,8,white
3933,8.7,0.31,0.84,5.6,0.039,110,67,medium,2.96,0.52,11,4,white
3934,7.3,0.27,1.8,1.3,0.04,148,84,low,3.28,0.53,10.7,6,white
3935,7,0.46,1,16.7,0.046,154,184,very high,3.08,0.56,9.4,5,white
3936,5.7,0.23,1.5,7.95,0.042,138,108,medium,3.44,0.61,10.3,6,white
3937,6.5,0.36,1.8,6.7,0.185,151.5,151,high,3.17,0.42,9.3,5,white
3938,8.2,0.18,2.28,1.1,0.04,165,92,low,2.88,0.6,12,6,white
3939,6.2,0.27,1.92,6.3,0.048,165,159,medium,3.21,0.6,11,6,white
3940,6.9,0.4,1.85,8.9,0.053,140,148,high,3.16,0.5,9.3,5,white
3941,4.9,0.345,1.7,1,0.068,128,143,low,3.24,0.4,10.1,5,white
3942,7.2,0.23,2.34,1.5,0.053,152,106,low,3.18,0.47,11.1,6,white
3943,6.4,0.2,0.9,6.6,0.046,146,113,medium,2.99,0.58,9.9,6,white
3944,6.1,0.27,1.92,6.2,0.048,165,161,medium,3.22,0.6,11,6,white
3945,6.2,0.27,1.92,6.3,0.048,165,159,medium,3.21,0.6,11,6,white
3946,6,0.3,1.98,2.1,0.042,151,127,low,3.32,0.42,12.5,6,white
3947,6.1,0.3,2.24,2.2,0.042,181,142,low,3.31,0.44,12.7,7,white
3948,5.7,0.14,1.5,5.4,0.045,124,105,medium,3.32,0.45,9.3,5,white
3949,6.9,0.4,1.85,8.9,0.053,144,148,high,3.16,0.5,9.3,5,white
3950,4.9,0.345,1.7,1,0.068,126,143,low,3.24,0.4,10.1,5,white
3951,6.3,0.33,1,17.9,0.066,138,161,very high,3.14,0.51,8.8,5,white
3952,7,0.16,1.8,2.6,0.043,158,90,low,2.88,0.47,11.2,6,white
3953,8.4,0.22,2.1,1.3,0.038,185,122,low,3.13,0.54,10.8,7,white
3954,6.3,0.33,1,17.9,0.066,138,161,very high,3.14,0.51,8.8,5,white
3955,7,0.16,1.8,2.6,0.043,158,90,low,2.88,0.47,11.2,6,white
3956,5.4,0.24,0.9,2.3,0.05,122,145,low,3.24,0.46,10.3,5,white
