sample,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,kind
3398,6.1,0.33,1.6,7.8,0.052,144,183,hig,3.39,0.65,,5,white
3399,5.6,0.32,1.98,7.4,0.037,149,95,mediu,3.25,0.49,11.1,6,white
3400,7.7,0.46,1.08,3.3,0.054,140,143,mediu,3.12,0.51,10.8,6,white
3401,8.8,0.19,1.5,5,0.028,140,120,,2.94,0.47,11.2,5,white
3402,7.7,0.46,1.08,3.3,0.054,136,143,mediu,3.12,0.51,10.8,6,white
3403,8.8,0.27,1.25,5,0.024,152,99,mediu,2.87,0.49,11.4,5,white
3404,5.8,0.18,1.68,1.3,0.034,129,94,lo,3.21,0.52,11.2,6,white
3405,5.8,0.15,1.92,1.2,0.037,136,119,lo,3.19,0.5,10.2,6,white
3406,5.6,0.32,1.98,7.4,0.037,143,95,mediu,3.25,0.49,11.1,6,white
3407,6.1,0.33,1.6,7.8,0.052,150,183,hig,3.39,0.65,9.5,5,white
3408,7.1,0.32,1.8,9.9,0.041,185,192,hig,3.12,0.49,10.2,6,white
3409,6.2,0.23,1.05,0.7,0.051,84,111,lo,3.37,0.43,11,3,white
3410,8.9,0.3,2.45,4.6,0.032,174,148,mediu,3.15,0.45,11.5,7,white
3411,6,0.14,1.02,5.6,0.036,155,127,mediu,3.05,0.57,9.8,6,white
3412,6.8,0.24,1.74,9.5,0.042,,157,,3.11,0.51,,6,white
3413,6.7,0.21,2.88,14.8,0.05,149,195,very hig,2.95,0.75,8.8,6,white
3414,8.9,0.3,2.45,4.6,0.032,,148,,3.15,0.45,11.5,7,white
3415,6.1,0.3,2.1,2.1,0.031,192,163,lo,3.39,0.43,12.7,7,white
3416,7.2,0.37,2.4,11.6,0.032,156,214,hig,3.1,0.51,9.8,6,white
3417,6.7,0.64,1.2,1.2,0.03,,76,lo,3.16,0.6,12.9,4,white
3418,7.2,0.37,2.4,11.6,0.032,162,214,hig,3.1,0.51,,6,white
3419,6.1,0.3,2.1,2.1,0.031,192,163,lo,3.39,0.43,12.7,7,white
3420,7.6,0.28,2.45,20.15,0.06,130,145,very hig,3.01,0.44,8.5,5,white
3421,6.3,0.29,2.24,4.7,0.059,188,81,lo,3.24,0.56,12.7,8,white
3422,6.2,0.28,2.24,4.3,0.026,182,105,lo,2.98,0.64,13.1,8,white
3423,7.1,0.18,1.95,14.5,0.051,144,156,very hig,3.35,0.78,9.1,5,white
3424,6.4,0.32,1.62,4.9,0.034,138,122,,3.36,0.71,,6,white
3425,7.1,0.17,2.4,14.55,0.047,163,156,very hig,3.34,0.78,9.1,6,white
3426,7.1,0.17,2.4,14.55,0.047,171,156,very hig,3.34,0.78,9.1,6,white
3427,5.8,0.24,1.56,10.05,0.039,185,162,mediu,3.33,0.5,11.2,6,white
3428,6.4,0.32,1.62,4.9,0.034,138,122,lo,3.36,0.71,12.5,6,white
3429,7.1,0.18,1.95,14.5,0.051,150,156,very hig,3.35,0.78,9.1,5,white
3430,7.1,0.17,2.4,14.55,0.047,163,156,very hig,3.34,0.78,9.1,6,white
3431,7.1,0.18,2.34,15.25,0.047,167,158,,3.34,0.77,9.1,6,white
3432,7.8,0.29,1.45,3.15,0.044,141,117,lo,3.24,0.35,11.5,5,white
3433,6.2,0.255,1.89,1.3,0.037,176,86,,3.05,0.59,12.9,7,white
3434,8.2,0.34,1.74,5.2,0.076,133,92,lo,2.95,0.39,12.5,6,white
3435,6.5,0.24,1.68,1.1,0.034,148,83,lo,3.25,0.33,,6,white
3436,6.9,0.24,1.38,7.1,0.041,136,97,,3.1,0.85,11.4,6,white
3437,6.7,0.4,1.1,8.8,0.052,126,113,hig,3.22,0.45,9.4,5,white
3438,6.7,0.3,2.2,18.5,0.057,165,224,very hig,3.11,0.53,9.1,5,white
3439,6.7,0.4,1.1,8.8,0.052,124,113,hig,3.22,0.45,9.4,5,white
3440,6.8,0.17,1.6,1.4,0.04,137,106,lo,3.16,0.66,12,5,white
3441,7.1,0.25,1.4,1.2,0.04,131,111,lo,3.18,0.53,11.1,5,white
3442,5.9,0.27,1.89,5,0.035,150,97,lo,3.1,0.33,,7,white
3443,6,0.16,1.32,1.6,0.042,156,106,,3.24,0.32,11.4,6,white
3444,6.7,0.3,2.2,18.75,0.057,169,224,very hig,3.11,0.53,,5,white
3445,6.6,0.15,2.56,6,0.033,217,128,lo,3.19,0.71,12.1,8,white
3446,7.3,0.34,1.8,9.4,0.057,154,178,hig,3.15,0.44,10.4,6,white
3447,6,0.17,1.74,9.7,0.044,151,98,hig,3.12,0.36,9.2,6,white
3448,6.7,0.47,2.03,4.75,0.034,169,134,,3.29,0.46,,7,white
3449,6.6,0.15,2.56,6,0.033,215,128,,3.19,0.71,12.1,8,white
3450,6.6,0.21,2.03,5.35,0.029,185,106,lo,2.93,0.43,11.5,7,white
3451,6.6,0.21,2.03,5.35,0.029,187,106,lo,,0.43,11.5,7,white
3452,8,0.24,2.4,6.8,0.047,109,134,hig,3.23,0.7,10,5,white
3453,5.6,0.34,1.8,6.9,0.038,141,89,mediu,3.25,0.49,11.1,6,white
3454,5.8,0.54,0,1.4,0.033,144,107,lo,3.26,0.35,12.4,5,white
3455,7.3,0.23,1.44,0.9,0.031,147,86,lo,2.9,0.38,,6,white
3456,6,0.39,0.65,1.2,0.042,158,172,lo,3.06,0.52,10.6,5,white
3457,6.1,0.105,2.17,1.3,0.037,195,145,lo,3.41,0.41,11.1,7,white
3458,5.8,0.32,1.4,2.6,0.027,161,123,lo,3.36,0.78,13.9,7,white
3459,7.6,0.22,1.68,12,0.056,180,143,very hig,2.99,0.3,9.2,6,white
3460,6.8,0.19,2.4,9.85,0.055,161,103,hig,2.98,0.56,10.5,6,white
3461,6.7,0.24,2.4,3.85,0.042,265,179,lo,3.04,0.59,11.3,8,white
3462,6.8,0.17,2.04,2,0.04,158,111,lo,3.24,0.45,12.9,6,white
3463,6.2,0.3,2.17,1.6,0.035,178,106,,3.26,0.39,12.9,7,white
3464,6.9,0.29,2.05,7.8,0.046,,171,hig,3.12,0.51,9.6,5,white
3465,6.8,0.19,2.04,1.9,0.04,163,108,lo,3.25,0.45,12.9,6,white
3466,6.8,0.17,2.04,2,0.04,162,111,,3.24,0.45,12.9,6,white
3467,6.6,0.24,1.35,10.3,0.047,154,219,very hig,3.04,0.45,8.8,5,white
3468,6.6,0.16,2.88,1.1,0.031,183,93,lo,3.23,0.34,13.2,8,white
3469,7.6,0.22,1.68,12,0.056,192,143,very hig,2.99,0.3,,6,white
3470,6.7,0.24,2.4,3.85,0.042,267,179,lo,3.04,0.59,11.3,8,white
3471,6.8,0.19,2.4,9.85,0.055,161,103,,2.98,0.56,10.5,6,white
3472,6.7,0.16,2.16,2,0.045,140,131,mediu,3.3,0.59,10.5,6,white
3473,6.5,0.3,2.16,4,0.038,197,97,lo,3.2,0.6,12.6,8,white
3474,6.5,0.22,1.14,1.1,0.064,158,191,mediu,3.05,0.5,9.5,6,white
3475,6.2,0.36,2.7,10.4,0.06,136,184,very hig,3.31,0.56,9.8,6,white
3476,6.2,0.37,1.92,6.1,0.032,179,86,lo,3.04,0.26,13.4,8,white
3477,7.6,0.31,1.68,1.8,0.037,177,150,lo,3.05,0.44,11.8,7,white
3478,6.2,0.36,2.7,10.4,0.06,142,184,,3.31,0.56,9.8,6,white
3479,5.9,0.32,1.96,4.7,0.039,176,94,lo,3.22,0.57,13.1,7,white
3480,6.5,0.3,2.16,4,0.038,195,97,lo,3.2,0.6,12.6,8,white
3481,5.8,0.22,1.5,1.1,0.047,134,131,lo,3.26,0.45,10.4,5,white
3482,5.4,0.45,2.16,6.4,0.033,176,102,lo,3.22,0.27,13.4,8,white
3483,6.1,0.36,1.82,8.15,0.035,,88,lo,3.06,0.27,13,7,white
3484,6.2,0.37,1.92,6.1,0.032,179,86,lo,3.04,0.26,13.4,8,white
3485,7.5,0.21,2.24,4.8,0.056,177,113,,3.11,0.52,10.2,7,white
3486,6.9,0.28,1.98,1.2,0.039,132,98,lo,3.07,0.39,,6,white
3487,6.5,0.22,1.14,1.1,0.064,154,191,mediu,3.05,0.5,9.5,6,white
3488,7.8,0.2,1.2,1.4,0.036,143,83,lo,3.03,0.46,,6,white
3489,6.7,0.28,2.48,7.4,0.041,163,81,mediu,3.04,0.47,11.4,8,white
3490,7.6,0.31,1.68,1.8,0.037,175,150,,3.05,0.44,11.8,7,white
3491,8,0.2,2.64,1,0.057,146,111,lo,3.09,0.32,11.2,6,white
3492,6,0.28,1.89,15.5,0.036,,134,mediu,3.19,0.44,13,7,white
3493,6,0.28,1.89,15.5,0.036,165,134,mediu,3.19,0.44,13,7,
3494,6.7,0.24,2.16,8.4,0.042,160,123,mediu,3.34,0.52,10.9,6,white
3495,6.3,0.22,1.96,2.4,0.042,178,102,lo,3.14,0.37,11.6,7,white
3496,6,0.24,1.96,3.95,0.038,199,134,lo,3.3,0.54,,7,white
3497,7.7,0.43,6,19.95,0.032,164,164,very hig,3.29,0.5,12,6,white
3498,6.4,0.3,2.16,2,0.052,132,141,mediu,3.38,0.53,10.5,6,white
3499,6.1,0.33,2.1,3,0.036,172,124,lo,3.31,0.4,13.1,7,white
3500,6,0.28,1.89,15.5,0.036,175,134,mediu,3.19,0.44,13,7,white
3501,6.7,0.24,2.16,8.4,0.042,156,123,mediu,3.34,0.52,10.9,6,white
3502,6.7,0.29,2.25,14.3,0.054,134,181,very hig,3.14,0.57,9.1,5,white
3503,6.9,0.33,2.17,4.2,0.04,165,93,lo,3.18,0.48,,7,white
3504,6.5,0.16,2.38,1.4,0.029,171,133,lo,3.33,0.64,,7,white
3505,6,0.2,2.24,3,0.031,,118,lo,3.38,0.68,11.2,7,white
3506,7.5,0.33,1.68,4.9,0.042,143,155,mediu,3.36,0.57,,6,white
3507,7.1,0.36,1.96,2.4,0.036,175,115,lo,3.19,0.44,,7,white
3508,6.7,0.29,2.25,14.3,0.054,132,181,very hig,3.14,0.57,9.1,5,white
3509,6.4,0.26,1.5,10.7,0.046,188,179,hig,3.17,0.55,9.9,6,white
3510,7,0.22,1.44,11,0.041,197,167,hig,2.98,0.56,10.5,6,white
3511,6.5,0.19,1.96,1.4,0.046,162,90,lo,3.18,0.51,11.7,7,white
3512,6.3,0.21,1.86,1.2,0.043,148,117,lo,3.49,0.68,11,6,white
3513,7.9,0.35,1.68,12.9,0.032,129,63,mediu,2.99,0.43,13,6,white
3514,7.7,0.38,1.38,10.8,0.03,146,95,,2.93,0.41,13.6,6,white
3515,6.8,0.19,2.31,1.3,0.031,166,87,lo,3.08,0.62,12.3,7,white
3516,7.2,0.33,2.38,2,0.044,199,171,lo,3.25,0.53,13.3,7,white
3517,6.6,0.29,2.03,1.8,0.036,176,102,lo,3.08,0.42,13.7,7,white
3518,7.5,0.2,2.05,1.2,0.05,124,131,lo,3.19,0.52,11.1,5,white
3519,6.9,0.33,4.34,7.5,0.038,186,132,lo,3.23,0.43,13.4,7,white
3520,6,0.23,0.75,9.7,0.048,201,207,hig,3.05,0.3,9.1,5,white
3521,5.9,0.23,1.68,3.8,0.038,203,152,lo,3.31,0.5,11.3,7,white
3522,6.6,0.32,2.05,7.2,0.048,149,178,hig,3.2,0.46,9.4,5,white
3523,6,0.23,0.75,9.7,0.048,199,207,hig,3.05,0.3,9.1,5,white
3524,5.3,0.36,1.62,6.3,0.028,152,132,lo,3.37,0.4,11.6,6,white
3525,5.3,0.36,1.62,6.3,0.028,156,132,lo,3.37,0.4,11.6,6,white
3526,8.9,0.27,1.68,0.8,0.024,147,128,,3.01,0.35,12.4,6,white
3527,7.6,0.23,1.74,8.6,0.053,183,146,hig,3.11,0.32,9.8,6,white
3528,6.9,0.75,0.52,6.3,0.036,101,50,mediu,3.09,0.25,11.1,4,white
3529,7.1,0.35,1.89,3.1,0.034,168,134,lo,3.26,0.38,13.1,7,white
3530,7.2,0.31,1.75,7.2,0.046,139,178,hig,3.14,0.53,9.7,5,white
3531,6.4,0.28,2.2,7.1,0.048,147,179,hig,3.15,0.48,9.2,5,white
3532,7.2,0.23,2.76,6.4,0.036,,85,mediu,3.1,0.78,11.7,6,white
3533,6.6,0.22,1.8,14.7,0.045,168,136,,3.14,0.37,10.6,6,white
3534,7.2,0.31,1.75,7.2,0.046,147,178,hig,3.14,0.53,9.7,5,white
3535,6.4,0.28,2.2,7.1,0.048,147,179,hig,3.15,0.48,9.2,5,white
3536,7.2,0.24,1.68,1.9,0.032,154,92,lo,3.1,0.39,10.9,6,white
3537,6.2,0.27,2.35,1.2,0.146,124,105,lo,3.23,0.51,10.1,5,white
3538,6.5,0.28,1.75,4.8,0.029,198,128,lo,3.17,0.44,12.2,7,white
3539,7.2,0.27,1.86,1.2,0.031,151,80,,3.03,0.33,12.7,6,white
3540,7.8,0.28,1.5,3.4,0.024,153,99,lo,2.98,0.37,13,6,white
3541,8.1,0.26,1.62,4.3,0.03,165,123,lo,3.16,0.33,11.2,6,white
3542,6.6,0.23,2.22,8.5,0.036,162,153,hig,3.2,0.48,9.4,6,white
3543,6,0.33,1.2,1.8,0.031,173,159,lo,3.41,0.53,11,6,white
3544,6,0.33,1.2,1.8,0.031,165,159,lo,3.41,0.53,11,6,white
3545,7.3,0.2,1.74,19.5,0.039,189,237,very hig,3.1,0.48,,6,white
3546,6.6,0.23,2.22,8.5,0.036,168,153,hig,3.2,0.48,9.4,6,white
3547,7.3,0.2,1.74,19.9,0.039,191,237,very hig,3.1,0.48,9.2,6,white
3548,6.2,0.47,1.14,8.3,0.029,146,142,lo,3.22,0.45,12.3,6,white
3549,6,0.33,1.2,1.8,0.031,169,159,lo,3.41,0.53,11,6,white
3550,7.2,0.14,1.92,1.1,0.022,170,116,lo,3.04,0.67,10,6,white
3551,5.7,0.22,1.32,16.65,0.044,159,110,very hig,3.24,0.48,9,6,white
3552,5.7,0.22,1.32,16.65,0.044,161,110,very hig,3.24,0.48,9,6,white
3553,5.7,0.22,1.32,16.65,0.044,163,110,,3.24,0.48,9,6,white
3554,8.1,0.2,1.68,0.9,0.023,171,87,lo,2.92,0.36,11.1,6,white
3555,5.8,0.14,0.9,6.1,0.042,149,123,mediu,3.06,0.6,9.9,6,white
3556,4.8,0.21,1.47,10.2,0.037,157,112,,3.66,0.48,12.2,7,white
3557,8.1,0.2,1.68,0.9,0.023,167,87,lo,2.92,0.36,11.1,6,white
3558,5.7,0.22,1.32,16.65,0.044,159,110,very hig,3.24,0.48,9,6,white
3559,7.5,0.34,0.96,3.85,0.031,85,34,,3.01,0.36,11.8,4,white
3560,6.6,0.64,1.68,4.4,0.032,139,78,lo,3.11,0.62,,6,white
3561,7,0.48,0.6,4.5,0.05,121,86,mediu,2.86,0.35,9,5,white
3562,7.6,0.37,2.04,3.2,0.028,166,162,lo,3.01,0.33,12.4,6,white
3563,7,0.48,0.6,4.5,0.05,119,86,mediu,2.86,0.35,9,5,white
3564,6.6,0.64,1.68,4.4,0.032,131,78,lo,3.11,0.62,12.9,6,white
3565,8,0.25,1.62,9.7,0.036,133,85,,2.99,0.36,11.2,6,white
3566,7.6,0.38,1.68,4.2,0.029,121,112,lo,3,0.41,12.6,6,white
3567,6.9,0.26,1.62,4.2,0.031,,80,lo,3.12,0.39,11.5,6,white
3568,7.8,0.15,2.38,1.1,0.035,177,93,lo,3.07,0.72,11.3,7,white
3569,8,0.25,1.62,9.7,0.036,135,85,mediu,2.99,0.36,11.2,6,white
3570,6.9,0.26,1.62,4.2,0.031,136,80,lo,3.12,0.39,11.5,6,white
3571,5.9,0.655,0,5.6,0.033,92,31,mediu,3.32,0.51,,4,white
3572,7.6,0.38,1.68,4.2,0.029,125,112,lo,3,0.41,,6,white
3573,7.8,0.31,2.4,1.6,0.027,142,87,lo,3.15,0.48,,6,white
3574,8.1,0.17,1.26,1.6,0.036,144,119,mediu,3.18,0.52,10.1,6,
3575,6.8,0.18,1.96,1.1,0.027,174,112,lo,3.15,0.45,11,7,white
3576,7.4,0.28,1.8,14.6,0.048,133,161,hig,3.14,0.56,10.6,5,white
3577,7.3,0.23,1.89,2.6,0.035,177,120,lo,3.04,0.59,11.3,7,white
3578,6.7,0.22,0.88,1.2,0.038,87,124,lo,3.1,0.37,11.2,4,white
3579,7.4,0.25,1.96,7.25,0.028,154,78,mediu,2.94,0.37,,7,white
3580,7.5,0.3,1.05,6.55,0.026,133,143,mediu,2.92,0.35,11.1,5,white
3581,7.2,0.26,1.68,7,0.023,159,130,lo,3.14,0.49,12.8,7,white
3582,6.3,0.32,1.92,1.5,0.037,126,76,lo,3.3,0.46,12.3,6,white
3583,7.7,0.24,1.8,1.4,0.041,133,102,mediu,3.26,0.53,10.4,6,white
3584,7.4,0.25,1.96,7.25,0.028,152,78,mediu,2.94,0.37,,7,white
3585,7,0.24,2.45,1,0.032,180,104,lo,3.16,0.37,11.7,7,white
3586,5.8,0.28,1.96,4.2,0.044,194,158,lo,3.35,0.44,10.7,7,white
3587,6.8,0.19,4.26,17.5,0.042,141,114,very hig,2.85,0.5,9.5,6,white
3588,6.8,0.19,4.26,17.5,0.042,145,114,very hig,2.85,0.5,,6,white
3589,6.8,0.19,4.26,17.5,0.042,141,114,very hig,2.85,0.5,9.5,6,white
3590,6.6,0.19,2.45,1.5,0.037,179,107,lo,3.18,0.68,12,7,white
3591,6.4,0.28,1.8,1.3,0.053,130,186,lo,3.31,0.45,10.8,5,white
3592,5.6,0.28,1.89,3.9,0.043,196,158,lo,3.35,0.44,10.7,7,white
3593,5.6,0.28,1.96,4.2,0.044,190,158,lo,3.35,0.44,10.7,7,white
3594,6.8,0.19,2.24,7.6,0.049,177,107,mediu,3.12,0.44,10.7,7,white
3595,7.2,0.16,2.03,1,0.031,180,123,lo,3.12,0.4,12.1,7,white
3596,6.6,0.17,1.96,1.1,0.034,201,108,lo,3,0.52,11.9,7,white
3597,6.6,0.19,1.68,11.8,0.042,,137,hig,3.18,0.37,10.8,6,white
3598,5.8,0.2,1.68,1.4,0.033,209,169,lo,3.59,0.56,12.3,7,white
3599,6.6,0.39,2.28,9.7,0.053,173,226,very hig,3.3,0.57,9.4,6,white
3600,6.8,0.12,1.8,12.9,0.049,154,88,hig,3.2,0.35,9.9,6,white
3601,6.6,0.295,1.68,1.6,0.039,167,140,mediu,3.35,0.61,10.4,7,white
3602,6.6,0.26,1.44,7.2,0.038,,137,hig,3.35,0.6,10.4,6,white
3603,7,0.32,1.89,7.1,0.027,181,122,lo,3.15,0.6,12.6,7,white
3604,7.4,0.36,1.38,1.9,0.017,155,69,,2.93,0.36,12.5,6,white
3605,6.7,0.35,2.4,8.8,0.056,131,167,hig,3.04,0.47,9.4,5,white
3606,6.4,0.38,1.2,7.2,0.047,145,151,hig,3.11,0.6,9.2,5,white
3607,6.8,0.14,1.08,1.4,0.047,150,90,,3.27,0.54,11.2,6,white
3608,7,0.16,1.5,14.3,0.044,147,149,very hig,2.91,0.46,9.2,6,white
3609,7,0.16,1.5,14.3,0.044,149,149,very hig,2.91,0.46,9.2,6,white
3610,6.7,0.35,2.4,8.8,0.056,133,167,hig,3.04,0.47,9.4,5,white
3611,6.8,0.14,1.08,1.4,0.047,150,90,lo,3.27,0.54,11.2,6,white
3612,6.8,0.16,1.08,1.8,0.046,151,114,,3.27,0.55,10.8,6,white
3613,7,0.16,1.5,14.3,0.044,143,149,very hig,2.91,0.46,9.2,6,white
3614,6.4,0.38,1.2,7.2,0.047,143,151,,3.11,0.6,9.2,5,white
3615,7.2,0.24,1.8,1.2,0.037,127,95,lo,2.96,0.36,12.5,6,white
3616,7.7,0.32,3.05,11.8,0.041,162,188,very hig,3,0.54,9.3,5,white
3617,7,0.29,1.65,0.9,0.041,122,117,lo,3.21,0.5,11.4,5,white
3618,7.1,0.27,1.68,12.6,0.044,190,118,very hig,3.04,0.56,,7,white
3619,6.8,0.45,1.68,26.05,0.031,151,122,,,0.42,10.6,6,white
3620,6.3,0.2,1.82,4.7,0.04,252,168,mediu,3.07,0.75,,7,white
3621,7.1,0.27,1.68,12.6,0.044,186,118,very hig,3.04,0.56,10,7,white
3622,7.2,0.24,1.8,1.2,0.037,127,95,lo,2.96,0.36,,6,white
3623,6.8,0.45,1.68,26.05,0.031,143,122,very hig,3.06,0.42,10.6,6,white
3624,6.6,0.36,1.96,6.1,0.029,154,93,lo,3.19,0.27,12.8,7,white
3625,7.7,0.32,3.05,11.8,0.041,166,188,very hig,3,0.54,9.3,5,white
3626,7,0.29,1.65,0.9,0.041,120,117,lo,3.21,0.5,11.4,5,white
3627,6.4,0.37,1,5.6,0.117,161,183,mediu,3.24,0.43,9.5,5,white
3628,6.4,0.38,1.2,5.3,0.117,177,181,mediu,3.24,0.43,9.5,6,white
3629,6.4,0.36,1.2,5.7,0.118,181,172,mediu,3.24,0.43,9.5,6,white
3630,6.6,0.3,1.5,8,0.036,137,124,mediu,3.06,0.38,,6,white
3631,6.6,0.3,1.5,8,0.036,143,124,mediu,3.06,0.38,10.8,6,white
3632,6.5,0.21,3.06,17.6,0.045,158,125,very hig,3.2,0.47,8.8,6,white
3633,6.6,0.3,1.5,8,0.036,141,124,mediu,3.06,0.38,10.8,6,white
3634,7.6,0.31,1.89,8.8,0.021,195,156,mediu,,0.38,,7,white
3635,5.8,0.58,0,1.5,0.02,151,96,lo,3.29,0.38,12.4,6,white
3636,6.5,0.26,2.73,1.4,0.02,152,66,lo,3.25,0.75,11.3,7,white
3637,8.7,0.3,2.38,4.8,0.018,163,127,mediu,3.12,0.49,11.2,7,white
3638,6.4,0.29,2.24,2.4,0.014,176,89,lo,3.24,0.66,12.5,7,white
3639,6.7,0.13,1.92,3.7,0.017,152,99,mediu,3.12,0.44,10,6,white
3640,6.8,0.19,1.98,4.9,0.047,162,130,,3.12,0.56,11,6,white
3641,6,0.25,2.4,5.7,0.052,176,152,mediu,3.16,0.88,10.5,6,white
3642,6,0.25,2.4,5.7,0.052,,152,,3.16,0.88,10.5,6,white
3643,6.8,0.19,1.98,4.9,0.047,160,130,mediu,3.12,0.56,11,6,white
3644,6.4,0.24,1.61,2,0.046,168,133,lo,3.12,0.54,11.4,7,white
3645,5.9,0.18,1.68,5.1,0.039,168,139,lo,3.16,0.44,11.3,6,white
3646,7.2,0.33,1.54,4.5,0.031,152,73,,2.97,0.52,12.2,7,white
3647,6.4,0.29,1.68,3.2,0.037,171,95,lo,2.9,0.66,12.6,7,white
3648,7.3,0.31,1.25,6.65,0.032,132,138,mediu,2.9,0.37,11.1,5,white
3649,7,0.29,2.22,1.6,0.035,152,126,lo,3.26,0.47,,6,white
3650,6.9,0.19,2.4,4,0.037,90,122,mediu,2.92,0.59,10.4,4,white
3651,6.3,0.32,1.02,17.75,0.06,175,190,very hig,3.13,0.48,8.8,6,
3652,6.6,0.085,1.98,1.4,0.036,135,109,mediu,3.27,0.61,9.5,6,white
3653,6.3,0.32,1.02,17.75,0.06,173,190,very hig,3.13,0.48,8.8,6,white
3654,6.8,0.18,1.92,7.2,0.047,131,109,hig,3.42,0.44,,6,white
3655,6.8,0.52,1.82,5.7,0.038,167,130,lo,3.11,0.27,13,7,white
3656,7.1,0.28,1.96,8.5,0.03,167,191,mediu,3.16,0.46,12.2,7,white
3657,5.7,0.15,3.76,11.4,0.035,209,128,mediu,3.03,0.34,10.5,8,white
3658,5.8,0.275,2.1,5.4,0.043,177,149,mediu,3.33,0.42,10.8,7,white
3659,5.4,0.53,1.28,2.7,0.036,192,128,lo,3.2,0.53,13.2,8,white
3660,5.8,0.32,2.24,4.3,0.032,204,115,lo,3.16,0.57,13,8,white
3661,6.7,0.22,2.34,1.2,0.049,,152,mediu,3.5,0.47,10,6,white
3662,6.1,0.6,0.48,1.8,0.05,91,76,mediu,3.42,0.48,10.4,4,white
3663,6.5,0.26,1.86,1.3,0.034,187,145,lo,3.16,0.54,12.4,6,white
3664,5,0.29,4.32,5.7,0.035,208,155,lo,3.27,0.34,12.9,8,white
3665,5.4,0.53,1.28,2.7,0.036,194,128,,3.2,0.53,13.2,8,white
3666,6.8,0.21,1.82,11.7,0.038,201,152,hig,3.02,0.56,10.5,7,white
3667,5.8,0.32,2.24,4.3,0.032,210,115,lo,3.16,0.57,13,8,white
3668,6.5,0.27,1.3,11,0.03,100,82,mediu,3.07,0.36,11.2,5,white
3669,5.9,0.37,2.24,1.6,0.029,179,102,lo,3.41,0.55,12.7,7,white
3670,6.2,0.21,1.08,11.6,0.044,181,155,hig,3.14,0.52,,6,white
3671,6.8,0.3,2.03,6.2,0.025,171,95,lo,3.03,0.32,12.9,7,white
3672,7.3,0.41,2.32,1.8,0.032,188,74,lo,2.96,0.35,13,8,white
3673,5.4,0.3,2.1,1.2,0.029,165,93,lo,3.31,0.4,13.6,7,white
3674,6.6,0.34,1,1,0.053,128,112,mediu,3.32,0.55,9.1,5,white
3675,5.6,0.25,1.14,2.4,0.049,164,166,lo,3.25,0.43,10.4,6,white
3676,5.3,0.3,2.1,1.2,0.029,161,93,lo,,0.4,13.6,7,white
3677,6.9,0.58,3.48,8.2,0.032,147,169,mediu,3.28,0.44,12.2,6,white
3678,7.2,0.23,1.25,18.8,0.085,121,111,very hig,3.1,0.51,,5,white
3679,7.1,0.2,1.89,9.6,0.037,161,105,mediu,3.04,0.37,10.5,7,white
3680,6.8,0.15,2.46,12.9,0.044,201.5,183,very hig,3.24,0.78,10.2,6,white
3681,7,0.22,2.08,9.2,0.027,201,122,lo,3.06,0.34,12.5,8,white
3682,6.4,0.16,3.08,1.2,0.051,183,122,lo,3.11,0.75,11.3,7,white
3683,6.8,0.15,2.46,12.9,0.044,201.5,183,,3.24,0.78,10.2,6,white
3684,6.8,0.31,2.1,8,0.028,179,122,lo,3.13,0.63,12.6,7,white
3685,6.8,0.15,2.46,12.9,0.044,201.5,183,very hig,3.24,0.78,10.2,6,white
3686,7.6,0.3,1.85,1.6,0.087,125,177,mediu,3.09,0.5,9.8,5,white
3687,6,0.16,1.35,12,0.03,141,98,mediu,3.15,0.34,10.8,5,white
3688,7.1,0.21,2.1,2.5,0.04,163,186,,3.32,0.56,,6,white
3689,7,0.22,2.08,9.2,0.027,197,122,lo,3.06,0.34,12.5,8,white
3690,5.6,0.21,1.68,4.4,0.027,183,150,lo,3.3,0.31,11.5,7,white
3691,7.4,0.22,1.56,8.8,0.027,141,112,mediu,2.98,0.41,11.4,6,white
3692,7.1,0.2,1.89,9.6,0.037,159,105,mediu,3.04,0.37,10.5,7,white
3693,6.8,0.31,2.1,8,0.028,171,122,lo,3.13,0.63,,7,white
3694,7.2,0.23,1.25,18.8,0.085,119,111,very hig,3.1,0.51,8.7,5,white
3695,6.4,0.15,2.4,1.3,0.053,179,146,lo,3.17,0.68,11,6,white
3696,6.4,0.16,3.08,1.2,0.051,183,122,lo,3.11,0.75,11.3,7,white
3697,6.8,0.15,2.46,12.9,0.044,197.5,182,very hig,3.24,0.78,10.2,6,white
3698,6.3,0.22,2.04,1.2,0.036,154,96,lo,3.06,0.74,11.6,6,white
3699,7.6,0.3,1.85,1.6,0.087,129,177,,3.09,0.5,9.8,5,white
3700,7,0.3,1.35,1.5,0.076,120,145,mediu,3.1,0.52,10.1,5,white
3701,6.6,0.26,1.1,18.15,0.05,125,139,very hig,3.06,0.5,9.2,5,white
3702,7.5,0.24,1.86,13.1,0.05,144,180,very hig,3.05,0.53,9.1,6,white
3703,7.5,0.24,1.86,13.1,0.05,148,180,very hig,3.05,0.53,9.1,6,white
3704,7.5,0.24,1.86,13.1,0.05,148,180,very hig,3.05,0.53,9.1,6,white
3705,7.5,0.24,1.86,13.1,0.05,150,180,very hig,3.05,0.53,9.1,6,white
3706,6.6,0.15,2.04,1,0.037,163,79,lo,2.96,0.5,11.7,6,white
